"virus_strain","serum_strain","serum_id","source","titer","virusYear","serumYear","cluster","color"
"DENV1/BOLIVIA/FSB3363/2010","DENV1/NAURU/WESTERNPACIFICDELTA30/1974",3,"monovalent",20,2010,1974,"DENV1","#1f78b4"
"DENV1/BOLIVIA/FSB3363/2010","DENV1/NAURU/WESTERNPACIFICDELTA30/1974",13,"monovalent",17,2010,1974,"DENV1","#1f78b4"
"DENV1/BOLIVIA/FSB3363/2010","DENV1/NAURU/WESTERNPACIFICDELTA30/1974",15,"monovalent",12,2010,1974,"DENV1","#1f78b4"
"DENV1/BOLIVIA/FSB3363/2010","DENV1/NAURU/WESTERNPACIFICDELTA30/1974",19,"monovalent",10,2010,1974,"DENV1","#1f78b4"
"DENV1/BOLIVIA/FSB3363/2010","DENV1/NAURU/WESTERNPACIFICDELTA30/1974",38,"monovalent",13,2010,1974,"DENV1","#1f78b4"
"DENV1/BOLIVIA/FSB3363/2010","DENV2/TONGA/DELTA30/1974",13,"monovalent",43,2010,1974,"DENV1","#1f78b4"
"DENV1/CAMBODIA/BIDV1991/2003","DENV1/NAURU/WESTERNPACIFICDELTA30/1974",3,"monovalent",54,2003,1974,"DENV1","#1f78b4"
"DENV1/CAMBODIA/BIDV1991/2003","DENV1/NAURU/WESTERNPACIFICDELTA30/1974",13,"monovalent",66,2003,1974,"DENV1","#1f78b4"
"DENV1/CAMBODIA/BIDV1991/2003","DENV1/NAURU/WESTERNPACIFICDELTA30/1974",15,"monovalent",28,2003,1974,"DENV1","#1f78b4"
"DENV1/CAMBODIA/BIDV1991/2003","DENV1/NAURU/WESTERNPACIFICDELTA30/1974",19,"monovalent",16,2003,1974,"DENV1","#1f78b4"
"DENV1/CAMBODIA/BIDV1991/2003","DENV1/NAURU/WESTERNPACIFICDELTA30/1974",38,"monovalent",26,2003,1974,"DENV1","#1f78b4"
"DENV1/CAMBODIA/BIDV1991/2003","DENV1/NAURU/WESTERNPACIFICDELTA30/1974",43,"monovalent",15,2003,1974,"DENV1","#1f78b4"
"DENV1/CAMBODIA/BIDV1991/2003","DENV1/NAURU/WESTERNPACIFICDELTA30/1974",44,"monovalent",23,2003,1974,"DENV1","#1f78b4"
"DENV1/CAMBODIA/BIDV1991/2003","DENV1/NAURU/WESTERNPACIFICDELTA30/1974",48,"monovalent",10,2003,1974,"DENV1","#1f78b4"
"DENV1/CAMBODIA/BIDV1991/2003","DENV3/INDONESIA/SLEMANDELTA30/1978",1,"monovalent",13,2003,1978,"DENV1","#1f78b4"
"DENV1/CAMBODIA/BIDV1991/2003","DENV3/INDONESIA/SLEMANDELTA30/1978",2,"monovalent",13,2003,1978,"DENV1","#1f78b4"
"DENV1/CAMBODIA/BIDV1991/2003","DENV3/INDONESIA/SLEMANDELTA30/1978",8,"monovalent",12,2003,1978,"DENV1","#1f78b4"
"DENV1/CAMBODIA/BIDV1991/2003","DENV3/INDONESIA/SLEMANDELTA30/1978",9,"monovalent",10,2003,1978,"DENV1","#1f78b4"
"DENV1/CAMBODIA/BIDV1991/2003","DENV3/INDONESIA/SLEMANDELTA30/1978",11,"monovalent",14,2003,1978,"DENV1","#1f78b4"
"DENV1/CAMBODIA/BIDV1991/2003","DENV3/INDONESIA/SLEMANDELTA30/1978",16,"monovalent",23,2003,1978,"DENV1","#1f78b4"
"DENV1/CAMBODIA/BIDV1991/2003","DENV3/INDONESIA/SLEMANDELTA30/1978",18,"monovalent",17,2003,1978,"DENV1","#1f78b4"
"DENV1/CAMBODIA/BIDV1991/2003","DENV3/INDONESIA/SLEMANDELTA30/1978",21,"monovalent",12,2003,1978,"DENV1","#1f78b4"
"DENV1/CAMBODIA/BIDV1991/2003","DENV3/INDONESIA/SLEMANDELTA30/1978",25,"monovalent",12,2003,1978,"DENV1","#1f78b4"
"DENV1/CAMBODIA/BIDV1991/2003","DENV2/TONGA/DELTA30/1974",1,"monovalent",20,2003,1974,"DENV1","#1f78b4"
"DENV1/CAMBODIA/BIDV1991/2003","DENV2/TONGA/DELTA30/1974",3,"monovalent",13,2003,1974,"DENV1","#1f78b4"
"DENV1/CAMBODIA/BIDV1991/2003","DENV2/TONGA/DELTA30/1974",5,"monovalent",19,2003,1974,"DENV1","#1f78b4"
"DENV1/CAMBODIA/BIDV1991/2003","DENV2/TONGA/DELTA30/1974",7,"monovalent",19,2003,1974,"DENV1","#1f78b4"
"DENV1/CAMBODIA/BIDV1991/2003","DENV2/TONGA/DELTA30/1974",10,"monovalent",18,2003,1974,"DENV1","#1f78b4"
"DENV1/CAMBODIA/BIDV1991/2003","DENV2/TONGA/DELTA30/1974",11,"monovalent",24,2003,1974,"DENV1","#1f78b4"
"DENV1/CAMBODIA/BIDV1991/2003","DENV2/TONGA/DELTA30/1974",13,"monovalent",156,2003,1974,"DENV1","#1f78b4"
"DENV1/CAMBODIA/BIDV1991/2003","DENV2/TONGA/DELTA30/1974",22,"monovalent",15,2003,1974,"DENV1","#1f78b4"
"DENV1/CAMBODIA/BIDV1991/2003","DENV4/DOMINICA/814669DELTA30/1981",36,"monovalent",17,2003,1981,"DENV1","#1f78b4"
"DENV1/CAMBODIA/BIDV1991/2003","DENV4/DOMINICA/814669DELTA30/1981",38,"monovalent",21,2003,1981,"DENV1","#1f78b4"
"DENV1/CAMBODIA/BIDV1991/2003","DENV4/DOMINICA/814669DELTA30/1981",43,"monovalent",21,2003,1981,"DENV1","#1f78b4"
"DENV1/CAMBODIA/BIDV1991/2003","DENV4/DOMINICA/814669DELTA30/1981",45,"monovalent",13,2003,1981,"DENV1","#1f78b4"
"DENV1/CAMBODIA/BIDV1991/2003","DENV4/DOMINICA/814669DELTA30/1981",51,"monovalent",16,2003,1981,"DENV1","#1f78b4"
"DENV1/CAMBODIA/BIDV1991/2003","DENV4/DOMINICA/814669DELTA30/1981",53,"monovalent",16,2003,1981,"DENV1","#1f78b4"
"DENV1/CAMBODIA/BIDV1991/2003","DENV4/DOMINICA/814669DELTA30/1981",58,"monovalent",11,2003,1981,"DENV1","#1f78b4"
"DENV1/CAMBODIA/BIDV1991/2003","DENV4/DOMINICA/814669DELTA30/1981",66,"monovalent",13,2003,1981,"DENV1","#1f78b4"
"DENV1/CAMBODIA/BIDV1991/2003","DENV4/DOMINICA/814669DELTA30/1981",67,"monovalent",10,2003,1981,"DENV1","#1f78b4"
"DENV1/CAMBODIA/BIDV1991/2003","DENV4/DOMINICA/814669DELTA30/1981",68,"monovalent",15,2003,1981,"DENV1","#1f78b4"
"DENV1/NAURU/WESTERNPACIFICDELTA30/1974","DENV1/NAURU/WESTERNPACIFICDELTA30/1974",3,"monovalent",19,1974,1974,"DENV1","#1f78b4"
"DENV1/NAURU/WESTERNPACIFICDELTA30/1974","DENV1/NAURU/WESTERNPACIFICDELTA30/1974",15,"monovalent",13,1974,1974,"DENV1","#1f78b4"
"DENV1/NAURU/WESTERNPACIFICDELTA30/1974","DENV1/NAURU/WESTERNPACIFICDELTA30/1974",19,"monovalent",14,1974,1974,"DENV1","#1f78b4"
"DENV1/NAURU/WESTERNPACIFICDELTA30/1974","DENV1/NAURU/WESTERNPACIFICDELTA30/1974",38,"monovalent",16,1974,1974,"DENV1","#1f78b4"
"DENV1/NAURU/WESTERNPACIFICDELTA30/1974","DENV1/NAURU/WESTERNPACIFICDELTA30/1974",44,"monovalent",13,1974,1974,"DENV1","#1f78b4"
"DENV1/NAURU/WESTERNPACIFICDELTA30/1974","DENV3/INDONESIA/SLEMANDELTA30/1978",9,"monovalent",16,1974,1978,"DENV1","#1f78b4"
"DENV1/NAURU/WESTERNPACIFICDELTA30/1974","DENV3/INDONESIA/SLEMANDELTA30/1978",16,"monovalent",11,1974,1978,"DENV1","#1f78b4"
"DENV1/NAURU/WESTERNPACIFICDELTA30/1974","DENV2/TONGA/DELTA30/1974",1,"monovalent",12,1974,1974,"DENV1","#1f78b4"
"DENV1/NAURU/WESTERNPACIFICDELTA30/1974","DENV2/TONGA/DELTA30/1974",13,"monovalent",19,1974,1974,"DENV1","#1f78b4"
"DENV1/PUERTO_RICO/BIDV852/2006","DENV1/NAURU/WESTERNPACIFICDELTA30/1974",3,"monovalent",34,2006,1974,"DENV1","#1f78b4"
"DENV1/PUERTO_RICO/BIDV852/2006","DENV1/NAURU/WESTERNPACIFICDELTA30/1974",13,"monovalent",27,2006,1974,"DENV1","#1f78b4"
"DENV1/PUERTO_RICO/BIDV852/2006","DENV1/NAURU/WESTERNPACIFICDELTA30/1974",15,"monovalent",25,2006,1974,"DENV1","#1f78b4"
"DENV1/PUERTO_RICO/BIDV852/2006","DENV1/NAURU/WESTERNPACIFICDELTA30/1974",19,"monovalent",17,2006,1974,"DENV1","#1f78b4"
"DENV1/PUERTO_RICO/BIDV852/2006","DENV1/NAURU/WESTERNPACIFICDELTA30/1974",38,"monovalent",26,2006,1974,"DENV1","#1f78b4"
"DENV1/PUERTO_RICO/BIDV852/2006","DENV1/NAURU/WESTERNPACIFICDELTA30/1974",44,"monovalent",16,2006,1974,"DENV1","#1f78b4"
"DENV1/PUERTO_RICO/BIDV852/2006","DENV3/INDONESIA/SLEMANDELTA30/1978",1,"monovalent",15,2006,1978,"DENV1","#1f78b4"
"DENV1/PUERTO_RICO/BIDV852/2006","DENV3/INDONESIA/SLEMANDELTA30/1978",2,"monovalent",15,2006,1978,"DENV1","#1f78b4"
"DENV1/PUERTO_RICO/BIDV852/2006","DENV3/INDONESIA/SLEMANDELTA30/1978",8,"monovalent",13,2006,1978,"DENV1","#1f78b4"
"DENV1/PUERTO_RICO/BIDV852/2006","DENV3/INDONESIA/SLEMANDELTA30/1978",9,"monovalent",15,2006,1978,"DENV1","#1f78b4"
"DENV1/PUERTO_RICO/BIDV852/2006","DENV3/INDONESIA/SLEMANDELTA30/1978",11,"monovalent",13,2006,1978,"DENV1","#1f78b4"
"DENV1/PUERTO_RICO/BIDV852/2006","DENV3/INDONESIA/SLEMANDELTA30/1978",16,"monovalent",17,2006,1978,"DENV1","#1f78b4"
"DENV1/PUERTO_RICO/BIDV852/2006","DENV3/INDONESIA/SLEMANDELTA30/1978",18,"monovalent",15,2006,1978,"DENV1","#1f78b4"
"DENV1/PUERTO_RICO/BIDV852/2006","DENV3/INDONESIA/SLEMANDELTA30/1978",21,"monovalent",10,2006,1978,"DENV1","#1f78b4"
"DENV1/PUERTO_RICO/BIDV852/2006","DENV3/INDONESIA/SLEMANDELTA30/1978",25,"monovalent",11,2006,1978,"DENV1","#1f78b4"
"DENV1/PUERTO_RICO/BIDV852/2006","DENV2/TONGA/DELTA30/1974",3,"monovalent",11,2006,1974,"DENV1","#1f78b4"
"DENV1/PUERTO_RICO/BIDV852/2006","DENV2/TONGA/DELTA30/1974",5,"monovalent",13,2006,1974,"DENV1","#1f78b4"
"DENV1/PUERTO_RICO/BIDV852/2006","DENV2/TONGA/DELTA30/1974",10,"monovalent",11,2006,1974,"DENV1","#1f78b4"
"DENV1/PUERTO_RICO/BIDV852/2006","DENV2/TONGA/DELTA30/1974",11,"monovalent",11,2006,1974,"DENV1","#1f78b4"
"DENV1/PUERTO_RICO/BIDV852/2006","DENV2/TONGA/DELTA30/1974",13,"monovalent",110,2006,1974,"DENV1","#1f78b4"
"DENV1/PUERTO_RICO/BIDV852/2006","DENV4/DOMINICA/814669DELTA30/1981",36,"monovalent",13,2006,1981,"DENV1","#1f78b4"
"DENV1/PUERTO_RICO/BIDV852/2006","DENV4/DOMINICA/814669DELTA30/1981",38,"monovalent",12,2006,1981,"DENV1","#1f78b4"
"DENV1/PUERTO_RICO/BIDV852/2006","DENV4/DOMINICA/814669DELTA30/1981",51,"monovalent",15,2006,1981,"DENV1","#1f78b4"
"DENV1/PUERTO_RICO/BIDV852/2006","DENV4/DOMINICA/814669DELTA30/1981",66,"monovalent",13,2006,1981,"DENV1","#1f78b4"
"DENV1/THAILAND/16007/1964","DENV1/NAURU/WESTERNPACIFICDELTA30/1974",3,"monovalent",756,1964,1974,"DENV1","#1f78b4"
"DENV1/THAILAND/16007/1964","DENV1/NAURU/WESTERNPACIFICDELTA30/1974",8,"monovalent",54,1964,1974,"DENV1","#1f78b4"
"DENV1/THAILAND/16007/1964","DENV1/NAURU/WESTERNPACIFICDELTA30/1974",13,"monovalent",117,1964,1974,"DENV1","#1f78b4"
"DENV1/THAILAND/16007/1964","DENV1/NAURU/WESTERNPACIFICDELTA30/1974",15,"monovalent",161,1964,1974,"DENV1","#1f78b4"
"DENV1/THAILAND/16007/1964","DENV1/NAURU/WESTERNPACIFICDELTA30/1974",19,"monovalent",399,1964,1974,"DENV1","#1f78b4"
"DENV1/THAILAND/16007/1964","DENV1/NAURU/WESTERNPACIFICDELTA30/1974",38,"monovalent",66,1964,1974,"DENV1","#1f78b4"
"DENV1/THAILAND/16007/1964","DENV1/NAURU/WESTERNPACIFICDELTA30/1974",43,"monovalent",93,1964,1974,"DENV1","#1f78b4"
"DENV1/THAILAND/16007/1964","DENV1/NAURU/WESTERNPACIFICDELTA30/1974",44,"monovalent",194,1964,1974,"DENV1","#1f78b4"
"DENV1/THAILAND/16007/1964","DENV3/INDONESIA/SLEMANDELTA30/1978",8,"monovalent",41,1964,1978,"DENV1","#1f78b4"
"DENV1/THAILAND/16007/1964","DENV3/INDONESIA/SLEMANDELTA30/1978",9,"monovalent",11,1964,1978,"DENV1","#1f78b4"
"DENV1/THAILAND/16007/1964","DENV3/INDONESIA/SLEMANDELTA30/1978",11,"monovalent",16,1964,1978,"DENV1","#1f78b4"
"DENV1/THAILAND/16007/1964","DENV3/INDONESIA/SLEMANDELTA30/1978",16,"monovalent",15,1964,1978,"DENV1","#1f78b4"
"DENV1/THAILAND/16007/1964","DENV3/INDONESIA/SLEMANDELTA30/1978",18,"monovalent",13,1964,1978,"DENV1","#1f78b4"
"DENV1/THAILAND/16007/1964","DENV3/INDONESIA/SLEMANDELTA30/1978",19,"monovalent",19,1964,1978,"DENV1","#1f78b4"
"DENV1/THAILAND/16007/1964","DENV3/INDONESIA/SLEMANDELTA30/1978",21,"monovalent",29,1964,1978,"DENV1","#1f78b4"
"DENV1/THAILAND/16007/1964","DENV3/INDONESIA/SLEMANDELTA30/1978",25,"monovalent",18,1964,1978,"DENV1","#1f78b4"
"DENV1/THAILAND/16007/1964","DENV2/TONGA/DELTA30/1974",1,"monovalent",12,1964,1974,"DENV1","#1f78b4"
"DENV1/THAILAND/16007/1964","DENV2/TONGA/DELTA30/1974",2,"monovalent",13,1964,1974,"DENV1","#1f78b4"
"DENV1/THAILAND/16007/1964","DENV2/TONGA/DELTA30/1974",3,"monovalent",11,1964,1974,"DENV1","#1f78b4"
"DENV1/THAILAND/16007/1964","DENV2/TONGA/DELTA30/1974",5,"monovalent",10,1964,1974,"DENV1","#1f78b4"
"DENV1/THAILAND/16007/1964","DENV2/TONGA/DELTA30/1974",6,"monovalent",12,1964,1974,"DENV1","#1f78b4"
"DENV1/THAILAND/16007/1964","DENV2/TONGA/DELTA30/1974",7,"monovalent",23,1964,1974,"DENV1","#1f78b4"
"DENV1/THAILAND/16007/1964","DENV2/TONGA/DELTA30/1974",10,"monovalent",21,1964,1974,"DENV1","#1f78b4"
"DENV1/THAILAND/16007/1964","DENV2/TONGA/DELTA30/1974",11,"monovalent",10,1964,1974,"DENV1","#1f78b4"
"DENV1/THAILAND/16007/1964","DENV2/TONGA/DELTA30/1974",13,"monovalent",640,1964,1974,"DENV1","#1f78b4"
"DENV1/THAILAND/16007/1964","DENV4/DOMINICA/814669DELTA30/1981",36,"monovalent",18,1964,1981,"DENV1","#1f78b4"
"DENV1/THAILAND/16007/1964","DENV4/DOMINICA/814669DELTA30/1981",38,"monovalent",10,1964,1981,"DENV1","#1f78b4"
"DENV1/THAILAND/16007/1964","DENV4/DOMINICA/814669DELTA30/1981",43,"monovalent",11,1964,1981,"DENV1","#1f78b4"
"DENV1/THAILAND/16007/1964","DENV4/DOMINICA/814669DELTA30/1981",45,"monovalent",24,1964,1981,"DENV1","#1f78b4"
"DENV1/THAILAND/16007/1964","DENV4/DOMINICA/814669DELTA30/1981",51,"monovalent",17,1964,1981,"DENV1","#1f78b4"
"DENV1/THAILAND/16007/1964","DENV4/DOMINICA/814669DELTA30/1981",58,"monovalent",17,1964,1981,"DENV1","#1f78b4"
"DENV1/THAILAND/16007/1964","DENV4/DOMINICA/814669DELTA30/1981",66,"monovalent",13,1964,1981,"DENV1","#1f78b4"
"DENV1/THAILAND/16007/1964","DENV4/DOMINICA/814669DELTA30/1981",67,"monovalent",12,1964,1981,"DENV1","#1f78b4"
"DENV1/THAILAND/16007/1964","DENV4/DOMINICA/814669DELTA30/1981",68,"monovalent",11,1964,1981,"DENV1","#1f78b4"
"DENV1/VENEZUELA/OBT1298/2000","DENV1/NAURU/WESTERNPACIFICDELTA30/1974",3,"monovalent",45,2000,1974,"DENV1","#1f78b4"
"DENV1/VENEZUELA/OBT1298/2000","DENV1/NAURU/WESTERNPACIFICDELTA30/1974",8,"monovalent",11,2000,1974,"DENV1","#1f78b4"
"DENV1/VENEZUELA/OBT1298/2000","DENV1/NAURU/WESTERNPACIFICDELTA30/1974",13,"monovalent",37,2000,1974,"DENV1","#1f78b4"
"DENV1/VENEZUELA/OBT1298/2000","DENV1/NAURU/WESTERNPACIFICDELTA30/1974",15,"monovalent",28,2000,1974,"DENV1","#1f78b4"
"DENV1/VENEZUELA/OBT1298/2000","DENV1/NAURU/WESTERNPACIFICDELTA30/1974",19,"monovalent",16,2000,1974,"DENV1","#1f78b4"
"DENV1/VENEZUELA/OBT1298/2000","DENV1/NAURU/WESTERNPACIFICDELTA30/1974",38,"monovalent",18,2000,1974,"DENV1","#1f78b4"
"DENV1/VENEZUELA/OBT1298/2000","DENV1/NAURU/WESTERNPACIFICDELTA30/1974",43,"monovalent",13,2000,1974,"DENV1","#1f78b4"
"DENV1/VENEZUELA/OBT1298/2000","DENV1/NAURU/WESTERNPACIFICDELTA30/1974",44,"monovalent",18,2000,1974,"DENV1","#1f78b4"
"DENV1/VENEZUELA/OBT1298/2000","DENV3/INDONESIA/SLEMANDELTA30/1978",9,"monovalent",11,2000,1978,"DENV1","#1f78b4"
"DENV1/VENEZUELA/OBT1298/2000","DENV2/TONGA/DELTA30/1974",5,"monovalent",16,2000,1974,"DENV1","#1f78b4"
"DENV1/VENEZUELA/OBT1298/2000","DENV2/TONGA/DELTA30/1974",10,"monovalent",13,2000,1974,"DENV1","#1f78b4"
"DENV1/VENEZUELA/OBT1298/2000","DENV2/TONGA/DELTA30/1974",13,"monovalent",72,2000,1974,"DENV1","#1f78b4"
"DENV1/VENEZUELA/OBT1298/2000","DENV4/DOMINICA/814669DELTA30/1981",36,"monovalent",14,2000,1981,"DENV1","#1f78b4"
"DENV1/VENEZUELA/OBT1298/2000","DENV4/DOMINICA/814669DELTA30/1981",43,"monovalent",10,2000,1981,"DENV1","#1f78b4"
"DENV1/VENEZUELA/OBT1298/2000","DENV4/DOMINICA/814669DELTA30/1981",51,"monovalent",14,2000,1981,"DENV1","#1f78b4"
"DENV1/VENEZUELA/OBT1298/2000","DENV4/DOMINICA/814669DELTA30/1981",66,"monovalent",13,2000,1981,"DENV1","#1f78b4"
"DENV1/VIETNAM/BIDV1937/2008","DENV1/NAURU/WESTERNPACIFICDELTA30/1974",3,"monovalent",18,2008,1974,"DENV1","#1f78b4"
"DENV1/VIETNAM/BIDV1937/2008","DENV1/NAURU/WESTERNPACIFICDELTA30/1974",8,"monovalent",14,2008,1974,"DENV1","#1f78b4"
"DENV1/VIETNAM/BIDV1937/2008","DENV1/NAURU/WESTERNPACIFICDELTA30/1974",13,"monovalent",29,2008,1974,"DENV1","#1f78b4"
"DENV1/VIETNAM/BIDV1937/2008","DENV1/NAURU/WESTERNPACIFICDELTA30/1974",15,"monovalent",20,2008,1974,"DENV1","#1f78b4"
"DENV1/VIETNAM/BIDV1937/2008","DENV1/NAURU/WESTERNPACIFICDELTA30/1974",44,"monovalent",13,2008,1974,"DENV1","#1f78b4"
"DENV1/VIETNAM/BIDV1937/2008","DENV3/INDONESIA/SLEMANDELTA30/1978",8,"monovalent",10,2008,1978,"DENV1","#1f78b4"
"DENV1/VIETNAM/BIDV1937/2008","DENV3/INDONESIA/SLEMANDELTA30/1978",11,"monovalent",11,2008,1978,"DENV1","#1f78b4"
"DENV1/VIETNAM/BIDV1937/2008","DENV3/INDONESIA/SLEMANDELTA30/1978",16,"monovalent",12,2008,1978,"DENV1","#1f78b4"
"DENV1/VIETNAM/BIDV1937/2008","DENV2/TONGA/DELTA30/1974",7,"monovalent",14,2008,1974,"DENV1","#1f78b4"
"DENV1/VIETNAM/BIDV1937/2008","DENV2/TONGA/DELTA30/1974",10,"monovalent",16,2008,1974,"DENV1","#1f78b4"
"DENV1/VIETNAM/BIDV1937/2008","DENV2/TONGA/DELTA30/1974",11,"monovalent",13,2008,1974,"DENV1","#1f78b4"
"DENV1/VIETNAM/BIDV1937/2008","DENV2/TONGA/DELTA30/1974",13,"monovalent",47,2008,1974,"DENV1","#1f78b4"
"DENV1/VIETNAM/BIDV1937/2008","DENV4/DOMINICA/814669DELTA30/1981",36,"monovalent",16,2008,1981,"DENV1","#1f78b4"
"DENV1/VIETNAM/BIDV1937/2008","DENV4/DOMINICA/814669DELTA30/1981",38,"monovalent",12,2008,1981,"DENV1","#1f78b4"
"DENV1/VIETNAM/BIDV1937/2008","DENV4/DOMINICA/814669DELTA30/1981",51,"monovalent",10,2008,1981,"DENV1","#1f78b4"
"DENV2/CAMBODIA/BIDV3924/2008","DENV1/NAURU/WESTERNPACIFICDELTA30/1974",3,"monovalent",17,2008,1974,"DENV2","#33a02c"
"DENV2/CAMBODIA/BIDV3924/2008","DENV1/NAURU/WESTERNPACIFICDELTA30/1974",13,"monovalent",16,2008,1974,"DENV2","#33a02c"
"DENV2/CAMBODIA/BIDV3924/2008","DENV1/NAURU/WESTERNPACIFICDELTA30/1974",15,"monovalent",13,2008,1974,"DENV2","#33a02c"
"DENV2/CAMBODIA/BIDV3924/2008","DENV1/NAURU/WESTERNPACIFICDELTA30/1974",19,"monovalent",16,2008,1974,"DENV2","#33a02c"
"DENV2/CAMBODIA/BIDV3924/2008","DENV1/NAURU/WESTERNPACIFICDELTA30/1974",38,"monovalent",20,2008,1974,"DENV2","#33a02c"
"DENV2/CAMBODIA/BIDV3924/2008","DENV1/NAURU/WESTERNPACIFICDELTA30/1974",43,"monovalent",11,2008,1974,"DENV2","#33a02c"
"DENV2/CAMBODIA/BIDV3924/2008","DENV3/INDONESIA/SLEMANDELTA30/1978",1,"monovalent",16,2008,1978,"DENV2","#33a02c"
"DENV2/CAMBODIA/BIDV3924/2008","DENV3/INDONESIA/SLEMANDELTA30/1978",2,"monovalent",13,2008,1978,"DENV2","#33a02c"
"DENV2/CAMBODIA/BIDV3924/2008","DENV3/INDONESIA/SLEMANDELTA30/1978",11,"monovalent",24,2008,1978,"DENV2","#33a02c"
"DENV2/CAMBODIA/BIDV3924/2008","DENV3/INDONESIA/SLEMANDELTA30/1978",16,"monovalent",18,2008,1978,"DENV2","#33a02c"
"DENV2/CAMBODIA/BIDV3924/2008","DENV3/INDONESIA/SLEMANDELTA30/1978",18,"monovalent",39,2008,1978,"DENV2","#33a02c"
"DENV2/CAMBODIA/BIDV3924/2008","DENV2/TONGA/DELTA30/1974",2,"monovalent",31,2008,1974,"DENV2","#33a02c"
"DENV2/CAMBODIA/BIDV3924/2008","DENV2/TONGA/DELTA30/1974",3,"monovalent",27,2008,1974,"DENV2","#33a02c"
"DENV2/CAMBODIA/BIDV3924/2008","DENV2/TONGA/DELTA30/1974",5,"monovalent",50,2008,1974,"DENV2","#33a02c"
"DENV2/CAMBODIA/BIDV3924/2008","DENV2/TONGA/DELTA30/1974",7,"monovalent",42,2008,1974,"DENV2","#33a02c"
"DENV2/CAMBODIA/BIDV3924/2008","DENV2/TONGA/DELTA30/1974",10,"monovalent",45,2008,1974,"DENV2","#33a02c"
"DENV2/CAMBODIA/BIDV3924/2008","DENV2/TONGA/DELTA30/1974",11,"monovalent",55,2008,1974,"DENV2","#33a02c"
"DENV2/CAMBODIA/BIDV3924/2008","DENV2/TONGA/DELTA30/1974",13,"monovalent",64,2008,1974,"DENV2","#33a02c"
"DENV2/CAMBODIA/BIDV3924/2008","DENV2/TONGA/DELTA30/1974",22,"monovalent",16,2008,1974,"DENV2","#33a02c"
"DENV2/CAMBODIA/BIDV3924/2008","DENV4/DOMINICA/814669DELTA30/1981",36,"monovalent",15,2008,1981,"DENV2","#33a02c"
"DENV2/CAMBODIA/BIDV3924/2008","DENV4/DOMINICA/814669DELTA30/1981",38,"monovalent",10,2008,1981,"DENV2","#33a02c"
"DENV2/CAMBODIA/BIDV3924/2008","DENV4/DOMINICA/814669DELTA30/1981",43,"monovalent",11,2008,1981,"DENV2","#33a02c"
"DENV2/CAMBODIA/BIDV3924/2008","DENV4/DOMINICA/814669DELTA30/1981",66,"monovalent",10,2008,1981,"DENV2","#33a02c"
"DENV2/CAMBODIA/BIDV4265/2007","DENV2/TONGA/DELTA30/1974",5,"monovalent",10,2007,1974,"DENV2","#33a02c"
"DENV2/CAMBODIA/BIDV4265/2007","DENV2/TONGA/DELTA30/1974",6,"monovalent",13,2007,1974,"DENV2","#33a02c"
"DENV2/CAMBODIA/BIDV4265/2007","DENV2/TONGA/DELTA30/1974",10,"monovalent",13,2007,1974,"DENV2","#33a02c"
"DENV2/CAMBODIA/BIDV4265/2007","DENV2/TONGA/DELTA30/1974",11,"monovalent",13,2007,1974,"DENV2","#33a02c"
"DENV2/CAMBODIA/BIDV4265/2007","DENV2/TONGA/DELTA30/1974",13,"monovalent",24,2007,1974,"DENV2","#33a02c"
"DENV2/CAMBODIA/BIDV4265/2007","DENV2/TONGA/DELTA30/1974",22,"monovalent",10,2007,1974,"DENV2","#33a02c"
"DENV2/GUYANA/08221/2000","DENV1/NAURU/WESTERNPACIFICDELTA30/1974",3,"monovalent",29,2000,1974,"DENV2","#33a02c"
"DENV2/GUYANA/08221/2000","DENV1/NAURU/WESTERNPACIFICDELTA30/1974",8,"monovalent",13,2000,1974,"DENV2","#33a02c"
"DENV2/GUYANA/08221/2000","DENV1/NAURU/WESTERNPACIFICDELTA30/1974",15,"monovalent",11,2000,1974,"DENV2","#33a02c"
"DENV2/GUYANA/08221/2000","DENV1/NAURU/WESTERNPACIFICDELTA30/1974",19,"monovalent",26,2000,1974,"DENV2","#33a02c"
"DENV2/GUYANA/08221/2000","DENV1/NAURU/WESTERNPACIFICDELTA30/1974",38,"monovalent",16,2000,1974,"DENV2","#33a02c"
"DENV2/GUYANA/08221/2000","DENV3/INDONESIA/SLEMANDELTA30/1978",1,"monovalent",11,2000,1978,"DENV2","#33a02c"
"DENV2/GUYANA/08221/2000","DENV3/INDONESIA/SLEMANDELTA30/1978",2,"monovalent",15,2000,1978,"DENV2","#33a02c"
"DENV2/GUYANA/08221/2000","DENV3/INDONESIA/SLEMANDELTA30/1978",8,"monovalent",11,2000,1978,"DENV2","#33a02c"
"DENV2/GUYANA/08221/2000","DENV3/INDONESIA/SLEMANDELTA30/1978",9,"monovalent",16,2000,1978,"DENV2","#33a02c"
"DENV2/GUYANA/08221/2000","DENV3/INDONESIA/SLEMANDELTA30/1978",11,"monovalent",21,2000,1978,"DENV2","#33a02c"
"DENV2/GUYANA/08221/2000","DENV3/INDONESIA/SLEMANDELTA30/1978",16,"monovalent",18,2000,1978,"DENV2","#33a02c"
"DENV2/GUYANA/08221/2000","DENV3/INDONESIA/SLEMANDELTA30/1978",18,"monovalent",20,2000,1978,"DENV2","#33a02c"
"DENV2/GUYANA/08221/2000","DENV3/INDONESIA/SLEMANDELTA30/1978",21,"monovalent",10,2000,1978,"DENV2","#33a02c"
