"virus_strain","serum_strain","serum_id","source","titer","virusYear","serumYear","cluster","color"
"DENV2/INDIA/742295/1974","DENV2/SENEGAL/0674/1970",1,"agm_1mo",11,1974,1970,"DENV2","#33a02c"
"DENV2/INDIA/742295/1974","DENV2/VIETNAM/BIDV735/2006",2,"agm_1mo",56,1974,2006,"DENV2","#33a02c"
"DENV2/INDIA/742295/1974","DENV4/CAMBODIA/AC33/2011",1,"agm_1mo",10,1974,2011,"DENV2","#33a02c"
"DENV2/INDIA/742295/1974","DENV4/NICARAGUA/703/1999",1,"agm_1mo",11,1974,1999,"DENV2","#33a02c"
"DENV2/MALAYSIA/DKD811/2008","DENV1/NAURU/WESTERNPACIFICDELTA30/1974",1,"agm_1mo",16,2008,1974,"DENV2","#33a02c"
"DENV2/MALAYSIA/DKD811/2008","DENV1/VIETNAM/BIDV1937/2008",1,"agm_1mo",11,2008,2008,"DENV2","#33a02c"
"DENV2/MALAYSIA/DKD811/2008","DENV1/PUERTO_RICO/BIDV852/2006",1,"agm_1mo",19,2008,2006,"DENV2","#33a02c"
"DENV2/MALAYSIA/DKD811/2008","DENV2/TONGA/DELTA30/1974",1,"agm_1mo",53,2008,1974,"DENV2","#33a02c"
"DENV2/MALAYSIA/DKD811/2008","DENV2/VIETNAM/AC21/2003",1,"agm_1mo",94,2008,2003,"DENV2","#33a02c"
"DENV2/MALAYSIA/DKD811/2008","DENV2/VIETNAM/AC20/2003",1,"agm_1mo",127,2008,2003,"DENV2","#33a02c"
"DENV2/MALAYSIA/DKD811/2008","DENV2/NICARAGUA/BIDV533/2005",1,"agm_1mo",27,2008,2005,"DENV2","#33a02c"
"DENV2/MALAYSIA/DKD811/2008","DENV2/NICARAGUA/BIDV571/2006",1,"agm_1mo",47,2008,2006,"DENV2","#33a02c"
"DENV2/MALAYSIA/DKD811/2008","DENV2/PERU/IQT2913/1996",1,"agm_1mo",133,2008,1996,"DENV2","#33a02c"
"DENV2/MALAYSIA/DKD811/2008","DENV2/VIETNAM/BIDV735/2006",1,"agm_1mo",56,2008,2006,"DENV2","#33a02c"
"DENV2/MALAYSIA/DKD811/2008","DENV2/MALAYSIA/DKD811/2008",1,"agm_1mo",105,2008,2008,"DENV2","#33a02c"
"DENV2/MALAYSIA/DKD811/2008","DENV4/INDONESIA/AC36/1973",1,"agm_1mo",18,2008,1973,"DENV2","#33a02c"
"DENV2/MALAYSIA/DKD811/2008","DENV2/CAMBODIA/D2T0601085/2009",1,"agm_1mo",17,2008,2009,"DENV2","#33a02c"
"DENV2/PAPUANEWGUINEA/NEWGUINEAC/1944","DENV1/NAURU/WESTERNPACIFICDELTA30/1974",1,"agm_1mo",10,1944,1974,"DENV2","#33a02c"
"DENV2/PAPUANEWGUINEA/NEWGUINEAC/1944","DENV2/TONGA/DELTA30/1974",1,"agm_1mo",58,1944,1974,"DENV2","#33a02c"
"DENV2/PAPUANEWGUINEA/NEWGUINEAC/1944","DENV2/VIETNAM/AC21/2003",1,"agm_1mo",109,1944,2003,"DENV2","#33a02c"
"DENV2/PAPUANEWGUINEA/NEWGUINEAC/1944","DENV2/VIETNAM/AC20/2003",1,"agm_1mo",143,1944,2003,"DENV2","#33a02c"
"DENV2/PAPUANEWGUINEA/NEWGUINEAC/1944","DENV2/NICARAGUA/BIDV533/2005",1,"agm_1mo",78,1944,2005,"DENV2","#33a02c"
"DENV2/PAPUANEWGUINEA/NEWGUINEAC/1944","DENV2/NICARAGUA/BIDV571/2006",1,"agm_1mo",50,1944,2006,"DENV2","#33a02c"
"DENV2/PAPUANEWGUINEA/NEWGUINEAC/1944","DENV2/PERU/IQT2913/1996",1,"agm_1mo",50,1944,1996,"DENV2","#33a02c"
"DENV2/PAPUANEWGUINEA/NEWGUINEAC/1944","DENV2/VIETNAM/BIDV735/2006",1,"agm_1mo",103,1944,2006,"DENV2","#33a02c"
"DENV2/PAPUANEWGUINEA/NEWGUINEAC/1944","DENV2/MALAYSIA/DKD811/2008",1,"agm_1mo",98,1944,2008,"DENV2","#33a02c"
"DENV2/PAPUANEWGUINEA/NEWGUINEAC/1944","DENV3/FIJI/29472/1992",1,"agm_1mo",15,1944,1992,"DENV2","#33a02c"
"DENV2/PAPUANEWGUINEA/NEWGUINEAC/1944","DENV3/VIETNAM/BIDV1329/2006",1,"agm_1mo",14,1944,2006,"DENV2","#33a02c"
"DENV2/PAPUANEWGUINEA/NEWGUINEAC/1944","DENV3/VIETNAM/BIDV1817/2007",1,"agm_1mo",19,1944,2007,"DENV2","#33a02c"
"DENV2/PAPUANEWGUINEA/NEWGUINEAC/1944","DENV4/PUERTO_RICO/BIDV2446/1999",1,"agm_1mo",14,1944,1999,"DENV2","#33a02c"
"DENV2/NICARAGUA/BIDV533/2005","DENV1/NAURU/WESTERNPACIFICDELTA30/1974",1,"agm_1mo",11,2005,1974,"DENV2","#33a02c"
"DENV2/NICARAGUA/BIDV533/2005","DENV2/TONGA/DELTA30/1974",1,"agm_1mo",82,2005,1974,"DENV2","#33a02c"
"DENV2/NICARAGUA/BIDV533/2005","DENV2/VIETNAM/AC21/2003",1,"agm_1mo",198,2005,2003,"DENV2","#33a02c"
"DENV2/NICARAGUA/BIDV533/2005","DENV2/VIETNAM/AC20/2003",1,"agm_1mo",190,2005,2003,"DENV2","#33a02c"
"DENV2/NICARAGUA/BIDV533/2005","DENV2/NICARAGUA/BIDV533/2005",1,"agm_1mo",36,2005,2005,"DENV2","#33a02c"
"DENV2/NICARAGUA/BIDV533/2005","DENV2/NICARAGUA/BIDV571/2006",1,"agm_1mo",49,2005,2006,"DENV2","#33a02c"
"DENV2/NICARAGUA/BIDV533/2005","DENV2/PERU/IQT2913/1996",1,"agm_1mo",75,2005,1996,"DENV2","#33a02c"
"DENV2/NICARAGUA/BIDV533/2005","DENV2/VIETNAM/BIDV735/2006",1,"agm_1mo",109,2005,2006,"DENV2","#33a02c"
"DENV2/NICARAGUA/BIDV533/2005","DENV2/MALAYSIA/DKD811/2008",1,"agm_1mo",79,2005,2008,"DENV2","#33a02c"
"DENV2/NICARAGUA/BIDV533/2005","DENV2/CAMBODIA/D2T0601085/2009",1,"agm_1mo",21,2005,2009,"DENV2","#33a02c"
"DENV2/NICARAGUA/BIDV533/2005","DENV2/SENEGAL/0674/1970",1,"agm_1mo",17,2005,1970,"DENV2","#33a02c"
"DENV2/NICARAGUA/BIDV533/2005","DENV2/VIETNAM/BIDV735/2006",2,"agm_1mo",13,2005,2006,"DENV2","#33a02c"
"DENV2/NICARAGUA/BIDV533/2005","DENV3/MYANMAR/80931/2008",1,"agm_1mo",11,2005,2008,"DENV2","#33a02c"
"DENV2/NICARAGUA/BIDV571/2006","DENV2/TONGA/DELTA30/1974",1,"agm_1mo",20,2006,1974,"DENV2","#33a02c"
"DENV2/NICARAGUA/BIDV571/2006","DENV2/VIETNAM/AC21/2003",1,"agm_1mo",41,2006,2003,"DENV2","#33a02c"
"DENV2/NICARAGUA/BIDV571/2006","DENV2/VIETNAM/AC20/2003",1,"agm_1mo",41,2006,2003,"DENV2","#33a02c"
"DENV2/NICARAGUA/BIDV571/2006","DENV2/NICARAGUA/BIDV533/2005",1,"agm_1mo",12,2006,2005,"DENV2","#33a02c"
"DENV2/NICARAGUA/BIDV571/2006","DENV2/NICARAGUA/BIDV571/2006",1,"agm_1mo",20,2006,2006,"DENV2","#33a02c"
"DENV2/NICARAGUA/BIDV571/2006","DENV2/PERU/IQT2913/1996",1,"agm_1mo",25,2006,1996,"DENV2","#33a02c"
"DENV2/NICARAGUA/BIDV571/2006","DENV2/VIETNAM/BIDV735/2006",1,"agm_1mo",34,2006,2006,"DENV2","#33a02c"
"DENV2/NICARAGUA/BIDV571/2006","DENV2/MALAYSIA/DKD811/2008",1,"agm_1mo",42,2006,2008,"DENV2","#33a02c"
"DENV2/NICARAGUA/BIDV571/2006","DENV3/VIETNAM/BIDV1817/2007",1,"agm_1mo",10,2006,2007,"DENV2","#33a02c"
"DENV2/NICARAGUA/BIDV571/2006","DENV2/VIETNAM/BIDV735/2006",2,"agm_1mo",21,2006,2006,"DENV2","#33a02c"
"DENV2/PERU/IQT2913/1996","DENV1/VIETNAM/BIDV1937/2008",1,"agm_1mo",11,1996,2008,"DENV2","#33a02c"
"DENV2/PERU/IQT2913/1996","DENV2/TONGA/DELTA30/1974",1,"agm_1mo",35,1996,1974,"DENV2","#33a02c"
"DENV2/PERU/IQT2913/1996","DENV2/VIETNAM/AC21/2003",1,"agm_1mo",120,1996,2003,"DENV2","#33a02c"
"DENV2/PERU/IQT2913/1996","DENV2/VIETNAM/AC20/2003",1,"agm_1mo",138,1996,2003,"DENV2","#33a02c"
"DENV2/PERU/IQT2913/1996","DENV2/NICARAGUA/BIDV533/2005",1,"agm_1mo",49,1996,2005,"DENV2","#33a02c"
"DENV2/PERU/IQT2913/1996","DENV2/NICARAGUA/BIDV571/2006",1,"agm_1mo",69,1996,2006,"DENV2","#33a02c"
"DENV2/PERU/IQT2913/1996","DENV2/PERU/IQT2913/1996",1,"agm_1mo",45,1996,1996,"DENV2","#33a02c"
"DENV2/PERU/IQT2913/1996","DENV2/VIETNAM/BIDV735/2006",1,"agm_1mo",68,1996,2006,"DENV2","#33a02c"
"DENV2/PERU/IQT2913/1996","DENV2/MALAYSIA/DKD811/2008",1,"agm_1mo",55,1996,2008,"DENV2","#33a02c"
"DENV2/PERU/IQT2913/1996","DENV3/FIJI/29472/1992",1,"agm_1mo",19,1996,1992,"DENV2","#33a02c"
"DENV2/PERU/IQT2913/1996","DENV3/VIETNAM/BIDV1329/2006",1,"agm_1mo",11,1996,2006,"DENV2","#33a02c"
"DENV2/PERU/IQT2913/1996","DENV3/VIETNAM/BIDV1817/2007",1,"agm_1mo",14,1996,2007,"DENV2","#33a02c"
"DENV2/PERU/IQT2913/1996","DENV1/VENEZUELA/OBT1298/2000",1,"agm_1mo",12,1996,2000,"DENV2","#33a02c"
"DENV2/PERU/IQT2913/1996","DENV2/CAMBODIA/D2T0601085/2009",1,"agm_1mo",40,1996,2009,"DENV2","#33a02c"
"DENV2/PERU/IQT2913/1996","DENV2/SENEGAL/0674/1970",1,"agm_1mo",21,1996,1970,"DENV2","#33a02c"
"DENV2/PERU/IQT2913/1996","DENV2/VIETNAM/BIDV735/2006",2,"agm_1mo",36,1996,2006,"DENV2","#33a02c"
"DENV2/PERU/IQT2913/1996","DENV3/CAMBODIA/AC23/2011",1,"agm_1mo",12,1996,2011,"DENV2","#33a02c"
"DENV2/SENEGAL/0674/1970","DENV1/PERU/IQT6152/2000",1,"agm_1mo",14,1970,2000,"DENV2","#33a02c"
"DENV2/SENEGAL/0674/1970","DENV1/CAMBODIA/BIDV1991/2003",1,"agm_1mo",21,1970,2003,"DENV2","#33a02c"
"DENV2/SENEGAL/0674/1970","DENV1/BOLIVIA/FSB3363/2010",1,"agm_1mo",11,1970,2010,"DENV2","#33a02c"
"DENV2/SENEGAL/0674/1970","DENV1/VENEZUELA/OBT1298/2000",1,"agm_1mo",11,1970,2000,"DENV2","#33a02c"
"DENV2/SENEGAL/0674/1970","DENV1/MYANMAR/61117/2005",1,"agm_1mo",77,1970,2005,"DENV2","#33a02c"
"DENV2/SENEGAL/0674/1970","DENV2/CAMBODIA/D2T0601085/2009",1,"agm_1mo",82,1970,2009,"DENV2","#33a02c"
"DENV2/SENEGAL/0674/1970","DENV2/SENEGAL/0674/1970",1,"agm_1mo",56,1970,1970,"DENV2","#33a02c"
"DENV2/SENEGAL/0674/1970","DENV2/VIETNAM/BIDV735/2006",2,"agm_1mo",94,1970,2006,"DENV2","#33a02c"
"DENV2/SENEGAL/0674/1970","DENV3/NICARAGUA/BIDV4753/2009",1,"agm_1mo",23,1970,2009,"DENV2","#33a02c"
"DENV2/SENEGAL/0674/1970","DENV3/PUERTO_RICO/S228762/1963",1,"agm_1mo",45,1970,1963,"DENV2","#33a02c"
"DENV2/SENEGAL/0674/1970","DENV3/CAMBODIA/AC23/2011",1,"agm_1mo",70,1970,2011,"DENV2","#33a02c"
"DENV2/SENEGAL/0674/1970","DENV3/PUERTO_RICO/429965/2006",1,"agm_1mo",19,1970,2006,"DENV2","#33a02c"
"DENV2/SENEGAL/0674/1970","DENV3/MYANMAR/80931/2008",1,"agm_1mo",12,1970,2008,"DENV2","#33a02c"
"DENV2/SENEGAL/0674/1970","DENV4/CAMBODIA/NA/2010",1,"agm_1mo",10,1970,2010,"DENV2","#33a02c"
"DENV2/SENEGAL/0674/1970","DENV4/CAMBODIA/AC33/2011",1,"agm_1mo",15,1970,2011,"DENV2","#33a02c"
"DENV2/SENEGAL/0674/1970","DENV4/BRAZIL/NA/2012",1,"agm_1mo",10,1970,2012,"DENV2","#33a02c"
"DENV2/TONGA/DELTA30/1974","DENV2/TONGA/DELTA30/1974",1,"agm_1mo",27,1974,1974,"DENV2","#33a02c"
"DENV2/TONGA/DELTA30/1974","DENV2/VIETNAM/AC21/2003",1,"agm_1mo",120,1974,2003,"DENV2","#33a02c"
"DENV2/TONGA/DELTA30/1974","DENV2/VIETNAM/AC20/2003",1,"agm_1mo",89,1974,2003,"DENV2","#33a02c"
"DENV2/TONGA/DELTA30/1974","DENV2/NICARAGUA/BIDV533/2005",1,"agm_1mo",17,1974,2005,"DENV2","#33a02c"
"DENV2/TONGA/DELTA30/1974","DENV2/NICARAGUA/BIDV571/2006",1,"agm_1mo",27,1974,2006,"DENV2","#33a02c"
"DENV2/TONGA/DELTA30/1974","DENV2/PERU/IQT2913/1996",1,"agm_1mo",43,1974,1996,"DENV2","#33a02c"
"DENV2/TONGA/DELTA30/1974","DENV2/VIETNAM/BIDV735/2006",1,"agm_1mo",36,1974,2006,"DENV2","#33a02c"
"DENV2/TONGA/DELTA30/1974","DENV2/MALAYSIA/DKD811/2008",1,"agm_1mo",46,1974,2008,"DENV2","#33a02c"
"DENV2/TONGA/DELTA30/1974","DENV3/FIJI/29472/1992",1,"agm_1mo",10,1974,1992,"DENV2","#33a02c"
"DENV2/TONGA/DELTA30/1974","DENV1/PERU/IQT6152/2000",1,"agm_1mo",12,1974,2000,"DENV2","#33a02c"
"DENV2/TONGA/DELTA30/1974","DENV1/BOLIVIA/FSB3363/2010",1,"agm_1mo",11,1974,2010,"DENV2","#33a02c"
"DENV2/TONGA/DELTA30/1974","DENV1/MYANMAR/61117/2005",1,"agm_1mo",24,1974,2005,"DENV2","#33a02c"
"DENV2/TONGA/DELTA30/1974","DENV2/CAMBODIA/D2T0601085/2009",1,"agm_1mo",35,1974,2009,"DENV2","#33a02c"
"DENV2/TONGA/DELTA30/1974","DENV2/SENEGAL/0674/1970",1,"agm_1mo",22,1974,1970,"DENV2","#33a02c"
"DENV2/TONGA/DELTA30/1974","DENV2/VIETNAM/BIDV735/2006",2,"agm_1mo",25,1974,2006,"DENV2","#33a02c"
"DENV2/TONGA/DELTA30/1974","DENV3/NICARAGUA/BIDV4753/2009",1,"agm_1mo",11,1974,2009,"DENV2","#33a02c"
"DENV2/TONGA/DELTA30/1974","DENV3/PUERTO_RICO/S228762/1963",1,"agm_1mo",11,1974,1963,"DENV2","#33a02c"
"DENV2/TONGA/DELTA30/1974","DENV3/CAMBODIA/AC23/2011",1,"agm_1mo",11,1974,2011,"DENV2","#33a02c"
"DENV2/TONGA/DELTA30/1974","DENV3/PUERTO_RICO/429965/2006",1,"agm_1mo",11,1974,2006,"DENV2","#33a02c"
"DENV2/TONGA/DELTA30/1974","DENV3/MYANMAR/80931/2008",1,"agm_1mo",11,1974,2008,"DENV2","#33a02c"
"DENV2/TONGA/DELTA30/1974","DENV4/CAMBODIA/AC33/2011",1,"agm_1mo",16,1974,2011,"DENV2","#33a02c"
"DENV2/VIETNAM/BIDV735/2006","DENV1/NAURU/WESTERNPACIFICDELTA30/1974",1,"agm_1mo",52,2006,1974,"DENV2","#33a02c"
"DENV2/VIETNAM/BIDV735/2006","DENV1/VIETNAM/BIDV1937/2008",1,"agm_1mo",23,2006,2008,"DENV2","#33a02c"
"DENV2/VIETNAM/BIDV735/2006","DENV2/TONGA/DELTA30/1974",1,"agm_1mo",134,2006,1974,"DENV2","#33a02c"
"DENV2/VIETNAM/BIDV735/2006","DENV2/VIETNAM/AC21/2003",1,"agm_1mo",327,2006,2003,"DENV2","#33a02c"
"DENV2/VIETNAM/BIDV735/2006","DENV2/VIETNAM/AC20/2003",1,"agm_1mo",294,2006,2003,"DENV2","#33a02c"
"DENV2/VIETNAM/BIDV735/2006","DENV2/NICARAGUA/BIDV533/2005",1,"agm_1mo",130,2006,2005,"DENV2","#33a02c"
"DENV2/VIETNAM/BIDV735/2006","DENV2/NICARAGUA/BIDV571/2006",1,"agm_1mo",133,2006,2006,"DENV2","#33a02c"
"DENV2/VIETNAM/BIDV735/2006","DENV2/PERU/IQT2913/1996",1,"agm_1mo",267,2006,1996,"DENV2","#33a02c"
"DENV2/VIETNAM/BIDV735/2006","DENV2/VIETNAM/BIDV735/2006",1,"agm_1mo",299,2006,2006,"DENV2","#33a02c"
"DENV2/VIETNAM/BIDV735/2006","DENV2/MALAYSIA/DKD811/2008",1,"agm_1mo",305,2006,2008,"DENV2","#33a02c"
"DENV2/VIETNAM/BIDV735/2006","DENV3/FIJI/29472/1992",1,"agm_1mo",42,2006,1992,"DENV2","#33a02c"
"DENV2/VIETNAM/BIDV735/2006","DENV3/VIETNAM/BIDV1329/2006",1,"agm_1mo",27,2006,2006,"DENV2","#33a02c"
"DENV2/VIETNAM/BIDV735/2006","DENV3/VIETNAM/BIDV1817/2007",1,"agm_1mo",26,2006,2007,"DENV2","#33a02c"
"DENV2/VIETNAM/BIDV735/2006","DENV4/PUERTO_RICO/BIDV2446/1999",1,"agm_1mo",12,2006,1999,"DENV2","#33a02c"
"DENV2/VIETNAM/BIDV735/2006","DENV4/INDONESIA/AC36/1973",1,"agm_1mo",51,2006,1973,"DENV2","#33a02c"
"DENV2/VIETNAM/AC21/2003","DENV1/NAURU/WESTERNPACIFICDELTA30/1974",1,"agm_1mo",108,2003,1974,"DENV2","#33a02c"
"DENV2/VIETNAM/AC21/2003","DENV1/VIETNAM/BIDV1937/2008",1,"agm_1mo",16,2003,2008,"DENV2","#33a02c"
"DENV2/VIETNAM/AC21/2003","DENV1/PUERTO_RICO/BIDV852/2006",1,"agm_1mo",52,2003,2006,"DENV2","#33a02c"
"DENV2/VIETNAM/AC21/2003","DENV2/TONGA/DELTA30/1974",1,"agm_1mo",171,2003,1974,"DENV2","#33a02c"
"DENV2/VIETNAM/AC21/2003","DENV2/VIETNAM/AC20/2003",1,"agm_1mo",618,2003,2003,"DENV2","#33a02c"
"DENV2/VIETNAM/AC21/2003","DENV2/NICARAGUA/BIDV533/2005",1,"agm_1mo",290,2003,2005,"DENV2","#33a02c"
"DENV2/VIETNAM/AC21/2003","DENV2/NICARAGUA/BIDV571/2006",1,"agm_1mo",223,2003,2006,"DENV2","#33a02c"
"DENV2/VIETNAM/AC21/2003","DENV2/PERU/IQT2913/1996",1,"agm_1mo",157,2003,1996,"DENV2","#33a02c"
"DENV2/VIETNAM/AC21/2003","DENV2/VIETNAM/BIDV735/2006",1,"agm_1mo",569,2003,2006,"DENV2","#33a02c"
"DENV2/VIETNAM/AC21/2003","DENV2/MALAYSIA/DKD811/2008",1,"agm_1mo",121,2003,2008,"DENV2","#33a02c"
"DENV2/VIETNAM/AC21/2003","DENV3/FIJI/29472/1992",1,"agm_1mo",16,2003,1992,"DENV2","#33a02c"
"DENV2/VIETNAM/AC21/2003","DENV3/VIETNAM/BIDV1329/2006",1,"agm_1mo",10,2003,2006,"DENV2","#33a02c"
"DENV2/VIETNAM/AC21/2003","DENV3/VIETNAM/BIDV1817/2007",1,"agm_1mo",10,2003,2007,"DENV2","#33a02c"
"DENV2/VIETNAM/AC21/2003","DENV4/PUERTO_RICO/BIDV2446/1999",1,"agm_1mo",10,2003,1999,"DENV2","#33a02c"
"DENV2/VIETNAM/AC21/2003","DENV1/PERU/IQT6152/2000",1,"agm_1mo",11,2003,2000,"DENV2","#33a02c"
"DENV2/VIETNAM/AC21/2003","DENV1/VENEZUELA/OBT1298/2000",1,"agm_1mo",14,2003,2000,"DENV2","#33a02c"
"DENV2/VIETNAM/AC21/2003","DENV1/MYANMAR/61117/2005",1,"agm_1mo",16,2003,2005,"DENV2","#33a02c"
"DENV2/VIETNAM/AC21/2003","DENV2/VIETNAM/AC21/2003",2,"agm_1mo",20,2003,2003,"DENV2","#33a02c"
"DENV2/VIETNAM/AC21/2003","DENV2/CAMBODIA/D2T0601085/2009",1,"agm_1mo",86,2003,2009,"DENV2","#33a02c"
"DENV2/VIETNAM/AC21/2003","DENV2/SENEGAL/0674/1970",1,"agm_1mo",25,2003,1970,"DENV2","#33a02c"
"DENV2/VIETNAM/AC21/2003","DENV2/VIETNAM/BIDV735/2006",2,"agm_1mo",523,2003,2006,"DENV2","#33a02c"
"DENV2/VIETNAM/AC21/2003","DENV3/NICARAGUA/BIDV4753/2009",1,"agm_1mo",24,2003,2009,"DENV2","#33a02c"
"DENV2/VIETNAM/AC21/2003","DENV3/CAMBODIA/AC23/2011",1,"agm_1mo",13,2003,2011,"DENV2","#33a02c"
"DENV2/VIETNAM/AC21/2003","DENV3/PUERTO_RICO/429965/2006",1,"agm_1mo",14,2003,2006,"DENV2","#33a02c"
"DENV2/VIETNAM/AC21/2003","DENV3/MYANMAR/80931/2008",1,"agm_1mo",16,2003,2008,"DENV2","#33a02c"
"DENV2/VIETNAM/AC21/2003","DENV4/MALAYSIA/P731120/1973",1,"agm_1mo",17,2003,1973,"DENV2","#33a02c"
"DENV2/VIETNAM/AC21/2003","DENV4/MYANMAR/81087/2008",1,"agm_1mo",10,2003,2008,"DENV2","#33a02c"
"DENV2/VIETNAM/AC20/2003","DENV1/VIETNAM/BIDV1937/2008",1,"agm_1mo",14,2003,2008,"DENV2","#33a02c"
"DENV2/VIETNAM/AC20/2003","DENV2/TONGA/DELTA30/1974",1,"agm_1mo",48,2003,1974,"DENV2","#33a02c"
"DENV2/VIETNAM/AC20/2003","DENV2/VIETNAM/AC21/2003",1,"agm_1mo",76,2003,2003,"DENV2","#33a02c"
"DENV2/VIETNAM/AC20/2003","DENV2/VIETNAM/AC20/2003",1,"agm_1mo",120,2003,2003,"DENV2","#33a02c"
"DENV2/VIETNAM/AC20/2003","DENV2/NICARAGUA/BIDV533/2005",1,"agm_1mo",26,2003,2005,"DENV2","#33a02c"
"DENV2/VIETNAM/AC20/2003","DENV2/NICARAGUA/BIDV571/2006",1,"agm_1mo",41,2003,2006,"DENV2","#33a02c"
"DENV2/VIETNAM/AC20/2003","DENV2/PERU/IQT2913/1996",1,"agm_1mo",31,2003,1996,"DENV2","#33a02c"
"DENV2/VIETNAM/AC20/2003","DENV2/VIETNAM/BIDV735/2006",1,"agm_1mo",91,2003,2006,"DENV2","#33a02c"
"DENV2/VIETNAM/AC20/2003","DENV2/MALAYSIA/DKD811/2008",1,"agm_1mo",31,2003,2008,"DENV2","#33a02c"
"DENV2/VIETNAM/AC20/2003","DENV3/FIJI/29472/1992",1,"agm_1mo",12,2003,1992,"DENV2","#33a02c"
"DENV2/VIETNAM/AC20/2003","DENV3/VIETNAM/BIDV1329/2006",1,"agm_1mo",12,2003,2006,"DENV2","#33a02c"
"DENV2/VIETNAM/AC20/2003","DENV3/VIETNAM/BIDV1817/2007",1,"agm_1mo",12,2003,2007,"DENV2","#33a02c"
"DENV2/VIETNAM/AC20/2003","DENV2/CAMBODIA/D2T0601085/2009",1,"agm_1mo",11,2003,2009,"DENV2","#33a02c"
"DENV2/VIETNAM/AC20/2003","DENV2/VIETNAM/BIDV735/2006",2,"agm_1mo",24,2003,2006,"DENV2","#33a02c"
"DENV3/MYANMAR/80931/2008","DENV1/VIETNAM/BIDV1937/2008",1,"agm_1mo",10,2008,2008,"DENV3","#e31a1c"
"DENV3/MYANMAR/80931/2008","DENV2/VIETNAM/AC20/2003",1,"agm_1mo",11,2008,2003,"DENV3","#e31a1c"
"DENV3/MYANMAR/80931/2008","DENV3/FIJI/29472/1992",1,"agm_1mo",175,2008,1992,"DENV3","#e31a1c"
"DENV3/MYANMAR/80931/2008","DENV3/VIETNAM/BIDV1329/2006",1,"agm_1mo",49,2008,2006,"DENV3","#e31a1c"
"DENV3/MYANMAR/80931/2008","DENV3/VIETNAM/BIDV1817/2007",1,"agm_1mo",91,2008,2007,"DENV3","#e31a1c"
"DENV3/MYANMAR/80931/2008","DENV4/INDONESIA/AC36/1973",1,"agm_1mo",10,2008,1973,"DENV3","#e31a1c"
"DENV3/CAMBODIA/AC23/2011","DENV1/NAURU/WESTERNPACIFICDELTA30/1974",1,"agm_1mo",16,2011,1974,"DENV3","#e31a1c"
"DENV3/CAMBODIA/AC23/2011","DENV1/VIETNAM/BIDV1937/2008",1,"agm_1mo",15,2011,2008,"DENV3","#e31a1c"
"DENV3/CAMBODIA/AC23/2011","DENV3/FIJI/29472/1992",1,"agm_1mo",52,2011,1992,"DENV3","#e31a1c"
"DENV3/CAMBODIA/AC23/2011","DENV3/VIETNAM/BIDV1329/2006",1,"agm_1mo",35,2011,2006,"DENV3","#e31a1c"
"DENV3/CAMBODIA/AC23/2011","DENV3/VIETNAM/BIDV1817/2007",1,"agm_1mo",56,2011,2007,"DENV3","#e31a1c"
"DENV3/CAMBODIA/AC23/2011","DENV4/PUERTO_RICO/BIDV2446/1999",1,"agm_1mo",11,2011,1999,"DENV3","#e31a1c"
"DENV3/CAMBODIA/AC23/2011","DENV3/NICARAGUA/BIDV4753/2009",1,"agm_1mo",29,2011,2009,"DENV3","#e31a1c"
"DENV3/CAMBODIA/AC23/2011","DENV3/CAMBODIA/AC23/2011",1,"agm_1mo",56,2011,2011,"DENV3","#e31a1c"
"DENV3/CAMBODIA/AC23/2011","DENV3/PUERTO_RICO/429965/2006",1,"agm_1mo",19,2011,2006,"DENV3","#e31a1c"
"DENV3/FIJI/29472/1992","DENV3/FIJI/29472/1992",1,"agm_1mo",95,1992,1992,"DENV3","#e31a1c"
"DENV3/FIJI/29472/1992","DENV3/VIETNAM/BIDV1329/2006",1,"agm_1mo",47,1992,2006,"DENV3","#e31a1c"
"DENV3/FIJI/29472/1992","DENV3/VIETNAM/BIDV1817/2007",1,"agm_1mo",49,1992,2007,"DENV3","#e31a1c"
"DENV3/FIJI/29472/1992","DENV1/MYANMAR/61117/2005",1,"agm_1mo",12,1992,2005,"DENV3","#e31a1c"
"DENV3/FIJI/29472/1992","DENV3/CAMBODIA/AC23/2011",1,"agm_1mo",43,1992,2011,"DENV3","#e31a1c"
"DENV3/FIJI/29472/1992","DENV3/PUERTO_RICO/429965/2006",1,"agm_1mo",24,1992,2006,"DENV3","#e31a1c"
"DENV3/FIJI/29472/1992","DENV3/MYANMAR/80931/2008",1,"agm_1mo",19,1992,2008,"DENV3","#e31a1c"
"DENV3/NICARAGUA/BIDV4753/2009","DENV3/FIJI/29472/1992",1,"agm_1mo",179,2009,1992,"DENV3","#e31a1c"
"DENV3/NICARAGUA/BIDV4753/2009","DENV3/VIETNAM/BIDV1329/2006",1,"agm_1mo",62,2009,2006,"DENV3","#e31a1c"
"DENV3/NICARAGUA/BIDV4753/2009","DENV3/VIETNAM/BIDV1817/2007",1,"agm_1mo",93,2009,2007,"DENV3","#e31a1c"
"DENV3/NICARAGUA/BIDV4753/2009","DENV3/NICARAGUA/BIDV4753/2009",1,"agm_1mo",17,2009,2009,"DENV3","#e31a1c"
"DENV3/NICARAGUA/BIDV4753/2009","DENV3/CAMBODIA/AC23/2011",1,"agm_1mo",27,2009,2011,"DENV3","#e31a1c"
"DENV3/NICARAGUA/BIDV4753/2009","DENV4/NICARAGUA/703/1999",1,"agm_1mo",10,2009,1999,"DENV3","#e31a1c"
