"Dimension","Mapped","Total","Validation_Coverage","Algorithm","Scenario","Fold"
4,80,80,1,"Topolow","dim10_L_noise_bias",6
4,80,80,1,"Topolow","dim10_L_noise_bias",7
4,80,80,1,"Topolow","dim10_L_noise_bias",8
4,80,80,1,"Topolow","dim10_L_noise_bias",9
4,80,80,1,"Topolow","dim10_L_noise_bias",10
4,80,80,1,"Topolow","dim10_L_noise_bias",11
4,80,80,1,"Topolow","dim10_L_noise_bias",12
4,80,80,1,"Topolow","dim10_L_noise_bias",13
4,80,80,1,"Topolow","dim10_L_noise_bias",14
4,80,80,1,"Topolow","dim10_L_noise_bias",15
4,80,80,1,"Topolow","dim10_L_noise_bias",16
4,80,80,1,"Topolow","dim10_L_noise_bias",17
4,80,80,1,"Topolow","dim10_L_noise_bias",18
4,80,80,1,"Topolow","dim10_L_noise_bias",19
4,80,80,1,"Topolow","dim10_L_noise_bias",20
