"log_N","log_k0","log_cooling_rate","log_c_repulsion","Holdout_MAE","NLL"
1.94591014905531,2.82439609667026,NA,NA,0.612190644050205,1745.93655721802
2.07944154167984,1.75490137288673,-2.77994885012574,NA,0.586271901133834,1683.1229402017
2.484906649788,NA,-3.18399665318517,NA,NA,NA
NA,NA,-3.3835379319655,NA,NA,NA
NA,2.82542237293502,-2.87283070692125,NA,NA,NA
1.38629436111989,2.35116864774559,-3.34484794479473,NA,0.625270688643101,1776.63316422215
1.6094379124341,1.88432657799999,-2.46105658354296,NA,0.608309841252066,1736.70273106019
2.30258509299405,2.17494020470563,-3.69757955045442,NA,0.564018430299856,1626.9352617097
2.19722457733622,2.41896153097805,-2.39709611855484,NA,0.577925618255043,1662.30343119984
NA,NA,-2.58351286904805,NA,NA,NA
1.79175946922805,2.60637000055246,-2.60560559066803,NA,0.58823533293413,1687.97758144537
1.94591014905531,2.5122111683997,-2.54375992742814,NA,0.587099162860249,1685.17034747573
2.19722457733622,2.58363583549542,-3.97713703420196,NA,0.553811489065039,1600.41800657754
1.79175946922805,2.00116889411902,-2.74018023678494,NA,0.584817448749482,1679.51627099559
2.484906649788,1.4890470537488,-2.47917457145208,NA,NA,NA
2.07944154167984,NA,-2.49869679652195,NA,NA,NA
NA,2.25021041043891,-2.30922792940239,NA,NA,NA
2.19722457733622,1.59730960516796,-3.0654896939779,-3.5237164566534,0.596470176271128,1708.16350108338
2.484906649788,2.47415873245741,-2.81101987132001,-3.48720358751358,0.56182635159964,1621.28101461271
NA,1.2767433166958,-4.84066256706068,-3.40785348865038,NA,1814.38894270719
2.19722457733622,2.77413241366606,-3.04310027841322,-3.37770891048873,0.573312091663227,1650.66573654427
NA,2.66613417010077,-2.50554811008035,-3.3398313409206,NA,NA
1.79175946922805,2.66059182681621,-4.75210575714219,-3.26176631268271,0.588328555975095,1688.20767495247
1.6094379124341,2.2157989683401,-3.25418339661773,-3.2306401847548,0.598510857789101,1713.12269685306
NA,2.29272934049408,-5.50203658937771,-3.21725630315506,NA,NA
1.79175946922805,1.90975542409595,-3.99757020064889,-3.17580272516609,0.611216812100026,1743.62497364348
1.38629436111989,NA,-3.12379100540982,-3.13326995273722,NA,NA
2.07944154167984,1.81842515073333,-2.5527831558798,-3.09876095663454,0.618905381547711,1761.77593177215
2.39789527279837,2.70231225909199,-4.53090329863568,-3.03151407435119,0.572494229456877,1648.59289735075
1.38629436111989,2.87862382371724,-2.84691090989863,-3.02113387289766,0.631185999761677,1790.30509622235
2.07944154167984,2.76232125753972,-3.49411772773751,-2.99366391335502,0.580185305064343,1667.96967498504
1.94591014905531,2.44798557269391,-2.9320407411166,-2.96074740845786,0.58393062437598,1677.31276920241
2.30258509299405,2.10195139163769,-3.15320263157322,-2.9283613012401,0.585674915957391,1681.64365370417
1.79175946922805,2.75330535696382,-2.36178998340673,-2.89640819764392,0.605106956484353,1729.03743502659
1.38629436111989,1.45708433262544,-2.65240713819436,-2.85197430032997,NA,NA
NA,2.51236166218829,-3.67025700457876,-2.82951901097275,NA,NA
2.39789527279837,NA,-2.32904061704477,-2.80916353066157,NA,NA
2.19722457733622,2.40355824417905,-3.58993295463894,-2.76305522068378,0.576759497853458,1659.3706707873
2.484906649788,2.85499116924029,-2.41446749342585,-2.7445642665124,0.578027687519923,1662.55985085321
