"type","name","",""
"antigen","330_16_H2","-2.41256048968569","2.28831359695818"
"antigen","3301_V1_C24","-0.80070779073869","0.979298246090282"
"antigen","346_F4_D2_12","-0.207322580794959","-2.254954479383"
"antigen","3637_V5_C3","7.93590141770918","-0.173029127942131"
"antigen","3873_V1_C24","-1.57934659353329","0.942974525299138"
"antigen","3988_25","1.0776123441277","0.263929118069073"
"antigen","45_01DG5","1.21292052295892","-0.487983145300818"
"antigen","451_AT_SGA5","2.07281367829228","-2.45204612879943"
"antigen","451_TF_SGA2","0.351375543882795","0.390778662021152"
"antigen","541_F1_A7_2","2.31358977822841","1.38866888947794"
"antigen","556_F2_3_25","-2.32305547610975","-0.605330626099672"
"antigen","569_F1_37_10","-2.11295229001593","-2.42591260064291"
"antigen","5768_4","1.2829520150794","-0.785798811786806"
