"","V1","V2"
"V/AC10_29",2.03266432754359,2.4283418905169
"V/ADA",1.05978868067268,1.1804723856788
"V/AIIMS731_73105B",1.14946291345598,3.22317921767798
"V/AIIMS731_73105C",1.21052229048312,3.10223506614861
"V/AIIMS731_73105D",1.2609848099891,3.23135779728325
"V/AIIMS731_73105E",1.001150182726,3.00454476102123
"V/AIIMS731_73105H",3.79415424180869,3.29341001067037
"V/AIIMS731_73106F",3.33926687409054,4.09104192251156
"V/AMC009_1B5",2.65776782238144,3.87926102336978
"V/APV_13",3.88335978599751,1.33262336739244
"V/APV_17",3.54815365061301,2.89281750767334
"V/B004_ENV02",3.49157488642307,5.88488914443435
"V/B005_ENV03",3.961963217314,0.849969097893798
"V/B005018_8_F6_3",1.76156292495792,3.60318455824045
"V/B006_ENV02",4.69706147501651,2.05971695143425
"V/B006_ENV10",4.28493326130697,2.0554698675934
"V/B012_ENV02",4.01311124676967,1.25666596258859
"V/B013_ENV02",3.26979443479912,3.85753001538806
"V/B016_ENV01",2.95481356917592,2.98271108568241
"V/B016_ENV02",4.58255985743736,2.26021014526087
"V/B023_ENV09",2.3807124491841,1.21843719213932
"V/B024_ENV01",2.67525812802062,3.29509818988762
"V/B025_ENV04",5.07649720881972,2.04527596371397
"V/B41_9032_08_A1",1.98984114986935,1.91696139390263
"V/BF1266_431A",2.9623301475865,3.07274978291296
"V/BF329",2.30697512358156,4.24807459139953
"V/BF591",1.76269924942566,3.14228240626972
"V/BF703",0.860066855501103,3.19874603867707
"V/CA146_H3_3",3.78028552433152,2.66055594728181
"V/CA240_A5_5",4.42177093188573,2.25923598559916
"V/CA392_H2_6",2.26977906554047,2.76540094746164
"V/CAAN5342",4.03373138173666,2.7301061627848
"V/CAP136_1_16_E6_1",4.03603690900499,2.76001743860435
"V/CAP177_1A3",1.56820251485328,3.41562572855575
"V/CAP210_E8",0.118355456743266,4.6400685270109
"V/CAP244_D3",1.64843931940645,5.28429123807131
"V/CAP256_SU",2.40237031300277,2.9456192201059
"V/CAP266_2_00_E9_H6",-0.161974586838894,3.64260846774027
"V/CAP290_2_00_23_6",0.455028289871216,3.87604324474617
"V/CAP307_2_00_24_1",2.83027217451812,3.21440570661777
"V/CAP363_2_00_10_3",3.17548134846907,2.96929753231611
"V/CAP45_G3",0.479359762207671,3.23709523914009
"V/CAP69_1_12_TA7_1",2.98086632455899,2.19424265477098
"V/CE0393_C3",0.630098220156207,4.14067646126051
"V/CE1086_B2",2.72286083200432,3.78027785172514
"V/CE1172_H1",2.48640517253628,0.790874315393725
"V/CE1176_A3",2.70649430146516,3.16784189244201
"V/CE2010_F5",3.29964380152909,4.47420629265656
"V/CE2052_G10",1.45198980907971,3.52716088088885
"V/CE2060_G9",0.86192954564438,3.38793965932997
"V/CH505_TF",1.18041110576771,3.64350856428027
"V/CH505_TF_DELGLY3_197",1.15858357336245,3.11612098018357
"V/CH505_TF_DELGLY3_276",1.29323172689071,2.95423477796868
"V/CH505_TF_DELGLY3_461",0.85603371773532,2.98652322609667
"V/CH505_TF_DELGLY4",1.14340119108808,3.28645731866122
"V/CH505_TF_G458Y",-0.54796337208843,2.57999998110513
"V/CH505_TF_N279K",-0.607686725975758,2.29026465792093
"V/CH505_TF_N279K_G458Y",-0.552621990006703,2.57731213799334
"V/CH505_TF_N279K_N280D_G458Y",-0.324922525479984,2.61364459357595
"V/CH505_W4_3",0.826188397986939,2.83075420450305
"V/CNE10",3.14178079480091,1.86775062245492
"V/CNE12",3.65079082719029,2.34192169038679
"V/CNE14",3.92347744357343,2.34862584762916
"V/CNE17",1.68726638094336,3.7310341939324
"V/CNE4",3.55601296043232,2.49695527517261
"V/CNE57",4.0631665469697,2.23455842124202
"V/CNE58",1.83448599721092,3.3077045944323
"V/CT072_56_7",2.0407152263523,2.92526675546241
"V/CT140_140_B6",3.86609992478943,3.00556981878904
"V/CT565_C7_48",0.236014604388125,3.71068310537499
"V/CT966_E1_7",2.13441323252724,3.73101021725795
"V/DH12",1.86365661380827,2.43570066452319
"V/DU123_06",1.28359821548173,1.99491329695402
"V/DU151_02",1.67473931794947,2.98499105318376
"V/DU156_12",2.06359912701405,2.61615817255404
"V/DU172_17",4.22488222846863,0.618970948790293
"V/DU422_1",4.14810391580571,0.671146111523477
"V/HT593_1",0.587646021170451,1.6180356924181
"V/JRCSF",1.81733377731538,1.08188313166068
"V/JRCSF_N156Q",0.0878601390630453,0.149274170269278
"V/JRCSF_N186Q",1.73797405441052,0.304541440564251
"V/JRCSF_N197Q",0.181721007857037,-0.0397000991507284
"V/JRCSF_N276Q",1.77181654293088,0.404214589671715
"V/JRCSF_N295Q",1.5137280025121,1.88265766094672
"V/JRCSF_N301Q",-0.238021266408802,-0.0713527850106921
"V/JRCSF_N332Q",0.570192145638694,1.36049357914806
"V/JRCSF_N386Q",1.23260288154495,0.930950439803357
"V/JRCSF_N392Q",1.385462192632,1.65172805428897
"V/JRCSF_N397Q",1.54023358421058,0.179075241674958
"V/JRCSF_N411Q",1.91636336002218,0.325598347226108
"V/JRCSF_N448Q",1.99076632555411,0.369107698035328
"V/JRCSF_N461Q",2.11936927918143,0.607111280133883
"V/JRFL",1.17569737407153,0.372713865049632
"V/JRFL_D197N",1.07526263499826,-0.0752618077930892
"V/JRFL_E168K",1.44195018858042,0.173566850794274
"V/KO243_H6_3",2.169452019949,3.52819506792282
"V/KO426_N276D",3.25926121491262,3.69311803656458
"V/KO426_S278R_N460D_N463D_G471S",2.61032840522695,3.61899546265033
"V/KO426_T78_10",2.98914037002524,4.78258606499292
"V/KO459_T68_4",3.47446188843913,3.09531117928907
"V/KO870_C2_10",1.60039433047033,4.07628545516877
"V/MW965_26",2.35962207921214,2.45077725418409
"V/QB099_391M_B1",2.39460177177052,2.1637237635184
"V/QB099_391M_C8",2.33811929023275,2.28631108204511
"V/QC406_70M_F3",2.80105634546135,2.04139825799367
"V/REJO4541_67",1.21391308610014,2.33660598148974
"V/RHPA4259_7",3.04246918797462,2.32955763072864
"V/SC05_8C11_2344",2.6326419738395,1.57867872692107
"V/SC422_8",1.43060944941301,1.91549368346989
"V/SC45_4B5_2631",0.166387985611883,1.30016698434472
"V/SO032_A2_8_1",3.93396834530389,2.13249008479574
"V/SO431_C1_1",3.14409867942864,2.84040846444262
"V/SO607_B6_9",3.39821612159273,4.8434311893028
"V/SS1196_1",2.20015230307978,1.82558156625113
"V/THRO4156",0.993019892465188,3.88191866185523
"V/TRJO4551_58",3.69492838078584,3.21585503706457
"V/TRO_11",3.14402376059557,1.59422159786527
"V/TV1_29",3.32557276412151,1.54777046617845
"V/TZA125_17",1.17271951942399,3.86535027632306
"V/TZBD_02",1.21271347909656,3.45381462191993
"V/V704_0026_231_RE_PBSGA001_S",3.19138864173106,2.92142633195543
"V/V704_0372_250_RE_PBLIB001_S",3.24306300450123,4.12464788242738
"V/V704_0445_180_RE_CON_S",3.45841815077211,1.589582997269
"V/V704_0856_240_RE_PB001_S",3.46895093098301,2.95703089793032
"V/V704_0886_250_RE_P001S",4.17950887191965,2.9141638165107
"V/V704_0944_180_RE_CS",2.8521625640323,5.26720891123674
"V/V704_1528_240_RE_PBLIB_001_S",4.13636459471382,2.75930563931203
"V/V704_1783_150_RE_CS",4.16251193623622,2.99424313947029
"V/V704_2095_130_RE_CS",3.48773471651309,3.12468506217516
"V/V704_2555_240_RE_CON_S_VPUG",4.36347222836379,2.15739224907278
"V/V704_2834_210_RE_PB001_S",4.0244534438871,4.13321592198746
"V/V704_2834_210_RE_PB002_S",4.24233704188872,4.136751187213
"V/V704_2839_140_RE_CS",3.73798919645235,4.93144801752584
"V/VA40774",4.57235352402892,4.79787115836677
"V/WITO4160_33",2.35595056446047,2.25650823834937
"V/X2278_C2_B6",1.84791517615102,1.94919047172407
"V/YU2",1.94890733629309,2.13029079879829
"V/ZA012_29",3.14387344569909,2.90581263996803
"V/ZM106_9",0.769828705326348,3.35534672261286
"V/ZM109_4",1.98297199262198,4.00685222997679
"V/ZM135_10A",4.17974553692724,4.3011369366146
"V/ZM197_7",2.12126272819766,2.96420494271472
"V/ZM214_15",4.32600193196576,1.48221591788956
"V/ZM215_8",2.19023456469147,3.27639853349317
"V/ZM233_6",1.92361688385729,4.31236184578317
"V/ZM246F",4.47324629038242,1.43560526821875
"V/ZM247_V1",2.90315703385064,2.63237866398433
"V/ZM249_1",0.588787275603135,3.5943718677928
"V/ZM53_12",1.2983917999734,3.6219124561969
"V/ZM55_28A",2.09821996960693,3.80429382264645
