"","V1","V2","V3","V4","V5"
"V/A/Netherlands/101/1993",4.67330200745176,5.13226647071871,8.68096709751377,4.02570784477691,5.45527435369873
"V/A/Netherlands/115/1993",4.93736091922411,5.15532007160731,8.45293142139388,4.46701543728984,6.40363511270112
"V/A/Netherlands/126/1993",4.35974862645935,5.22868703019978,8.61389234135875,3.35161067955517,5.80846474722971
"V/A/Netherlands/241/1993",7.43515495123031,5.70968952427882,7.96558170150502,5.33407449885457,7.12616820581258
"V/A/Netherlands/3/1993",6.86703484293371,5.09005211776955,6.06821971015915,4.53435280400184,6.2977586287704
"V/A/Netherlands/371/1993",8.58390414824935,5.50826425670684,7.60290442025884,3.20791592105677,6.16762756434744
"V/A/Oslo/2352/1993",5.01665875273427,5.93287923962081,8.42338123504851,4.19036698058828,7.89515089465937
"V/A/Shandong/9/1993",4.99357987765122,6.93982821045189,8.03403184893844,4.05665847804224,8.0164561614251
"V/A/Shiga/6/1993",6.21579931452139,6.01836700723224,7.70143038274857,5.11205963654552,9.80052522357647
"V/A/Stockholm/20/1993",7.78728613350133,5.66007414473128,6.5397296105164,5.068479654088,7.05543136359489
"V/A/Yamagata/56/1993",5.66796039135981,6.46981164673087,7.6424227127831,5.23787127713483,9.88888078826105
"V/A/Yamagata/61/1993",4.25669170885356,5.6048875837159,9.21890011135293,4.92044130843435,9.61954949857235
"V/A/Yamagata/62/1993",5.30015501323538,6.4863019687355,8.12216917355897,5.93777174278748,9.80285661978198
"S/A/Johannesburg/33/1994",9.44550157278551,5.27925333248331,7.61420840956041,4.2591932695854,8.19289858001352
"S/A/Netherlands/18/1994",10.0220715178177,7.46309341551192,6.06694989545491,6.89052146513386,6.1290425271643
"S/PR/413/1994",8.02209032323458,5.67487746195207,7.39761879633608,5.43584644232772,6.2407499814985
"V/A/England/7/1994",9.58217078284941,6.86016048936906,6.62009424452379,6.75490577631236,6.04492790423171
"V/A/HongKong/1/1994",8.02288983427367,6.07332243589348,6.34687451021673,4.40163191313398,6.81816594201217
"V/A/HongKong/2/1994",7.46071735225406,5.75854054773315,6.67790603401281,4.12595633335007,5.96717188626946
"V/A/HongKong/55/1994",8.25058015634211,6.21078280940642,6.93862809105517,5.46497142681703,6.91436207379363
"V/A/HongKong/56/1994",8.21539674390245,5.87016510990388,6.60471781710141,4.94770021241684,7.27290306212719
"V/A/Johannesburg/33/1994",8.62333729301958,5.50522196339738,9.86001337701631,4.70477756585243,6.18559593617877
"V/A/Johannesburg/47/1994",7.32477493534879,3.66209749171588,7.93412000873343,4.7632874321116,6.31001351673486
"V/A/Netherlands/18/1994",8.20682212281603,6.6066074998934,5.15758688226023,4.49598893771818,7.94480121187133
"V/A/SouthAustralia/15/1994",7.98631400231522,5.99089400964248,6.65151907085841,4.89657015012332,7.53233727842674
"V/A/SouthAustralia/25/1994",8.26542929232714,5.84140041494291,6.6000410975596,4.67021534313177,7.52140704919078
"S/A/Finland/338/1995",8.41710757609131,6.8805679786351,7.27390572551567,4.52375554152885,8.82236438612069
"S/A/Geneva/AI9509/1995",7.897763485305,6.10280873300274,7.6330605989106,5.98617965069681,6.57843907024663
"S/A/Lyon/2279/1995",9.90659547602088,7.01895882939013,6.46631475325994,6.43817546279547,7.02309532276646
"S/A/Nanchang/933/1995",7.45202593340975,8.51645058558585,7.04841380577621,8.3241802522737,7.91747203186562
"S/A/Netherlands/1/1995",7.67836891676782,5.42131893010686,9.05355360536597,4.82245809120665,7.60891548058808
"S/A/Netherlands/218/1995",8.47981538909831,6.0043040382083,8.21415281541726,5.73654302664869,6.63635867279133
"S/A/Netherlands/47/1995",8.49507292220653,7.12395326081362,6.80727103256529,5.89260527601975,6.58328956163801
"S/A/Wuhan/359/1995",6.95242688189317,8.28810979188727,6.07500233793634,7.99030911492314,7.96893916584084
"V/A/Finland/338/1995",8.80428658688015,6.80784153090633,6.0810163798895,6.71522107088135,5.97800368249715
"V/A/Finland/339/1995",10.1216349393579,6.94505263626615,7.74620951530241,6.95702686103703,5.84707984082321
"V/A/Finland/381/1995",9.73865863316485,7.50243784024833,7.66679716779987,6.17916033607824,5.77357482836338
"V/A/Geneva/AI9509/1995",6.90421816129697,5.11825912961627,8.76646097779106,7.08691073259319,5.7790054823011
"V/A/HongKong/3/1995",6.97139248562751,5.95956149158999,7.47011594274305,5.29965791997671,7.41841605058023
"V/A/HongKong/32/1995",7.77914312644455,5.51251091397395,7.69858414529374,5.09236080335789,7.04769473813518
"V/A/HongKong/38/1995",7.6094437770661,5.87470176102876,7.03688184625667,5.85952257938121,6.90058848154899
"V/A/HongKong/49/1995",9.20209564470558,7.235735229106,6.91526302788491,6.37592454592632,6.30152521996369
"V/A/HongKong/55/1995",6.89977627682067,7.15417789431727,6.1340872926097,6.83844028483047,7.47906488339678
"V/A/Lyon/2279/1995",7.88837242722899,6.2539108644822,6.94962721168569,7.6270736006259,6.85043313138605
"V/A/Nanchang/933/1995",6.84447568235533,7.81216113953817,5.60332220180412,7.13323286110089,7.28683638026232
"V/A/Netherlands/1/1995",8.16845039104816,5.51953200062798,8.29674434027144,5.19203496073397,7.08217140074042
"V/A/Netherlands/271/1995",10.0273769953819,7.92474098618133,6.73368914188851,7.06454438894293,6.14953025897008
"V/A/Victoria/75/1995",7.90411516554295,4.96368357920698,6.60969248081244,6.33819019649223,7.29623118697151
"V/A/Wuhan/359/1995",6.35241832717014,8.08173432846332,5.79349585536859,7.76040192595562,7.88475467414756
"S/A/Brisbane/8/1996",7.39904000096781,8.36974496441563,6.16013995231971,7.41176246176008,7.08574501269423
"S/A/Netherlands/172/1996",8.12298032990722,8.12367388442157,6.56836324145922,7.53354294225502,7.14237366066933
"S/A/Singapore/1/1996",7.03293472934186,8.54097336165687,4.71358162216593,8.12687580353551,7.12547616340435
"V/A/Brisbane/8/1996",6.27857593091698,7.54279065713293,7.55118595790537,8.85138773399145,7.23669743992076
"V/A/Geneva/3958/1996",7.4011213690199,8.05775661652732,6.44353211878291,7.62535214773317,7.4379371361517
"V/A/HongKong/20/1996",7.3768724770393,7.75035441528129,6.78934089747493,8.09220014110158,7.11718495527754
"V/A/HongKong/357/1996",7.60353086078699,7.79136749931288,6.4188758333732,7.13511577208911,6.66077960693429
"V/A/HongKong/358/1996",6.58821962684359,8.14305134825192,6.91997687842391,8.27604325414438,5.9887903629178
"V/A/HongKong/42/1996",7.37985992955112,6.16491382031301,9.08622330638078,5.83544192574944,6.08600547047759
"V/A/HongKong/434/1996",9.24709511966604,3.52680076976545,7.98284069532601,5.50225684136128,6.73265886133002
