"type","name","","","",""
"antigen","A/Netherlands/450/1988","0.0238740522399029","3.03069706139855","2.50123237232844","-1.32005962020338"
"antigen","A/Oklahoma/5/1988","-1.10369694339804","0.349621988348159","4.63821532287563","-0.215098555294723"
"antigen","A/Stockholm/12/1988","0.0601634319669826","2.76870166402583","2.70423803370693","-1.46601604945785"
"antigen","A/Victoria/1/1988","-0.905781091805213","0.148248247491678","4.2541412872908","-0.780782474323416"
"antigen","A/Atlanta/211/1989","-0.452045163989312","2.04934730888409","2.73705058558477","-0.246798119923912"
"antigen","A/Beijing/352/1989","0.615997913095529","3.59297538602859","1.9565409434544","1.98457498482917"
"antigen","A/Beijing/353/1989","-2.32171255714621","3.3581772398933","4.00718567562234","2.011956461971"
"antigen","A/Eindhoven/3447/1989","0.287680540142847","2.77689153490597","2.44441354079863","-1.77796002922842"
"antigen","A/England/138/1989","0.199687305471778","2.59854221407094","2.63295311036611","-1.44180130576189"
"antigen","A/Geneva/5007/1989","0.118473048276705","2.5646236188381","2.30141674654784","-1.78663896409081"
"antigen","A/Guizhou/54/1989","2.88393971555446","2.33769995528955","2.67495452627548","-1.80399708278009"
"antigen","A/HongKong/1/1989","-0.0819872988686522","2.66347449933194","2.32811832763965","-1.54935987275225"
"antigen","A/Netherlands/620/1989","0.422950036853896","3.33845695436899","2.61705146507329","-0.848081691660478"
"antigen","A/Netherlands/650/1989","1.13722722829719","3.60981594791733","1.86733296340583","-2.57877980102977"
"antigen","A/Netherlands/738/1989","1.59120098380239","3.23097677874178","1.50491736968328","-3.49809815309114"
"antigen","A/Singapore/34/1989","0.708934681678195","2.89972436539021","0.829723897707177","-1.99318329937213"
"antigen","A/Singapore/35/1989","-0.131764893648169","3.1166475393174","1.63435372372638","-1.34075282064181"
"antigen","A/Singapore/36/1989","1.82904278747645","1.98994726948441","1.33398885833041","-0.999722744115137"
"antigen","A/Singapore/40/1989","0.476787200980021","2.48256429122172","2.6597112868254","0.0792904454259005"
"antigen","A/Singapore/53/1989","0.411235943793623","2.21768135882124","2.71792213703981","-1.33365977003755"
"antigen","A/Victoria/1/1989","2.63341560123666","1.38230361941606","2.57851234959595","-4.20910513703479"
"antigen","A/Waikato/1/1989","0.408793567507235","2.91613786196353","1.72105349114882","-1.71226432600377"
"antigen","A/Wellington/5/1989","0.772964165132425","2.36119868706299","4.32574278068712","-1.57118203698387"
"antigen","A/Memphis/2/1990","0.351275409436783","2.94223573135374","2.60545700392595","-1.80665721514372"
"antigen","A/Memphis/5/1990","-0.252965876049454","1.73641996509634","1.97302558415488","-1.0858118286433"
"antigen","A/Seoul/1/1990","-0.00142899767948068","2.47786273303821","2.39437174104343","-1.72724102951637"
"antigen","A/Shanghai/24/1990","2.14372854624773","1.07313142409195","4.94398807607959","0.782306313163756"
"antigen","A/Victoria/2/1990","-1.37236965374343","3.31805813883913","2.38206879388128","1.66452254052211"
"antigen","A/Wellington/3/1990","-0.792835505515474","2.46550141614909","3.20670939189101","2.05236566322798"
"antigen","A/Lyon/1149/1991","-0.614714779547707","3.40825884522281","0.663072198953387","2.87184975922242"
"antigen","A/Lyon/1182/1991","-0.88740536276347","3.25964814978677","1.20354247058461","2.81052953337794"
"antigen","A/Lyon/24222/1991","-0.564033597513648","3.3487598950963","1.60527214012396","2.09490987929144"
"antigen","A/Madrid/G12/1991","-1.97109734156655","3.52592455076802","1.82344686561937","1.28064769771026"
"antigen","A/Netherlands/816/1991","-2.32479376864559","3.35468558519006","2.01118485317315","1.34976676131564"
"antigen","A/Netherlands/891/1991","-1.32204288388129","3.63441880127133","1.42802865975395","1.34402758388516"
"antigen","A/Stockholm/20/1991","-1.97899472168755","3.65906966188658","2.34627460559025","1.79255220962465"
"antigen","A/Beijing/32/1992","3.19283409182196","0.444739114241336","4.95357416816906","3.07344206899429"
"antigen","A/Madrid/G58/1992","-1.45789035203546","2.0558186917473","1.3729876685127","1.98372744726985"
"antigen","A/Netherlands/823/1992","-1.32807588779953","4.03322426168408","0.765138019507669","2.09164645334314"
"antigen","A/Netherlands/935/1992","-1.11283117733457","3.38843224154829","1.56245510517362","1.21775023151038"
"antigen","A/Netherlands/938/1992","2.51654255478037","0.664124848104436","3.42757935928823","1.08415148901767"
"antigen","A/Nijmegen/3126/1992","-1.83944895672494","3.77776381899773","1.60318874808154","2.12778451876966"
"antigen","A/Nijmegen/3129/1992","-1.52021672254089","3.6448849975129","1.48410842668271","1.42743205973646"
"antigen","A/Oviedo/31/1992","-1.3290678765068","3.16207173173262","1.63170336033316","0.781426320472539"
"antigen","A/Paris/320/1992","-1.71965881939289","3.7735363917902","1.45588616891669","1.62145714981046"
"antigen","A/Paris/325/1992","-1.76408579978451","3.91386530253174","1.92996286051308","1.87853884901132"
"antigen","A/Paris/407/1992","-2.83735951642359","3.40227729763547","2.41144894252624","1.75462242601943"
"antigen","A/Paris/424/1992","-2.33354735662532","3.11605757341138","1.87347992042434","2.57161024942863"
"antigen","A/Paris/457/1992","-2.84461649906669","4.51373007196083","2.44059437131561","0.604930623157499"
"antigen","A/Paris/467/1992","-2.20755467946932","3.17218362362507","1.57613835956802","0.827651629343276"
"antigen","A/Paris/490/1992","-1.1803204142323","4.05727594139847","1.16568592508323","2.04570848907693"
"antigen","A/Paris/512/1992","-3.34413927109648","3.81376957643198","2.50325310058957","2.2483857190502"
"antigen","A/Paris/548/1992","-3.08937368186625","4.36541457167637","2.93556942337876","1.92411887341143"
"antigen","A/Paris/564/1992","-1.03795536287985","3.07500278129552","0.921474240317661","2.79927054953236"
"antigen","A/Paris/583/1992","-2.79070637384674","3.78708346629672","1.90683531670212","1.56375202581463"
"antigen","A/Paris/597/1992","-1.82296397768607","3.706694514404","1.67566588865392","3.51978839724243"
"antigen","A/Paris/614/1992","-2.61054598948203","2.48898777142252","2.05061098126213","1.64849718915406"
"antigen","A/Sendai/C273/1992","4.53934834282868","-1.88514887592744","3.8195834643045","5.48752733383184"
"antigen","A/SouthAustralia/23/1992","-2.58830365192627","3.8827932572579","3.52372047646793","1.97033345557152"
"antigen","A/SouthAustralia/27/1992","-0.161672951264588","5.1063743776937","-0.141561664485271","1.98541186655959"
"antigen","A/SouthAustralia/8/1992","-2.75940145821884","3.2613195256184","2.7999358763959","2.73784391868005"
"antigen","A/Stockholm/12/1992","3.6031814021757","-0.386685504189091","1.89925219893539","2.56306827173621"
"antigen","A/Stockholm/13/1992","-1.09846616087934","3.4968710800362","3.24633498937535","1.28453996776217"
"antigen","A/Stockholm/7/1992","-3.22907642261233","3.83216541437135","2.16465966858709","0.737970709520611"
"antigen","A/Stockholm/8/1992","-0.482336802391891","4.35770627106756","0.318729771669689","2.03522987786437"
"antigen","A/Tilburg/5957/1992","-1.6153924453675","3.05067133090133","1.60241157237435","1.55631261948745"
"antigen","A/Umea/2000/1992","-0.823024090152929","3.87286398531254","2.22388253496278","2.42269498624949"
"antigen","A/Victoria/33/1992","-1.05000993861041","3.4838512995287","1.79078970528891","1.01389609435639"
"antigen","A/Akita/4/1993","5.40185329136801","-0.733412803797235","3.13035419825363","4.90925437744099"
"antigen","A/Guangdong/25/1993","6.24986276300175","1.4233574640472","0.98148337847237","4.73619260881872"
"antigen","A/Lyon/672/1993","3.67374605682638","-0.0353220114654881","2.58739535586389","5.56403853187831"
"antigen","A/Madrid/G102/1993","3.73492291889276","0.224702694948603","2.56199836702753","4.66430642081875"
"antigen","A/Madrid/G109/1993","4.13687272298721","0.812478112584455","0.5248562749391","2.83370547405252"
"antigen","A/Madrid/G122/1993","4.39009640106717","0.555319318143932","0.410594295765474","3.28373933072729"
"antigen","A/Madrid/G130/1993","2.94161359960258","-1.56252944011612","2.65850195254949","2.23415949608499"
"antigen","A/Madrid/G252/1993","3.34084007624944","1.96342116978153","-1.72577560367622","5.09379626261335"
"antigen","A/Netherlands/101/1993","1.87793812615975","-1.98579824712114","1.67562358999194","1.06423293886346"
"antigen","A/Netherlands/115/1993","2.52233346578707","-1.77524259085912","1.80288274467619","1.78523642433959"
"antigen","A/Netherlands/126/1993","2.08898846995988","-2.20437630093234","1.84100992236598","0.846030348900419"
"antigen","A/Netherlands/241/1993","4.45092994893712","0.73737211513126","1.19615786173143","5.02157582105667"
"antigen","A/Netherlands/3/1993","3.26874718593207","0.991530935761245","1.19687252201438","2.29400064421067"
"antigen","A/Netherlands/371/1993","5.86909962354362","2.40398115344268","0.88770903745214","4.42731281391896"
"antigen","A/Oslo/2352/1993","4.2363051193203","-0.864833770355695","3.37150169782565","4.7727028939419"
"antigen","A/Shandong/9/1993","4.30543581536018","-1.27469165732713","3.37670874039459","5.23189603290742"
"antigen","A/Shiga/6/1993","5.0574115726456","-1.69859818142509","2.23025095135891","5.05247356990969"
"antigen","A/Stockholm/20/1993","4.01405679224159","1.00006049967444","0.447971737811375","3.76131252660336"
"antigen","A/Yamagata/56/1993","4.74857892130578","-1.56157106960035","2.66831052209683","5.70255631405722"
"antigen","A/Yamagata/61/1993","4.75388940718241","-2.47197770736983","4.02864574818248","5.23381225361629"
"antigen","A/Yamagata/62/1993","4.29763400852364","-2.44277342868167","2.55015848642584","5.60703939337733"
"antigen","A/England/7/1994","3.67788666625212","1.28619640644786","-1.93476594447029","5.37315628099065"
"antigen","A/HongKong/1/1994","4.01101787027335","0.913266566000154","-0.0345769539514926","3.08644549922948"
"antigen","A/HongKong/2/1994","3.70641264209123","1.50621601305257","0.259128665642518","2.58930974885271"
"antigen","A/HongKong/55/1994","4.1239580246247","0.749548978166311","-0.00866785918713142","4.52801120761906"
"antigen","A/HongKong/56/1994","4.38277364270338","0.737822929582297","0.0505535348861614","3.70644942011393"
"antigen","A/Johannesburg/33/1994","6.19171413239593","2.03562091526645","1.37435251923502","6.0680210619263"
"antigen","A/Johannesburg/47/1994","5.67565803734577","2.21773152522202","2.21882208206415","4.52125853580553"
"antigen","A/Netherlands/18/1994","4.2580181526745","0.223739290528268","-0.497455583308079","2.66019934525641"
"antigen","A/SouthAustralia/15/1994","4.29521633940716","0.445712517457886","0.196785713353679","3.69469608320443"
"antigen","A/SouthAustralia/25/1994","4.54151283868309","0.558930272598498","0.114383055279767","3.50947583070506"
"antigen","A/Finland/338/1995","2.83540083526487","1.43568548020152","-1.33953089901895","4.87507280171202"
"antigen","A/Finland/339/1995","4.28700679509931","1.75518869632775","-2.13664589043859","6.14780871127885"
"antigen","A/Finland/381/1995","4.22939141941993","1.45184945406757","-1.8532239398673","6.16361888576544"
"antigen","A/Geneva/AI9509/1995","4.05644495300872","2.68684956042919","1.41452399942806","6.3682044666966"
"antigen","A/HongKong/3/1995","4.07229019050346","0.290428071993941","1.27204288459807","4.60767137714655"
"antigen","A/HongKong/32/1995","4.73531406198944","0.933087760539914","0.87371944899962","4.6694684593713"
"antigen","A/HongKong/38/1995","3.87701988882601","0.898916785485965","0.617987499914639","4.81773695896955"
"antigen","A/HongKong/49/1995","3.59679226626909","0.893785024613062","-1.54967439447744","5.37075685230888"
"antigen","A/HongKong/55/1995","2.22057292480005","-0.404806161906835","0.277777699937173","4.84289652731491"
"antigen","A/Lyon/2279/1995","2.54713024116227","0.897230080374293","-0.101666508862776","5.86683689071808"
"antigen","A/Nanchang/933/1995","1.79617820727296","-0.879881794312222","-0.207874200474928","4.64704964271123"
"antigen","A/Netherlands/1/1995","5.33424942182028","0.99242906317056","0.775178229069415","5.30149058761527"
"antigen","A/Netherlands/271/1995","3.303295542932","0.810933335849738","-2.6900709379238","5.89142194211631"
"antigen","A/Victoria/75/1995","3.96530929966816","1.60487798949199","0.724302808178509","4.38222635718679"
"antigen","A/Wuhan/359/1995","1.21423068617183","-1.34640542280895","0.135371092802606","5.03895933491436"
"antigen","A/Brisbane/8/1996","0.72742475989873","0.130161790339532","0.624626091519354","6.95214011592472"
"antigen","A/Geneva/3958/1996","1.89401586354125","-0.806020198862737","-0.604499327576091","5.7097685658472"
"antigen","A/HongKong/20/1996","1.57849856985538","-0.339747197772966","-0.428925774141661","6.04402465819853"
"antigen","A/HongKong/357/1996","2.07596114279826","0.439566537645754","-0.504984511022531","5.58737061399056"
"antigen","A/HongKong/358/1996","0.896990697612136","0.545095717266604","0.0681423851357066","6.58503973978568"
"antigen","A/HongKong/42/1996","4.34907176355523","1.53387455915795","1.21946157129969","6.4264152300076"
"antigen","A/HongKong/434/1996","6.31799411254587","2.83738367920985","0.503784873116936","4.49043857983453"
"antigen","A/Lyon/1781/1996","2.21290755373906","-1.00281060696666","0.142054673945477","6.07681881593336"
"antigen","A/Netherlands/91/1996","4.60917498358405","2.14637548350121","1.41860194935319","4.99380996583428"
"antigen","A/Singapore/1/1996","1.61850061463697","-1.10691609664077","0.505075919504703","5.27148309236668"
"antigen","A/Auckland/10/1997","-0.811461148722151","-1.23216315899245","-1.04808305575231","9.44380736182818"
"antigen","A/HongKong/1/1997","0.94571342168262","-0.655555891574524","-0.102783846230564","5.45963806228433"
"antigen","A/HongKong/280/1997","0.587012522049118","-0.395681483033916","-1.15611089004813","6.301397629304"
"antigen","A/Johannesburg/10/1997","0.670607151871454","-0.163291901880649","0.292231088951043","4.83568966748869"
"antigen","A/Netherlands/300/1997","-0.592512953627559","-0.806861368222745","-1.06653081961247","9.2264832521481"
"antigen","A/Nice/491/1997","2.21495195172026","-1.94802955923827","-2.04937835440458","7.09299035927742"
"antigen","A/Oslo/21/1997","1.51696956794925","-0.654526293488608","-0.534158354361947","4.69876448679459"
"antigen","A/Oslo/244/1997","1.6133549685232","-0.798702041402956","0.26986876910886","5.87740184755956"
"antigen","A/Sydney/5/1997","-0.663606783852763","-1.04355286109033","-1.32527061365794","10.1402043369374"
"antigen","A/Netherlands/414/1998","0.626520251551721","-1.0049343975668","-0.818986699834263","8.83968917692093"
"antigen","A/Netherlands/427/1998","-0.792030295265145","-0.2633074212875","-1.11152778466294","10.0565186080396"
"antigen","A/Netherlands/462/1998","0.505536801427553","-1.32188605947793","-0.975289665279868","9.25088721894188"
"antigen","A/Netherlands/5/1998","1.88151993725638","-1.35922850603046","-0.605638162666267","4.50315271916428"
"antigen","A/Moscow/10/1999","-0.362552005066136","-2.91808152775654","-0.141240615638413","9.76867433194503"
"antigen","A/Netherlands/301/1999","0.545153477499658","-1.72297716644321","-1.22697540897093","9.95305576076132"
"antigen","A/Panama/2007/1999","0.4672268384148","-1.55230582132104","-0.798169947446291","10.079827227028"
"antigen","A/Netherlands/3/2000","1.4287189675238","-2.01042140060208","0.457080789122416","10.1472945248364"
"antigen","A/Netherlands/118/2001","0.284497228654719","-1.29048581508629","-1.16553101516649","10.5743336517656"
"antigen","A/Netherlands/124/2001","1.1835903207594","-0.0242195262277857","-0.860565353185024","9.93647524265608"
"antigen","A/Netherlands/126/2001","1.00484028309369","-2.43840933469239","-0.494653453521598","10.7797882316257"
"antigen","A/Fujian/411/2002","0.0300932004635833","1.48224197853767","-1.70001559626185","13.5509336873702"
"antigen","A/Netherlands/1/2002","1.66201237197562","0.529118388586848","0.311252295834832","10.0392788808164"
"antigen","A/Finland/170/2003","0.5698775811215","1.03394574301651","-1.40088160318568","12.0333774749906"
"antigen","A/Netherlands/22/2003","1.3249518728256","2.6065660057059","-1.41327031630933","11.4439845720222"
"sera","A/HongKong/1/1968","3.46905111035439","-5.35963680322028","-5.76551904072887","-7.10511354982364"
"sera","A/HongKong/107/1971","NaN","NaN","NaN","NaN"
"sera","A/Bilthoven/21793/1972","1.86149162932832","-3.20391753150837","-6.08416555675816","-5.03070386785591"
"sera","A/England/42/1972","3.24581912835818","-4.65118910874553","-5.00805976691697","-4.47120610689016"
"sera","A/PortChalmers/1/1973","1.7763687632795","-2.36370926189659","-5.41443865278373","-3.94868355408778"
"sera","A/Bilthoven/5930/1974","0.995098113169351","-2.48915366496463","-5.21908389251456","-4.56437601201562"
"sera","A/Scotland/840/1974","3.84249452599333","-1.05839864855198","-5.04799407900513","-3.96926390123465"
"sera","A/Victoria/3/1975","0.0277770861750928","-2.89633040589072","-3.46229948066688","-2.1983113362201"
"sera","A/Amsterdam/1609/1977","0.28138788246568","-3.38857784378037","-0.751354722908418","-1.58228690469442"
"sera","A/Texas/1/1977","-2.55676722139432","-0.100305561083247","-0.736214740230849","-6.18192817853301"
"sera","A/Bilthoven/2461/1978","-2.4168641003432","-2.63005126619798","1.5603270474052","-4.85724521165711"
"sera","A/Bangkok/1/1979","-3.7476983425674","0.17505997646602","1.24475136616909","-5.06166817149206"
"sera","A/Bangkok/2/1979","-2.29927396280658","-0.324944097541061","0.917392483994007","-3.51773458104078"
"sera","A/England/496/1980","-3.62205812114539","0.0436118007282418","1.18505333344776","-4.90951638383448"
"sera","A/Netherlands/209/1980","-2.83281972268716","-3.51424447480349","1.12171276890997","-3.9161418756916"
"sera","A/Rotterdam/577/1980","-3.68458355422627","-3.19412634375063","2.0997890150522","-5.07375223120404"
"sera","A/Netherlands/233/1982","-2.66667163682281","-3.05577370355703","0.79660089384359","-4.03841337984707"
"sera","A/Netherlands/241/1982","-2.14787371974523","-2.36760063955077","1.10246374210758","-3.58388994607831"
"sera","A/Philipdarkgreens/2/1982","-3.86402021398093","-1.0560155723381","0.731948460930921","-4.23513018396695"
"sera","A/Caen/1/1984","-0.487707885480165","-0.268489066377302","2.28381055384231","-3.66783459430016"
"sera","A/Christchurch/4/1985","-1.83525867332104","-1.35028451806503","1.3690071502971","-3.06666612997575"
"sera","A/Netherlands/330/1985","-0.928797037178891","-0.465360841706548","1.83765499735295","-2.74379565497537"
"sera","A/Netherlands/333/1985","-1.02570442265898","-1.06497875218563","2.0620213600754","-3.31336580695974"
"sera","A/Stockholm/10/1985","-1.42637015132313","0.313260853994892","1.53545116217271","-1.82003339122757"
"sera","A/Wellington/4/1985","-1.0009006355068","0.893345524529747","1.70832324336175","-2.20716635577372"
"sera","A/Colorado/2/1986","-1.41715905395765","0.594692437266357","1.44455694381806","-1.51636397180232"
"sera","A/Leningrad/360/1986","-1.85102293860918","-0.538418940323719","1.70983892967919","-2.02541411742256"
"sera","A/Shanghai/11/1987","1.28090243102598","2.38785940644291","3.16746915313371","-2.63672892304737"
"sera","A/Sichuan/2/1987","0.589320895748607","2.83112336381079","3.96666546941165","-2.22367734804721"
"sera","A/Victoria/7/1987","-0.765880951572895","1.88546769653729","3.14622381146755","-0.162972949886822"
"sera","A/Netherlands/450/1988","-0.76708118747811","2.42599885816632","3.15028228333364","-2.0734211011709"
"sera","A/Beijing/353/1989","-0.458422538994598","2.91157198643495","1.82130949034418","1.76991549004279"
"sera","A/Guizhou/54/1989","0.828596547567218","4.25547564946889","2.17473857293552","-1.86028741597734"
"sera","A/Netherlands/620/1989","-0.409014413199403","2.63705697359322","1.81759565532786","-0.839655735611378"
"sera","A/HongKong/34/1990","2.88586727644911","1.19342257098763","4.98773168142382","1.87254813669535"
"sera","A/Victoria/2/1990","-1.870796792292","4.86229023781708","1.89451973948922","1.50142323338331"
"sera","A/Lyon/1149/1991","-0.286089758556035","3.31102029216033","1.28135528883903","2.65586036373878"
"sera","A/Beijing/32/1992","3.11178332415183","-0.133635829888021","2.10912334781591","3.47811013454452"
"sera","A/Guangdong/25/1993","6.43302283812539","1.82728323789777","-0.45027641920333","3.14048836778871"
"sera","A/Madrid/G252/1993","4.05487374422075","1.74386260186793","0.191816210848633","5.08491388188979"
"sera","A/Oslo/2352/1993","4.18929193411561","0.371526660604673","1.80821369450935","4.8056585959348"
"sera","A/Shandong/9/1993","3.83613412205225","-0.0661619795214726","1.55465680337537","3.68432048661217"
"sera","A/Johannesburg/33/1994","6.51479370514303","0.108142593064718","-0.266431288093145","3.8988417849878"
"sera","A/Netherlands/18/1994","3.18974044747449","1.06455113363779","-2.77045755289018","5.12152950684924"
"sera","PR/413/1994","4.28406273672582","1.55553145484149","0.435749555724319","4.7462149429834"
"sera","A/Finland/338/1995","5.06103334153966","-0.966357739594436","-0.394110070772634","3.83643533658807"
"sera","A/Geneva/AI9509/1995","4.07424246613757","1.07705601565434","0.32647674588757","5.37761517116552"
"sera","A/Lyon/2279/1995","4.13413010808212","0.343678100161211","-2.14561698500967","5.1797352343383"
"sera","A/Nanchang/933/1995","1.81992685584153","-1.39352396055807","-0.501158845415388","6.92254188407618"
"sera","A/Netherlands/1/1995","5.93079403179329","0.28941258337278","1.37579641078306","5.73763877763925"
"sera","A/Netherlands/218/1995","4.88443796534504","1.11982059048667","0.109474423749783","5.80441309819158"
