name,V1,V2,V3,V4,antigen,antiserum,year,cluster,color
A/Stockholm/7/1992,3.804555544,7.359134745,2.227048658,2.428231741,TRUE,FALSE,1992,BE89,red
A/Stockholm/8/1992,4.481136431,7.292411709,5.167593867,2.758988982,TRUE,FALSE,1992,BE89,red
A/Sydney/5/1997,10.04644393,11.53520729,10.33835232,8.940469857,FALSE,TRUE,1997,SY97,lightblue
A/Sydney/5/1997,9.73325471,11.46189301,9.417067524,10.22037255,TRUE,FALSE,1997,SY97,lightblue
A/Texas/1/1977,-1.51965099,3.306852618,0.729458174,2.893446976,FALSE,TRUE,1977,TX77,brown
A/Texas/1/1977,-0.791885342,0.370197507,1.588572022,2.356933507,TRUE,FALSE,1977,TX77,brown
A/Tilburg/5957/1992,4.515935378,6.734083585,3.693872508,2.933106839,TRUE,FALSE,1992,BE89,red
A/Umea/2000/1992,5.455559039,7.369086044,3.299723237,3.514314508,TRUE,FALSE,1992,BE89,red
A/Victoria/1/1988,4.507905155,2.715354291,5.073025396,4.179292227,TRUE,FALSE,1988,SI87,blue
A/Victoria/1/1989,5.344641939,0.454564467,0.363490321,5.488818738,TRUE,FALSE,1989,SI87,blue
A/Victoria/2/1990,5.25139593,6.248336109,3.927883707,2.889913634,TRUE,FALSE,1990,SI87,blue
A/Victoria/2/1990,5.51710064,7.107152815,3.260398059,1.917280078,FALSE,TRUE,1990,SI87,blue
A/Victoria/3/1975,0.803794586,-0.774477271,-1.741651702,0.558137332,TRUE,FALSE,1975,VI75,darkgoldenrod1
A/Victoria/3/1975,1.002118038,-0.649432027,-1.489874587,1.502433006,FALSE,TRUE,1975,VI75,darkgoldenrod1
A/Victoria/33/1992,4.981181695,6.11484384,3.65929229,2.673764937,TRUE,FALSE,1992,BE89,red
A/Victoria/7/1987,4.878441351,3.847113399,4.827476046,4.049878436,TRUE,FALSE,1987,SI87,blue
A/Victoria/7/1987,4.949338221,4.137890011,3.691772927,3.403456726,FALSE,TRUE,1987,SI87,blue
A/Victoria/75/1995,7.010328747,4.920260613,6.481182229,8.044921259,TRUE,FALSE,1995,BE92,pink
A/Waikato/1/1989,5.081592744,3.914412701,1.143618174,3.72377698,TRUE,FALSE,1989,SI87,blue
A/Wellington/3/1990,5.204568548,6.788832669,2.965860996,4.566502838,TRUE,FALSE,1990,SI87,blue
A/Wellington/4/1985,3.070324458,2.870847894,2.430758163,3.458706491,FALSE,TRUE,1985,BK79,green
A/Wellington/4/1985,2.971653486,2.105679597,3.300591883,4.182310731,TRUE,FALSE,1985,BK79,green
A/Wellington/5/1989,6.380441591,2.557520583,2.982352006,4.440223713,TRUE,FALSE,1989,SI87,blue
A/Wuhan/359/1995,7.696993242,8.87742611,7.755862947,7.034435957,FALSE,TRUE,1995,WU95,darkgreen
A/Wuhan/359/1995,7.119477646,8.7108983,7.603248448,6.570245657,TRUE,FALSE,1995,WU95,darkgreen
A/Yamagata/56/1993,4.5311222,6.133562733,9.478229907,8.138014951,TRUE,FALSE,1993,BE92,pink
A/Yamagata/61/1993,4.490552313,5.760574048,11.30453656,4.667206892,TRUE,FALSE,1993,BE92,pink
A/Yamagata/62/1993,4.274097225,6.679094172,9.33999047,8.435022138,TRUE,FALSE,1993,BE92,pink
