"Virus","Antibody","raw_value","distance","Subtype","Country","virusYear"
"ADA","1.00E+09","0.0452448699300943","0.134000749891422","B","UNITED STATES",1986
"ADA","1F7","2.1","1.63226821549951","B","UNITED STATES",1986
"ADA","2F5","0.333095078906748","0.462290465070213","B","UNITED STATES",1986
"ADA","2G12","10.7453282839881","3.55543634948699","B","UNITED STATES",1986
"ADA","4.00E+10","0.517470407507778","0.673194111647412","B","UNITED STATES",1986
"ADA","VRC01","0.412007111637112","0.518027959646337","B","UNITED STATES",1986
"ADA","b12","0.157311358284317","0.266693243837865","B","UNITED STATES",1986
"ADA","sCD4","0.157069573070295","0.212200640783256","B","UNITED STATES",1986
"AMC009_1B5","1.00E+09","2.78","1.91838623444635","B","NETHERLANDS",1986
"AMC009_1B5","2F5","12.43","3.74738739965272","B","NETHERLANDS",1986
"AMC009_1B5","2G12",">25",">4.70043971814109","B","NETHERLANDS",1986
"AMC009_1B5","4.00E+10",">25",">4.70043971814109","B","NETHERLANDS",1986
"AMC009_1B5","VRC01","0.12","0.16349873228288","B","NETHERLANDS",1986
"AMC009_1B5","sCD4","14.87","3.98823022306046","B","NETHERLANDS",1986
"JRCSF","1.00E+09","0.290703227242604","0.56692578811021","B","UNITED STATES",1986
"JRCSF","1F7",">50",">5.6724253419715","B","UNITED STATES",1986
"JRCSF","2F5","3.812998719722","2.44401064856643","B","UNITED STATES",1986
"JRCSF","2G12","0.598268784703093","0.789993398039002","B","UNITED STATES",1986
"JRCSF","4.00E+10","<1.98316670454732","<1.85175070530832","B","UNITED STATES",1986
"JRCSF","F425 B4e8","0.516","0.600269753509005","B","UNITED STATES",1986
"JRCSF","VRC01","0.196877181429744","0.349064490778169","B","UNITED STATES",1986
"JRCSF","X5","27.2","4.81762325751143","B","UNITED STATES",1986
"JRCSF","b12","0.176024810254534","0.293638311125653","B","UNITED STATES",1986
"JRCSF","b6",">48.7699896107331",">5.63722194598463","B","UNITED STATES",1986
"JRCSF","sCD4","1.19563901618056","1.37658443467511","B","UNITED STATES",1986
"JRCSF_N156Q","1F7","0.46","0.545968369105292","B","UNITED STATES",1986
"JRCSF_N156Q","2F5","0.08","0.111031312388744","B","UNITED STATES",1986
"JRCSF_N156Q","2G12","0.19","0.250961573533219","B","UNITED STATES",1986
"JRCSF_N156Q","F425 B4e8","0.004","0.00575926928868495","B","UNITED STATES",1986
"JRCSF_N156Q","VRC01","0.154142790943982","0.342526031413987","B","UNITED STATES",1986
"JRCSF_N156Q","X5","0.058","0.0813396274519388","B","UNITED STATES",1986
"JRCSF_N156Q","b12","0.0219089023002066","0.047779951813152","B","UNITED STATES",1986
"JRCSF_N156Q","b6","0.161369142031554","0.252965784227256","B","UNITED STATES",1986
"JRCSF_N186Q","1F7",">50",">5.6724253419715","B","UNITED STATES",1986
"JRCSF_N186Q","2F5","0.192","0.253384235800074","B","UNITED STATES",1986
"JRCSF_N186Q","2G12","0.154","0.206643223983395","B","UNITED STATES",1986
"JRCSF_N186Q","F425 B4e8","0.198","0.260627908126699","B","UNITED STATES",1986
"JRCSF_N186Q","VRC01","0.0972111104761179","0.235697794466107","B","UNITED STATES",1986
"JRCSF_N186Q","X5","45.2","5.5298209465287","B","UNITED STATES",1986
"JRCSF_N186Q","b12","0.119791485507109","0.272662965174335","B","UNITED STATES",1986
"JRCSF_N186Q","b6",">50",">5.6724253419715","B","UNITED STATES",1986
"JRCSF_N197Q","1F7","0.79","0.839959587489532","B","UNITED STATES",1986
"JRCSF_N197Q","2F5","0.25","0.321928094887362","B","UNITED STATES",1986
"JRCSF_N197Q","2G12","0.155","0.207892851641333","B","UNITED STATES",1986
"JRCSF_N197Q","F425 B4e8","0.015","0.0214797274104514","B","UNITED STATES",1986
"JRCSF_N197Q","VRC01","0.0284604989415154","0.068627154723236","B","UNITED STATES",1986
"JRCSF_N197Q","X5","0.581","0.660837367696284","B","UNITED STATES",1986
"JRCSF_N197Q","b12","<0.00948683298050514","<0.0234829716792936","B","UNITED STATES",1986
"JRCSF_N197Q","b6","2.00181167945439","1.96149137131864","B","UNITED STATES",1986
"JRCSF_N276Q","1F7",">50",">5.6724253419715","B","UNITED STATES",1986
"JRCSF_N276Q","2F5","0.184","0.243669080966863","B","UNITED STATES",1986
"JRCSF_N276Q","2G12","0.11","0.150559676575381","B","UNITED STATES",1986
"JRCSF_N276Q","F425 B4e8","0.29","0.367371065648529","B","UNITED STATES",1986
"JRCSF_N276Q","VRC01","0.0537587202228624","0.125414104502046","B","UNITED STATES",1986
"JRCSF_N276Q","X5","19.4","4.35049724708413","B","UNITED STATES",1986
"JRCSF_N276Q","b12","0.221990990808186","0.49467124829964","B","UNITED STATES",1986
"JRCSF_N276Q","b6",">33.466401061363",">5.11043098333377","B","UNITED STATES",1986
"JRCSF_N295Q","1F7",">50",">5.6724253419715","B","UNITED STATES",1986
"JRCSF_N295Q","2F5","0.269","0.343692069179019","B","UNITED STATES",1986
"JRCSF_N295Q","2G12",">50",">5.6724253419715","B","UNITED STATES",1986
"JRCSF_N295Q","F425 B4e8","0.414","0.499782120147312","B","UNITED STATES",1986
"JRCSF_N295Q","VRC01","0.137113092008021","0.306199841714004","B","UNITED STATES",1986
"JRCSF_N295Q","X5","24","4.64385618977472","B","UNITED STATES",1986
"JRCSF_N295Q","b12","0.216610249064997","0.506434490123261","B","UNITED STATES",1986
"JRCSF_N295Q","b6",">50",">5.6724253419715","B","UNITED STATES",1986
"JRCSF_N301Q","1F7","1.12","1.08406426478847","B","UNITED STATES",1986
"JRCSF_N301Q","2F5","0.33","0.411426245726465","B","UNITED STATES",1986
"JRCSF_N301Q","2G12","0.214","0.279768421593595","B","UNITED STATES",1986
"JRCSF_N301Q","F425 B4e8","0.01","0.0143552929770701","B","UNITED STATES",1986
"JRCSF_N301Q","VRC01","0.0738918128076447","0.156018889222418","B","UNITED STATES",1986
"JRCSF_N301Q","X5","0.483","0.568518597792544","B","UNITED STATES",1986
"JRCSF_N301Q","b12","0.0244948974278318","0.0853471168435419","B","UNITED STATES",1986
"JRCSF_N301Q","b6","0.927124587097117","1.27514991346944","B","UNITED STATES",1986
"JRCSF_N332Q","1F7",">50",">5.6724253419715","B","UNITED STATES",1986
"JRCSF_N332Q","2F5","0.142","0.191562650700756","B","UNITED STATES",1986
"JRCSF_N332Q","2G12",">50",">5.6724253419715","B","UNITED STATES",1986
"JRCSF_N332Q","F425 B4e8","0.062","0.0867837661420666","B","UNITED STATES",1986
"JRCSF_N332Q","VRC01","0.150598804776134","0.37794798374041","B","UNITED STATES",1986
"JRCSF_N332Q","X5","4.25","2.39231742277876","B","UNITED STATES",1986
"JRCSF_N332Q","b12","0.151657508881031","0.488365110338576","B","UNITED STATES",1986
"JRCSF_N332Q","b6",">19.5576072156079",">4.39256273736043","B","UNITED STATES",1986
"JRCSF_N386Q","1F7",">50",">5.6724253419715","B","UNITED STATES",1986
"JRCSF_N386Q","2F5","0.333","0.414676780426886","B","UNITED STATES",1986
"JRCSF_N386Q","2G12","15.3","4.02680005934372","B","UNITED STATES",1986
"JRCSF_N386Q","F425 B4e8","0.262","0.335711910320462","B","UNITED STATES",1986
"JRCSF_N386Q","VRC01","0.071133676975115","0.165026755920025","B","UNITED STATES",1986
"JRCSF_N386Q","X5","22.6","4.56071495447448","B","UNITED STATES",1986
"JRCSF_N386Q","b12","0.0648074069840786","0.199284637797492","B","UNITED STATES",1986
"JRCSF_N386Q","b6",">33.7638860322683",">5.12265750519604","B","UNITED STATES",1986
"JRCSF_N392Q","1F7",">50",">5.6724253419715","B","UNITED STATES",1986
"JRCSF_N392Q","2F5","0.526","0.609754962172443","B","UNITED STATES",1986
"JRCSF_N392Q","2G12",">50",">5.6724253419715","B","UNITED STATES",1986
"JRCSF_N392Q","F425 B4e8","0.528","0.611644543373662","B","UNITED STATES",1986
"JRCSF_N392Q","VRC01","0.0591607978309962","0.112328867060369","B","UNITED STATES",1986
"JRCSF_N392Q","X5","23.8","4.63226821549951","B","UNITED STATES",1986
"JRCSF_N392Q","b12","0.106770782520313","0.216159033474762","B","UNITED STATES",1986
"JRCSF_N392Q","b6",">41.4125584816973",">5.40701081017766","B","UNITED STATES",1986
"JRCSF_N397Q","1F7",">50",">5.6724253419715","B","UNITED STATES",1986
"JRCSF_N397Q","2F5","0.593","0.671746266863223","B","UNITED STATES",1986
"JRCSF_N397Q","2G12","0.441","0.527070335512661","B","UNITED STATES",1986
"JRCSF_N397Q","F425 B4e8","0.552","0.634128557525041","B","UNITED STATES",1986
"JRCSF_N397Q","VRC01","0.112249721603218","0.274267633569225","B","UNITED STATES",1986
"JRCSF_N397Q","X5","28","4.85798099512757","B","UNITED STATES",1986
"JRCSF_N397Q","b12","0.190997382181013","0.441607072868968","B","UNITED STATES",1986
"JRCSF_N397Q","b6",">37.616485747608",">5.2726270507532","B","UNITED STATES",1986
"JRCSF_N411Q","1F7",">50",">5.6724253419715","B","UNITED STATES",1986
"JRCSF_N411Q","2F5","0.239","0.309176187478514","B","UNITED STATES",1986
"JRCSF_N411Q","2G12","0.097","0.133563525741106","B","UNITED STATES",1986
"JRCSF_N411Q","F425 B4e8","0.336","0.417920007811965","B","UNITED STATES",1986
"JRCSF_N411Q","VRC01","0.124899959967968","0.323357830538677","B","UNITED STATES",1986
"JRCSF_N411Q","X5",">50",">5.6724253419715","B","UNITED STATES",1986
"JRCSF_N411Q","b12","0.178885438199983","0.452290217460659","B","UNITED STATES",1986
"JRCSF_N411Q","b6",">38.2753184180093",">5.29683561527854","B","UNITED STATES",1986
"JRCSF_N448Q","1F7",">50",">5.6724253419715","B","UNITED STATES",1986
"JRCSF_N448Q","2F5","0.47","0.55581615506164","B","UNITED STATES",1986
"JRCSF_N448Q","2G12","0.279","0.35501626421955","B","UNITED STATES",1986
"JRCSF_N448Q","F425 B4e8","0.543","0.625738061908648","B","UNITED STATES",1986
"JRCSF_N448Q","VRC01","0.10507140429251","0.290092042221603","B","UNITED STATES",1986
"JRCSF_N448Q","X5","24.7","4.68369645430652","B","UNITED STATES",1986
"JRCSF_N448Q","b12","0.199874960913067","0.476893356505154","B","UNITED STATES",1986
"JRCSF_N448Q","b6",">39.496835316263",">5.34070706259938","B","UNITED STATES",1986
"JRCSF_N461Q","1F7",">50",">5.6724253419715","B","UNITED STATES",1986
"JRCSF_N461Q","2F5","0.35","0.432959407276106","B","UNITED STATES",1986
"JRCSF_N461Q","2G12","0.378","0.462575888042204","B","UNITED STATES",1986
"JRCSF_N461Q","F425 B4e8","0.473","0.558757430373762","B","UNITED STATES",1986
"JRCSF_N461Q","VRC01","0.0279284800875379","0.0924765388919515","B","UNITED STATES",1986
"JRCSF_N461Q","X5","22","4.52356195605701","B","UNITED STATES",1986
"JRCSF_N461Q","b12","0.130805198673447","0.355134873870756","B","UNITED STATES",1986
"JRCSF_N461Q","b6",">47.169905660283",">5.5901099910851","B","UNITED STATES",1986
"JRFL","1.00E+09","0.254187106147847","0.432036952418406","B","UNITED STATES",1986
"JRFL","1F7","0.0244948974278318","0.0356067448026323","B","UNITED STATES",1986
"JRFL","2F5","3.81155752832318","2.40555129455801","B","UNITED STATES",1986
"JRFL","2G12","0.935945916029955","1.12976125898049","B","UNITED STATES",1986
"JRFL","4.00E+10","4.72865574776334","2.68956046472874","B","UNITED STATES",1986
"JRFL","F425 B4e8","3.481809874189","2.3912304937433","B","UNITED STATES",1986
"JRFL","VRC01","0.0336798075830475","0.0745902806771618","B","UNITED STATES",1986
"JRFL","X5","26.3","4.77082904603249","B","UNITED STATES",1986
"JRFL","b12","<0.0357197995105748","<0.285474075844464","B","UNITED STATES",1986
"JRFL","b6",">25.6749471980184",">4.76758842752533","B","UNITED STATES",1986
"JRFL","sCD4","1.33759762414922","1.22630546885876","B","UNITED STATES",1986
"JRFL_D197N","1F7","0.67","0.739848102699327","B","UNITED STATES",1986
"JRFL_D197N","2F5","0.161","0.215367972203479","B","UNITED STATES",1986
"JRFL_D197N","2G12","0.111","0.151858816727005","B","UNITED STATES",1986
"JRFL_D197N","F425 B4e8","1.5","1.32192809488736","B","UNITED STATES",1986
"JRFL_D197N","VRC01","0.0661059755241536","0.162906183534121","B","UNITED STATES",1986
"JRFL_D197N","X5","25.3","4.71699089440494","B","UNITED STATES",1986
"JRFL_D197N","b12","0.131224997618594","0.446960658319843","B","UNITED STATES",1986
"JRFL_D197N","b6",">17.8885438199983",">4.27997530635654","B","UNITED STATES",1986
"JRFL_E168K","2G12","0.28","0.356143810225275","B","UNITED STATES",1986
"JRFL_E168K","VRC01","0.21","0.27500704749987","B","UNITED STATES",1986
"JRFL_E168K","b12","0.27","0.344828496997441","B","UNITED STATES",1986
"YU2","1.00E+09","1.94545318599413","1.65200200204303","B","UNITED STATES",1986
"YU2","1F7","5.6","2.72246602447109","B","UNITED STATES",1986
"YU2","2F5",">42.8399272225939",">5.45953239611693","B","UNITED STATES",1986
"YU2","2G12",">31.569251777946",">5.04014142101887","B","UNITED STATES",1986
"YU2","4.00E+10",">10.8383503648937",">3.61262079412964","B","UNITED STATES",1986
"YU2","VRC01","0.0901271016522973","0.131795387391132","B","UNITED STATES",1986
"YU2","b12","1.87607930234001","1.55682767844245","B","UNITED STATES",1986
"YU2","sCD4","0.36073807399168","0.470664045948331","B","UNITED STATES",1986
"100307I_2_26","1.00E+09","0.44","0.526068811667588","B","UNITED STATES",1991
"100307I_2_26","2F5","8.36","3.22650852980868","B","UNITED STATES",1991
"100307I_2_26","2G12","0.06","0.0840642647884745","B","UNITED STATES",1991
"100307I_2_26","4.00E+10","16.37","4.11852584893567","B","UNITED STATES",1991
"100307I_2_26","CH01","0.93","0.948600847493356","B","UNITED STATES",1991
"100307I_2_26","CH01+VRC-CH31","0.06","0.0840642647884745","B","UNITED STATES",1991
"100307I_2_26","DH270.4","0.01","0.0143552929770701","B","UNITED STATES",1991
"100307I_2_26","DH511.2","2.98","1.99276843076892","B","UNITED STATES",1991
"100307I_2_26","NIH45-46","0.02","0.0285691521967709","B","UNITED STATES",1991
"100307I_2_26","PG16","0.03","0.0426443374084937","B","UNITED STATES",1991
"100307I_2_26","PG9","0.1","0.137503523749935","B","UNITED STATES",1991
"100307I_2_26","PGT121","<0.01","<0.0143552929770701","B","UNITED STATES",1991
"100307I_2_26","PGT126","<0.01","<0.0143552929770701","B","UNITED STATES",1991
"100307I_2_26","VRC-CH31","0.06","0.0840642647884745","B","UNITED STATES",1991
"100307I_2_26","VRC01","0.12","0.16349873228288","B","UNITED STATES",1991
"100307I_2_26","b12","1.63","1.39506279951758","B","UNITED STATES",1991
"100307I_2_7","1.00E+09","0.67","0.739848102699327","B","UNITED STATES",1991
"100307I_2_7","2F5","10","3.4594316186373","B","UNITED STATES",1991
"100307I_2_7","2G12","0.06","0.0840642647884745","B","UNITED STATES",1991
"100307I_2_7","4.00E+10","14.61","3.96439863220318","B","UNITED STATES",1991
"100307I_2_7","CH01","2.3","1.72246602447109","B","UNITED STATES",1991
"100307I_2_7","CH01+VRC-CH31","0.68","0.748461233004036","B","UNITED STATES",1991
"100307I_2_7","DH270.4","0.04","0.0565835283663675","B","UNITED STATES",1991
"100307I_2_7","DH511.2","3.12","2.04264433740849","B","UNITED STATES",1991
"100307I_2_7","NIH45-46","0.13","0.176322772640463","B","UNITED STATES",1991
"100307I_2_7","PG16","0.29","0.367371065648529","B","UNITED STATES",1991
"100307I_2_7","PG9","4.46","2.44890095114513","B","UNITED STATES",1991
"100307I_2_7","PGT121","<0.01","<0.0143552929770701","B","UNITED STATES",1991
"100307I_2_7","PGT126","0.01","0.0143552929770701","B","UNITED STATES",1991
"100307I_2_7","VRC-CH31","1.94","1.55581615506164","B","UNITED STATES",1991
"100307I_2_7","VRC01","1.67","1.41683974191283","B","UNITED STATES",1991
"100307I_2_7","b12",">25",">4.70043971814109","B","UNITED STATES",1991
"100383I_3_5","1.00E+09","0.65","0.722466024471091","B","UNITED STATES",1991
"100383I_3_5","2F5","6.36","2.87970576628229","B","UNITED STATES",1991
"100383I_3_5","2G12","0.33","0.411426245726465","B","UNITED STATES",1991
"100383I_3_5","4.00E+10","10.72","3.55090066464752","B","UNITED STATES",1991
"100383I_3_5","CH01",">25",">4.70043971814109","B","UNITED STATES",1991
"100383I_3_5","CH01+VRC-CH31","0.16","0.214124805352847","B","UNITED STATES",1991
"100383I_3_5","DH270.4","0.03","0.0426443374084937","B","UNITED STATES",1991
"100383I_3_5","DH511.2","0.55","0.632268215499513","B","UNITED STATES",1991
"100383I_3_5","NIH45-46","0.07","0.0976107966264223","B","UNITED STATES",1991
"100383I_3_5","PG16",">25",">4.70043971814109","B","UNITED STATES",1991
"100383I_3_5","PG9",">25",">4.70043971814109","B","UNITED STATES",1991
"100383I_3_5","PGT121","<0.01","<0.0143552929770701","B","UNITED STATES",1991
"100383I_3_5","PGT126","0.14","0.189033824390017","B","UNITED STATES",1991
"100383I_3_5","VRC-CH31","0.18","0.238786859587116","B","UNITED STATES",1991
"100383I_3_5","VRC01","0.66","0.7311832415722","B","UNITED STATES",1991
"100383I_3_5","b12",">25",">4.70043971814109","B","UNITED STATES",1991
"100890I_2_1","1.00E+09","0.13","0.176322772640463","B","UNITED STATES",1991
"100890I_2_1","2F5","6.58","2.92219784839637","B","UNITED STATES",1991
"100890I_2_1","2G12","0.23","0.298658315564515","B","UNITED STATES",1991
"100890I_2_1","4.00E+10","5.19","2.62993940943954","B","UNITED STATES",1991
"100890I_2_1","CH01",">25",">4.70043971814109","B","UNITED STATES",1991
"100890I_2_1","CH01+VRC-CH31","0.45","0.53605290024021","B","UNITED STATES",1991
"100890I_2_1","DH270.4","0.08","0.111031312388744","B","UNITED STATES",1991
"100890I_2_1","DH511.2","0.65","0.722466024471091","B","UNITED STATES",1991
"100890I_2_1","NIH45-46","0.06","0.0840642647884745","B","UNITED STATES",1991
"100890I_2_1","PG16",">25",">4.70043971814109","B","UNITED STATES",1991
"100890I_2_1","PG9",">25",">4.70043971814109","B","UNITED STATES",1991
"100890I_2_1","PGT121","0.02","0.0285691521967709","B","UNITED STATES",1991
"100890I_2_1","PGT126","0.03","0.0426443374084937","B","UNITED STATES",1991
"100890I_2_1","VRC-CH31","0.43","0.516015147003665","B","UNITED STATES",1991
"100890I_2_1","VRC01","0.44","0.526068811667588","B","UNITED STATES",1991
"100890I_2_1","b12","20.97","4.45746296464855","B","UNITED STATES",1991
"100890I_2_4","1.00E+09","0.44","0.526068811667588","B","UNITED STATES",1991
"100890I_2_4","2F5","6.67","2.93922657772821","B","UNITED STATES",1991
"100890I_2_4","2G12","0.12","0.16349873228288","B","UNITED STATES",1991
"100890I_2_4","4.00E+10","15.3","4.02680005934372","B","UNITED STATES",1991
"100890I_2_4","CH01",">25",">4.70043971814109","B","UNITED STATES",1991
"100890I_2_4","CH01+VRC-CH31","0.73","0.790772037862","B","UNITED STATES",1991
"100890I_2_4","DH270.4","0.09","0.124328135002202","B","UNITED STATES",1991
"100890I_2_4","DH511.2","2.91","1.96716860753263","B","UNITED STATES",1991
"100890I_2_4","NIH45-46","0.05","0.070389327891398","B","UNITED STATES",1991
"100890I_2_4","PG16",">25",">4.70043971814109","B","UNITED STATES",1991
"100890I_2_4","PG9",">25",">4.70043971814109","B","UNITED STATES",1991
"100890I_2_4","PGT121","0.04","0.0565835283663675","B","UNITED STATES",1991
"100890I_2_4","PGT126","0.01","0.0143552929770701","B","UNITED STATES",1991
"100890I_2_4","VRC-CH31","0.6","0.678071905112638","B","UNITED STATES",1991
"100890I_2_4","VRC01","0.5","0.584962500721156","B","UNITED STATES",1991
"100890I_2_4","b12","20.61","4.43362716708478","B","UNITED STATES",1991
"100997I_2_18","1.00E+09","0.21","0.27500704749987","B","UNITED STATES",1991
"100997I_2_18","2F5","8.43","3.23725777090037","B","UNITED STATES",1991
"100997I_2_18","2G12","0.74","0.799087306074004","B","UNITED STATES",1991
"100997I_2_18","4.00E+10","21.24","4.47508488294878","B","UNITED STATES",1991
"100997I_2_18","CH01","16.52","4.13093086982645","B","UNITED STATES",1991
"100997I_2_18","CH01+VRC-CH31","0.56","0.641546029087524","B","UNITED STATES",1991
"100997I_2_18","DH270.4",">25",">4.70043971814109","B","UNITED STATES",1991
"100997I_2_18","DH511.2","2","1.58496250072116","B","UNITED STATES",1991
"100997I_2_18","NIH45-46","0.11","0.150559676575381","B","UNITED STATES",1991
"100997I_2_18","PG16","0.68","0.748461233004036","B","UNITED STATES",1991
"100997I_2_18","PG9","12.86","3.79285535236249","B","UNITED STATES",1991
"100997I_2_18","PGT121",">25",">4.70043971814109","B","UNITED STATES",1991
"100997I_2_18","PGT126",">25",">4.70043971814109","B","UNITED STATES",1991
"100997I_2_18","VRC-CH31","0.59","0.669026765509631","B","UNITED STATES",1991
"100997I_2_18","VRC01","0.8","0.84799690655495","B","UNITED STATES",1991
"100997I_2_18","b12",">25",">4.70043971814109","B","UNITED STATES",1991
"100997I_2_2","1.00E+09","0.42","0.505890929729957","B","UNITED STATES",1991
"100997I_2_2","2F5","17.92","4.24184018356467","B","UNITED STATES",1991
"100997I_2_2","2G12",">25",">4.70043971814109","B","UNITED STATES",1991
"100997I_2_2","4.00E+10","14.74","3.97636363573276","B","UNITED STATES",1991
"100997I_2_2","CH01",">25",">4.70043971814109","B","UNITED STATES",1991
"100997I_2_2","CH01+VRC-CH31","0.06","0.0840642647884745","B","UNITED STATES",1991
"100997I_2_2","DH270.4",">25",">4.70043971814109","B","UNITED STATES",1991
"100997I_2_2","DH511.2","2.18","1.66902676550963","B","UNITED STATES",1991
"100997I_2_2","NIH45-46","<0.01","<0.0143552929770701","B","UNITED STATES",1991
"100997I_2_2","PG16",">25",">4.70043971814109","B","UNITED STATES",1991
"100997I_2_2","PG9",">25",">4.70043971814109","B","UNITED STATES",1991
"100997I_2_2","PGT121",">25",">4.70043971814109","B","UNITED STATES",1991
"100997I_2_2","PGT126",">25",">4.70043971814109","B","UNITED STATES",1991
"100997I_2_2","VRC-CH31","0.08","0.111031312388744","B","UNITED STATES",1991
"100997I_2_2","VRC01","0.07","0.0976107966264223","B","UNITED STATES",1991
"100997I_2_2","b12","11.29","3.61941301059794","B","UNITED STATES",1991
"101421I_2_11","1.00E+09","0.65","0.722466024471091","B","UNITED STATES",1991
"101421I_2_11","2F5","8.71","3.27947129564447","B","UNITED STATES",1991
"101421I_2_11","2G12","0.43","0.516015147003665","B","UNITED STATES",1991
"101421I_2_11","4.00E+10","13.87","3.89433274227769","B","UNITED STATES",1991
"101421I_2_11","CH01",">25",">4.70043971814109","B","UNITED STATES",1991
"101421I_2_11","CH01+VRC-CH31","<0.01","<0.0143552929770701","B","UNITED STATES",1991
"101421I_2_11","DH270.4","0.15","0.20163386116965","B","UNITED STATES",1991
"101421I_2_11","DH511.2","1.63","1.39506279951758","B","UNITED STATES",1991
"101421I_2_11","NIH45-46","0.02","0.0285691521967709","B","UNITED STATES",1991
"101421I_2_11","PG16","9.85","3.43962313755712","B","UNITED STATES",1991
"101421I_2_11","PG9","24.96","4.69821847822441","B","UNITED STATES",1991
"101421I_2_11","PGT121","0.06","0.0840642647884745","B","UNITED STATES",1991
"101421I_2_11","PGT126","0.02","0.0285691521967709","B","UNITED STATES",1991
"101421I_2_11","VRC-CH31","0.08","0.111031312388744","B","UNITED STATES",1991
"101421I_2_11","VRC01","0.15","0.20163386116965","B","UNITED STATES",1991
"101421I_2_11","b12","8.56","3.25701061820602","B","UNITED STATES",1991
"101421I_2_23","1.00E+09","0.46","0.545968369105292","B","UNITED STATES",1991
"101421I_2_23","2F5","5.52","2.70487196445635","B","UNITED STATES",1991
"101421I_2_23","2G12","0.22","0.286881147788162","B","UNITED STATES",1991
"101421I_2_23","4.00E+10","9.35","3.37155886261196","B","UNITED STATES",1991
"101421I_2_23","CH01",">25",">4.70043971814109","B","UNITED STATES",1991
"101421I_2_23","CH01+VRC-CH31","0.14","0.189033824390017","B","UNITED STATES",1991
"101421I_2_23","DH270.4","0.05","0.070389327891398","B","UNITED STATES",1991
"101421I_2_23","DH511.2","0.89","0.918386234446348","B","UNITED STATES",1991
"101421I_2_23","NIH45-46","0.19","0.250961573533219","B","UNITED STATES",1991
"101421I_2_23","PG16","22.05","4.52669484554198","B","UNITED STATES",1991
"101421I_2_23","PG9","6.9","2.98185265328974","B","UNITED STATES",1991
"101421I_2_23","PGT121","<0.01","<0.0143552929770701","B","UNITED STATES",1991
"101421I_2_23","PGT126","0.02","0.0285691521967709","B","UNITED STATES",1991
"101421I_2_23","VRC-CH31","0.17","0.22650852980868","B","UNITED STATES",1991
"101421I_2_23","VRC01","0.96","0.970853654340484","B","UNITED STATES",1991
"101421I_2_23","b12","12.8","3.78659636189081","B","UNITED STATES",1991
"101984I_10","1.00E+09","0.28","0.356143810225275","B","UNITED STATES",1991
"101984I_10","2F5","10.02","3.46205231879643","B","UNITED STATES",1991
"101984I_10","2G12",">25",">4.70043971814109","B","UNITED STATES",1991
"101984I_10","4.00E+10","15.31","4.02768487693716","B","UNITED STATES",1991
"101984I_10","CH01",">25",">4.70043971814109","B","UNITED STATES",1991
"101984I_10","CH01+VRC-CH31","0.07","0.0976107966264223","B","UNITED STATES",1991
"101984I_10","DH270.4","0.09","0.124328135002202","B","UNITED STATES",1991
"101984I_10","DH511.2","1.08","1.05658352836637","B","UNITED STATES",1991
"101984I_10","NIH45-46","0.02","0.0285691521967709","B","UNITED STATES",1991
"101984I_10","PG16","1.85","1.51096191927738","B","UNITED STATES",1991
"101984I_10","PG9","2.8","1.92599941855622","B","UNITED STATES",1991
"101984I_10","PGT121","<0.01","<0.0143552929770701","B","UNITED STATES",1991
"101984I_10","PGT126","0.17","0.22650852980868","B","UNITED STATES",1991
"101984I_10","VRC-CH31","0.83","0.871843648509318","B","UNITED STATES",1991
"101984I_10","VRC01","0.39","0.475084882948783","B","UNITED STATES",1991
"101984I_10","b12",">25",">4.70043971814109","B","UNITED STATES",1991
"101984I_21","1.00E+09","1.54","1.34482849699744","B","UNITED STATES",1991
"101984I_21","2F5",">25",">4.70043971814109","B","UNITED STATES",1991
"101984I_21","2G12",">75",">6.24792751344359","B","UNITED STATES",1991
"101984I_21","4.00E+10",">25",">4.70043971814109","B","UNITED STATES",1991
"101984I_21","CH01","6.29","2.86591881455221","B","UNITED STATES",1991
"101984I_21","CH01+VRC-CH31","1.03","1.02147972741045","B","UNITED STATES",1991
"101984I_21","DH270.4","0.14","0.189033824390017","B","UNITED STATES",1991
"101984I_21","DH511.2","4.78","2.53106949272595","B","UNITED STATES",1991
"101984I_21","NIH45-46","0.18","0.238786859587116","B","UNITED STATES",1991
"101984I_21","PG16","7.26","3.04614178164472","B","UNITED STATES",1991
"101984I_21","PG9",">25",">4.70043971814109","B","UNITED STATES",1991
"101984I_21","PGT121","0.03","0.0426443374084937","B","UNITED STATES",1991
"101984I_21","PGT126","0.16","0.214124805352847","B","UNITED STATES",1991
"101984I_21","VRC-CH31","1.79","1.48026512205446","B","UNITED STATES",1991
"101984I_21","VRC01","1.99","1.58014548442338","B","UNITED STATES",1991
"101984I_21","b12",">25",">4.70043971814109","B","UNITED STATES",1991
"DH12","4.00E+10","1.17","1.11769504266975","B","UNITED STATES",1991
"DH12","PG16","0.32","0.400537929583729","B","UNITED STATES",1991
"DH12","PG9","0.35","0.432959407276106","B","UNITED STATES",1991
"DH12","PGT121","0.002","0.00288250853312136","B","UNITED STATES",1991
"DH12","VRC01","0.301330383466387","0.39028103808553","B","UNITED STATES",1991
"100155I_21","1.00E+09","0.27","0.344828496997441","B","UNITED STATES",1992
"100155I_21","2F5","5.57","2.7158933705476","B","UNITED STATES",1992
"100155I_21","2G12","0.1","0.137503523749935","B","UNITED STATES",1992
"100155I_21","4.00E+10","14.19","3.92504996472736","B","UNITED STATES",1992
