"V1","V2","name","antigen","antiserum","Country","Subtype","year"
2.91022858492037,2.85870477472901,"CA392_H2_6",TRUE,FALSE,"SOUTH AFRICA","C",2007
2.16853265394493,3.8028924220745,"CNE17",TRUE,FALSE,"CHINA","C",2007
2.59648567105999,3.47996006255786,"CT072_56_7",TRUE,FALSE,"SOUTH AFRICA","C",2007
2.86046636052091,3.83785849024736,"CT140_140_B6",TRUE,FALSE,"SOUTH AFRICA","C",2007
4.36914754953164,2.49121831186499,"SO431_C1_1",TRUE,FALSE,"SOUTH AFRICA","C",2007
2.18685509895695,2.74500150277362,"X2278_C2_B6",TRUE,FALSE,"SPAIN","B",2007
2.58372732219358,4.33170572024873,"1170887_08",TRUE,FALSE,"SOUTH AFRICA","C",2008
4.53216015010588,1.83294834401621,"20883229_C9_H6",TRUE,FALSE,"SOUTH AFRICA","C",2008
1.62797513523606,4.71124551449677,"20915593",TRUE,FALSE,"SOUTH AFRICA","C",2008
4.69117921703772,2.50158085336095,"20927783",TRUE,FALSE,"SOUTH AFRICA","C",2008
4.60262544894767,2.04621796636527,"CA240_A5_5",TRUE,FALSE,"SOUTH AFRICA","C",2008
1.11830537874097,4.38800807917426,"CAP290_2_00_23_6",TRUE,FALSE,"SOUTH AFRICA","C",2008
3.24538468255355,3.18168861620691,"CAP307_2_00_24_1",TRUE,FALSE,"SOUTH AFRICA","C",2008
1.58236010892094,3.88437885119131,"CH505_TF",TRUE,FALSE,"MALAWI","C",2008
1.70898295315849,3.53440544430524,"CH505_TF_DELGLY3_197",TRUE,FALSE,"MALAWI","C",2008
1.52212335486296,3.42608141380433,"CH505_TF_DELGLY3_276",TRUE,FALSE,"MALAWI","C",2008
1.32644231329546,3.38666284825812,"CH505_TF_DELGLY3_461",TRUE,FALSE,"MALAWI","C",2008
1.55702276275935,3.46476824338526,"CH505_TF_DELGLY4",TRUE,FALSE,"MALAWI","C",2008
0.0950871387591924,3.1849903678575,"CH505_TF_G458Y",TRUE,FALSE,"MALAWI","C",2008
-0.331121807039419,3.62015657738465,"CH505_TF_N279K",TRUE,FALSE,"MALAWI","C",2008
0.147382625362371,3.14662130410719,"CH505_TF_N279K_G458Y",TRUE,FALSE,"MALAWI","C",2008
0.0328820112601453,3.04716632291711,"CH505_TF_N279K_N280D_G458Y",TRUE,FALSE,"MALAWI","C",2008
1.61379423947756,3.30434203090952,"CH505_W4_3",TRUE,FALSE,"MALAWI","C",2008
2.71486415868875,3.93104716559205,"CT966_E1_7",TRUE,FALSE,"SOUTH AFRICA","C",2008
3.81820448124444,3.43605156888856,"KO426_N276D",TRUE,FALSE,"SOUTH AFRICA","C",2008
3.25137501487441,3.48259216857946,"KO426_S278R_N460D_N463D_G471S",TRUE,FALSE,"SOUTH AFRICA","C",2008
