"virusStrain","serumStrain","titer","virusYear","serumYear","cluster","color"
"A/Bilthoven/5657/1976","A/Amsterdam/1609/1977","1280",1976,1977,"VI75","darkgoldenrod1"
"A/Bilthoven/5657/1976","A/Bilthoven/2461/1978","80",1976,1978,"VI75","darkgoldenrod1"
"A/Bilthoven/5657/1976","A/Stockholm/10/1985","80",1976,1985,"VI75","darkgoldenrod1"
"A/Bilthoven/5657/1976","A/Wellington/4/1985","200",1976,1985,"VI75","darkgoldenrod1"
"A/Bilthoven/5657/1976","A/Victoria/7/1987","<20",1976,1987,"VI75","darkgoldenrod1"
"A/Bilthoven/5657/1976","A/Texas/1/1977","320",1976,1977,"VI75","darkgoldenrod1"
"A/Bilthoven/5657/1976","A/Bangkok/2/1979","160",1976,1979,"VI75","darkgoldenrod1"
"A/Bilthoven/5657/1976","A/England/496/1980","<20",1976,1980,"VI75","darkgoldenrod1"
"A/Bilthoven/5657/1976","A/Caen/1/1984","20",1976,1984,"VI75","darkgoldenrod1"
"A/Bilthoven/5657/1976","A/Colorado/2/1986","240",1976,1986,"VI75","darkgoldenrod1"
"A/Bilthoven/5657/1976","A/Beijing/353/1989","<20",1976,1989,"VI75","darkgoldenrod1"
"A/Bilthoven/5657/1976","A/Victoria/3/1975","1280",1976,1975,"VI75","darkgoldenrod1"
"A/Bilthoven/6545/1976","A/HongKong/1/1968","<20",1976,1968,"VI75","darkgoldenrod1"
"A/Bilthoven/6545/1976","A/England/42/1972","210",1976,1972,"VI75","darkgoldenrod1"
"A/Bilthoven/6545/1976","A/PortChalmers/1/1973","320",1976,1973,"VI75","darkgoldenrod1"
"A/Bilthoven/6545/1976","A/Scotland/840/1974","80",1976,1974,"VI75","darkgoldenrod1"
"A/Bilthoven/6545/1976","A/Victoria/3/1975","905",1976,1975,"VI75","darkgoldenrod1"
"A/Bilthoven/6545/1976","A/Leningrad/360/1986","80",1976,1986,"VI75","darkgoldenrod1"
"A/Bilthoven/6545/1976","A/Texas/1/1977","61",1976,1977,"VI75","darkgoldenrod1"
"A/Bilthoven/6545/1976","A/Amsterdam/1609/1977","1600",1976,1977,"VI75","darkgoldenrod1"
"A/Bilthoven/6545/1976","A/Bilthoven/2461/1978","80",1976,1978,"VI75","darkgoldenrod1"
"A/Bilthoven/6545/1976","A/Netherlands/330/1985","80",1976,1985,"VI75","darkgoldenrod1"
"A/Bilthoven/6545/1976","A/Stockholm/10/1985","80",1976,1985,"VI75","darkgoldenrod1"
"A/Bilthoven/6545/1976","A/Bangkok/1/1979","<10",1976,1979,"VI75","darkgoldenrod1"
"A/Bilthoven/6545/1976","A/Philipdarkgreens/2/1982","80",1976,1982,"VI75","darkgoldenrod1"
"A/Bilthoven/6545/1976","A/Christchurch/4/1985","40",1976,1985,"VI75","darkgoldenrod1"
"A/Bilthoven/6545/1976","A/Wellington/4/1985","113",1976,1985,"VI75","darkgoldenrod1"
"A/Bilthoven/6545/1976","A/Victoria/7/1987","<20",1976,1987,"VI75","darkgoldenrod1"
"A/Bilthoven/6545/1976","A/Texas/1/1977","320",1976,1977,"VI75","darkgoldenrod1"
"A/Bilthoven/6545/1976","A/Bangkok/2/1979","100",1976,1979,"VI75","darkgoldenrod1"
"A/Bilthoven/6545/1976","A/England/496/1980","<80",1976,1980,"VI75","darkgoldenrod1"
"A/Bilthoven/6545/1976","A/Caen/1/1984","20",1976,1984,"VI75","darkgoldenrod1"
"A/Bilthoven/6545/1976","A/Colorado/2/1986","320",1976,1986,"VI75","darkgoldenrod1"
"A/Bilthoven/6545/1976","A/Beijing/353/1989","<20",1976,1989,"VI75","darkgoldenrod1"
"A/Bilthoven/6545/1976","A/Victoria/3/1975","1280",1976,1975,"VI75","darkgoldenrod1"
"A/Amsterdam/1609/1977","A/HongKong/1/1968","10",1977,1968,"VI75","darkgoldenrod1"
"A/Amsterdam/1609/1977","A/England/42/1972","320",1977,1972,"VI75","darkgoldenrod1"
"A/Amsterdam/1609/1977","A/PortChalmers/1/1973","320",1977,1973,"VI75","darkgoldenrod1"
"A/Amsterdam/1609/1977","A/Scotland/840/1974","80",1977,1974,"VI75","darkgoldenrod1"
"A/Amsterdam/1609/1977","A/Victoria/3/1975","2560",1977,1975,"VI75","darkgoldenrod1"
"A/Amsterdam/1609/1977","A/Texas/1/1977","105",1977,1977,"VI75","darkgoldenrod1"
"A/Amsterdam/1609/1977","A/Bilthoven/21793/1972","160",1977,1972,"VI75","darkgoldenrod1"
"A/Amsterdam/1609/1977","A/Bilthoven/5930/1974","640",1977,1974,"VI75","darkgoldenrod1"
"A/Amsterdam/1609/1977","A/Amsterdam/1609/1977","2560",1977,1977,"VI75","darkgoldenrod1"
"A/Amsterdam/1609/1977","A/Bilthoven/2461/1978","<10",1977,1978,"VI75","darkgoldenrod1"
"A/Amsterdam/1609/1977","A/Rotterdam/577/1980","<10",1977,1980,"VI75","darkgoldenrod1"
"A/Amsterdam/1609/1977","A/Netherlands/209/1980","320",1977,1980,"VI75","darkgoldenrod1"
"A/Amsterdam/1609/1977","A/Netherlands/233/1982","80",1977,1982,"VI75","darkgoldenrod1"
"A/Amsterdam/1609/1977","A/Netherlands/241/1982","320",1977,1982,"VI75","darkgoldenrod1"
"A/Amsterdam/1609/1977","A/Netherlands/330/1985","139",1977,1985,"VI75","darkgoldenrod1"
"A/Amsterdam/1609/1977","A/Stockholm/10/1985","160",1977,1985,"VI75","darkgoldenrod1"
"A/Amsterdam/1609/1977","A/Netherlands/450/1988","<10",1977,1988,"VI75","darkgoldenrod1"
"A/Amsterdam/1609/1977","A/Victoria/2/1990","<10",1977,1990,"VI75","darkgoldenrod1"
"A/Amsterdam/1609/1977","A/Lyon/1149/1991","<10",1977,1991,"VI75","darkgoldenrod1"
"A/Amsterdam/1609/1977","A/Madrid/G252/1993","<10",1977,1993,"VI75","darkgoldenrod1"
"A/Amsterdam/1609/1977","A/Netherlands/1/1995","<10",1977,1995,"VI75","darkgoldenrod1"
"A/Amsterdam/1609/1977","A/Netherlands/218/1995","<10",1977,1995,"VI75","darkgoldenrod1"
"A/Amsterdam/1609/1977","A/Netherlands/172/1996","<10",1977,1996,"VI75","darkgoldenrod1"
"A/Amsterdam/1609/1977","A/Bangkok/1/1979","<10",1977,1979,"VI75","darkgoldenrod1"
"A/Amsterdam/1609/1977","A/Philipdarkgreens/2/1982","160",1977,1982,"VI75","darkgoldenrod1"
"A/Amsterdam/1609/1977","A/Wellington/4/1985","160",1977,1985,"VI75","darkgoldenrod1"
"A/Amsterdam/1609/1977","A/England/496/1980","80",1977,1980,"VI75","darkgoldenrod1"
"A/Bilthoven/3895/1977","A/HongKong/1/1968","10",1977,1968,"VI75","darkgoldenrod1"
"A/Bilthoven/3895/1977","A/England/42/1972","320",1977,1972,"VI75","darkgoldenrod1"
"A/Bilthoven/3895/1977","A/PortChalmers/1/1973","320",1977,1973,"VI75","darkgoldenrod1"
"A/Bilthoven/3895/1977","A/Scotland/840/1974","160",1977,1974,"VI75","darkgoldenrod1"
"A/Bilthoven/3895/1977","A/Victoria/3/1975","1016",1977,1975,"VI75","darkgoldenrod1"
"A/Bilthoven/3895/1977","A/Texas/1/1977","77",1977,1977,"VI75","darkgoldenrod1"
"A/Bilthoven/3895/1977","A/Amsterdam/1609/1977","1280",1977,1977,"VI75","darkgoldenrod1"
"A/Bilthoven/3895/1977","A/Bilthoven/2461/1978","80",1977,1978,"VI75","darkgoldenrod1"
"A/Bilthoven/3895/1977","A/Netherlands/330/1985","120",1977,1985,"VI75","darkgoldenrod1"
"A/Bilthoven/3895/1977","A/Stockholm/10/1985","80",1977,1985,"VI75","darkgoldenrod1"
"A/Bilthoven/3895/1977","A/Bangkok/1/1979","<10",1977,1979,"VI75","darkgoldenrod1"
"A/Bilthoven/3895/1977","A/Philipdarkgreens/2/1982","120",1977,1982,"VI75","darkgoldenrod1"
"A/Bilthoven/3895/1977","A/Wellington/4/1985","160",1977,1985,"VI75","darkgoldenrod1"
"A/Bilthoven/3895/1977","A/Victoria/7/1987","<20",1977,1987,"VI75","darkgoldenrod1"
"A/Bilthoven/3895/1977","A/Texas/1/1977","320",1977,1977,"VI75","darkgoldenrod1"
"A/Bilthoven/3895/1977","A/Bangkok/2/1979","160",1977,1979,"VI75","darkgoldenrod1"
"A/Bilthoven/3895/1977","A/Caen/1/1984","20",1977,1984,"VI75","darkgoldenrod1"
"A/Bilthoven/3895/1977","A/Colorado/2/1986","320",1977,1986,"VI75","darkgoldenrod1"
"A/Bilthoven/3895/1977","A/Beijing/353/1989","<20",1977,1989,"VI75","darkgoldenrod1"
"A/Bilthoven/3895/1977","A/Victoria/3/1975","1120",1977,1975,"VI75","darkgoldenrod1"
"A/Rotterdam/5828/1977","A/HongKong/1/1968","60",1977,1968,"VI75","darkgoldenrod1"
"A/Rotterdam/5828/1977","A/England/42/1972","320",1977,1972,"VI75","darkgoldenrod1"
"A/Rotterdam/5828/1977","A/PortChalmers/1/1973","320",1977,1973,"VI75","darkgoldenrod1"
"A/Rotterdam/5828/1977","A/Scotland/840/1974","320",1977,1974,"VI75","darkgoldenrod1"
"A/Rotterdam/5828/1977","A/Victoria/3/1975","905",1977,1975,"VI75","darkgoldenrod1"
"A/Rotterdam/5828/1977","A/Texas/1/1977","179",1977,1977,"VI75","darkgoldenrod1"
"A/Rotterdam/5828/1977","A/Amsterdam/1609/1977","1280",1977,1977,"VI75","darkgoldenrod1"
"A/Rotterdam/5828/1977","A/Bilthoven/2461/1978","70",1977,1978,"VI75","darkgoldenrod1"
"A/Rotterdam/5828/1977","A/Stockholm/10/1985","20",1977,1985,"VI75","darkgoldenrod1"
"A/Rotterdam/5828/1977","A/Wellington/4/1985","40",1977,1985,"VI75","darkgoldenrod1"
"A/Rotterdam/5828/1977","A/Victoria/7/1987","20",1977,1987,"VI75","darkgoldenrod1"
"A/Rotterdam/5828/1977","A/Texas/1/1977","120",1977,1977,"VI75","darkgoldenrod1"
"A/Rotterdam/5828/1977","A/Bangkok/2/1979","20",1977,1979,"VI75","darkgoldenrod1"
"A/Rotterdam/5828/1977","A/England/496/1980","<20",1977,1980,"VI75","darkgoldenrod1"
"A/Rotterdam/5828/1977","A/Caen/1/1984","20",1977,1984,"VI75","darkgoldenrod1"
"A/Rotterdam/5828/1977","A/Colorado/2/1986","40",1977,1986,"VI75","darkgoldenrod1"
"A/Rotterdam/5828/1977","A/Victoria/3/1975","640",1977,1975,"VI75","darkgoldenrod1"
"A/Rotterdam/8179/1977","A/HongKong/1/1968","40",1977,1968,"VI75","darkgoldenrod1"
"A/Rotterdam/8179/1977","A/England/42/1972","320",1977,1972,"VI75","darkgoldenrod1"
"A/Rotterdam/8179/1977","A/PortChalmers/1/1973","640",1977,1973,"VI75","darkgoldenrod1"
"A/Rotterdam/8179/1977","A/Scotland/840/1974","160",1977,1974,"VI75","darkgoldenrod1"
"A/Rotterdam/8179/1977","A/Victoria/3/1975","1197",1977,1975,"VI75","darkgoldenrod1"
"A/Rotterdam/8179/1977","A/Texas/1/1977","126",1977,1977,"VI75","darkgoldenrod1"
"A/Rotterdam/8179/1977","A/Amsterdam/1609/1977","2560",1977,1977,"VI75","darkgoldenrod1"
"A/Rotterdam/8179/1977","A/Bilthoven/2461/1978","100",1977,1978,"VI75","darkgoldenrod1"
"A/Rotterdam/8179/1977","A/Stockholm/10/1985","80",1977,1985,"VI75","darkgoldenrod1"
"A/Rotterdam/8179/1977","A/Wellington/4/1985","160",1977,1985,"VI75","darkgoldenrod1"
"A/Rotterdam/8179/1977","A/Victoria/7/1987","<20",1977,1987,"VI75","darkgoldenrod1"
"A/Rotterdam/8179/1977","A/Texas/1/1977","320",1977,1977,"VI75","darkgoldenrod1"
"A/Rotterdam/8179/1977","A/Bangkok/2/1979","80",1977,1979,"VI75","darkgoldenrod1"
"A/Rotterdam/8179/1977","A/England/496/1980","<20",1977,1980,"VI75","darkgoldenrod1"
"A/Rotterdam/8179/1977","A/Caen/1/1984","<20",1977,1984,"VI75","darkgoldenrod1"
"A/Rotterdam/8179/1977","A/Colorado/2/1986","320",1977,1986,"VI75","darkgoldenrod1"
"A/Rotterdam/8179/1977","A/Beijing/353/1989","<20",1977,1989,"VI75","darkgoldenrod1"
"A/Rotterdam/8179/1977","A/Victoria/3/1975","1280",1977,1975,"VI75","darkgoldenrod1"
"A/Texas/1/1977","A/England/42/1972","80",1977,1972,"TX77","brown"
"A/Texas/1/1977","A/PortChalmers/1/1973","320",1977,1973,"TX77","brown"
"A/Texas/1/1977","A/Scotland/840/1974","<10",1977,1974,"TX77","brown"
"A/Texas/1/1977","A/Leningrad/360/1986","320",1977,1986,"TX77","brown"
"A/Texas/1/1977","A/Texas/1/1977","248",1977,1977,"TX77","brown"
"A/Texas/1/1977","A/Netherlands/330/1985","453",1977,1985,"TX77","brown"
"A/Texas/1/1977","A/Bangkok/1/1979","254",1977,1979,"TX77","brown"
"A/Texas/1/1977","A/Philipdarkgreens/2/1982","496",1977,1982,"TX77","brown"
"A/Texas/1/1977","A/Wellington/4/1985","453",1977,1985,"TX77","brown"
"A/Texas/1/1977","A/Sichuan/2/1987","<10",1977,1987,"TX77","brown"
"A/Texas/1/1977","A/Texas/1/1977","2560",1977,1977,"TX77","brown"
"A/Texas/1/1977","A/England/496/1980","1280",1977,1980,"TX77","brown"
"A/Texas/1/1977","A/Netherlands/333/1985","320",1977,1985,"TX77","brown"
"A/Texas/1/1977","A/Shanghai/11/1987","40",1977,1987,"TX77","brown"
"A/Texas/1/1977","A/Guizhou/54/1989","<10",1977,1989,"TX77","brown"
"A/Texas/1/1977","A/Beijing/353/1989","<10",1977,1989,"TX77","brown"
"A/Texas/1/1977","A/Johannesburg/33/1994","<10",1977,1994,"TX77","brown"
"A/Texas/1/1977","A/Victoria/3/1975","320",1977,1975,"TX77","brown"
"A/Texas/1/1977","A/HongKong/107/1971","<10",1977,1971,"TX77","brown"
"A/Texas/1/1977","A/Philipdarkgreens/2/1982","320",1977,1982,"TX77","brown"
"A/Texas/1/1977","A/Beijing/32/1992","<10",1977,1992,"TX77","brown"
"A/Bangkok/1/1979","A/England/42/1972","<10",1979,1972,"BK79","green"
"A/Bangkok/1/1979","A/PortChalmers/1/1973","<10",1979,1973,"BK79","green"
"A/Bangkok/1/1979","A/Scotland/840/1974","<10",1979,1974,"BK79","green"
"A/Bangkok/1/1979","A/Leningrad/360/1986","226",1979,1986,"BK79","green"
"A/Bangkok/1/1979","A/Texas/1/1977","320",1979,1977,"BK79","green"
"A/Bangkok/1/1979","A/Netherlands/241/1982","1280",1979,1982,"BK79","green"
"A/Bangkok/1/1979","A/Netherlands/330/1985","640",1979,1985,"BK79","green"
"A/Bangkok/1/1979","A/Netherlands/450/1988","320",1979,1988,"BK79","green"
"A/Bangkok/1/1979","A/Bangkok/1/1979","640",1979,1979,"BK79","green"
"A/Bangkok/1/1979","A/Philipdarkgreens/2/1982","905",1979,1982,"BK79","green"
"A/Bangkok/1/1979","A/Wellington/4/1985","1055",1979,1985,"BK79","green"
"A/Bangkok/1/1979","A/Sichuan/2/1987","40",1979,1987,"BK79","green"
"A/Bangkok/1/1979","A/Texas/1/1977","1280",1979,1977,"BK79","green"
"A/Bangkok/1/1979","A/England/496/1980","1280",1979,1980,"BK79","green"
"A/Bangkok/1/1979","A/Netherlands/333/1985","320",1979,1985,"BK79","green"
"A/Bangkok/1/1979","A/Caen/1/1984","640",1979,1984,"BK79","green"
"A/Bangkok/1/1979","A/Caen/1/1984","80",1979,1984,"BK79","green"
"A/Bangkok/1/1979","A/Shanghai/11/1987","40",1979,1987,"BK79","green"
"A/Bangkok/1/1979","A/Guizhou/54/1989","<10",1979,1989,"BK79","green"
"A/Bangkok/1/1979","A/Beijing/353/1989","<10",1979,1989,"BK79","green"
"A/Bangkok/1/1979","A/Johannesburg/33/1994","<10",1979,1994,"BK79","green"
"A/Bangkok/1/1979","A/Victoria/3/1975","<10",1979,1975,"BK79","green"
"A/Bangkok/1/1979","A/HongKong/107/1971","<10",1979,1971,"BK79","green"
"A/Bangkok/1/1979","A/Philipdarkgreens/2/1982","160",1979,1982,"BK79","green"
"A/Bangkok/1/1979","A/Beijing/32/1992","<10",1979,1992,"BK79","green"
"A/Netherlands/209/1980","A/HongKong/1/1968","<10",1980,1968,"BK79","green"
"A/Netherlands/209/1980","A/England/42/1972","15",1980,1972,"BK79","green"
"A/Netherlands/209/1980","A/Scotland/840/1974","<10",1980,1974,"BK79","green"
"A/Netherlands/209/1980","A/Victoria/3/1975","57",1980,1975,"BK79","green"
"A/Netherlands/209/1980","A/Leningrad/360/1986","640",1980,1986,"BK79","green"
"A/Netherlands/209/1980","A/Texas/1/1977","421",1980,1977,"BK79","green"
"A/Netherlands/209/1980","A/Bilthoven/21793/1972","<10",1980,1972,"BK79","green"
"A/Netherlands/209/1980","A/Bilthoven/5930/1974","80",1980,1974,"BK79","green"
"A/Netherlands/209/1980","A/Amsterdam/1609/1977","226",1980,1977,"BK79","green"
"A/Netherlands/209/1980","A/Bilthoven/2461/1978","3620",1980,1978,"BK79","green"
"A/Netherlands/209/1980","A/Rotterdam/577/1980","5120",1980,1980,"BK79","green"
"A/Netherlands/209/1980","A/Netherlands/209/1980","2560",1980,1980,"BK79","green"
"A/Netherlands/209/1980","A/Netherlands/233/1982","1280",1980,1982,"BK79","green"
"A/Netherlands/209/1980","A/Netherlands/241/1982","2560",1980,1982,"BK79","green"
"A/Netherlands/209/1980","A/Netherlands/330/1985","1016",1980,1985,"BK79","green"
"A/Netherlands/209/1980","A/Stockholm/10/1985","1431",1980,1985,"BK79","green"
"A/Netherlands/209/1980","A/Victoria/2/1990","<10",1980,1990,"BK79","green"
"A/Netherlands/209/1980","A/Lyon/1149/1991","<10",1980,1991,"BK79","green"
"A/Netherlands/209/1980","A/Madrid/G252/1993","<10",1980,1993,"BK79","green"
"A/Netherlands/209/1980","A/Netherlands/1/1995","<10",1980,1995,"BK79","green"
"A/Netherlands/209/1980","A/Netherlands/218/1995","<10",1980,1995,"BK79","green"
"A/Netherlands/209/1980","A/Netherlands/172/1996","<10",1980,1996,"BK79","green"
"A/Netherlands/209/1980","A/Bangkok/1/1979","302",1980,1979,"BK79","green"
"A/Netherlands/209/1980","A/Philipdarkgreens/2/1982","844",1980,1982,"BK79","green"
"A/Netherlands/209/1980","A/Christchurch/4/1985","960",1980,1985,"BK79","green"
"A/Netherlands/209/1980","A/Wellington/4/1985","1280",1980,1985,"BK79","green"
"A/Netherlands/209/1980","A/Victoria/7/1987","25",1980,1987,"BK79","green"
"A/Netherlands/209/1980","A/Sichuan/2/1987","80",1980,1987,"BK79","green"
"A/Netherlands/209/1980","A/Texas/1/1977","2560",1980,1977,"BK79","green"
"A/Netherlands/209/1980","A/Bangkok/2/1979","1016",1980,1979,"BK79","green"
"A/Netherlands/209/1980","A/Caen/1/1984","240",1980,1984,"BK79","green"
"A/Netherlands/209/1980","A/Colorado/2/1986","10240",1980,1986,"BK79","green"
"A/Netherlands/209/1980","A/Beijing/353/1989","20",1980,1989,"BK79","green"
"A/Netherlands/209/1980","A/Victoria/3/1975","560",1980,1975,"BK79","green"
"A/Rotterdam/577/1980","A/HongKong/1/1968","<10",1980,1968,"BK79","green"
"A/Rotterdam/577/1980","A/England/42/1972","10",1980,1972,"BK79","green"
"A/Rotterdam/577/1980","A/Scotland/840/1974","<10",1980,1974,"BK79","green"
"A/Rotterdam/577/1980","A/Victoria/3/1975","53",1980,1975,"BK79","green"
"A/Rotterdam/577/1980","A/Leningrad/360/1986","960",1980,1986,"BK79","green"
"A/Rotterdam/577/1980","A/Texas/1/1977","716",1980,1977,"BK79","green"
"A/Rotterdam/577/1980","A/Bilthoven/21793/1972","<10",1980,1972,"BK79","green"
"A/Rotterdam/577/1980","A/Bilthoven/5930/1974","80",1980,1974,"BK79","green"
"A/Rotterdam/577/1980","A/Amsterdam/1609/1977","320",1980,1977,"BK79","green"
"A/Rotterdam/577/1980","A/Bilthoven/2461/1978","2449",1980,1978,"BK79","green"
"A/Rotterdam/577/1980","A/Rotterdam/577/1980","2560",1980,1980,"BK79","green"
"A/Rotterdam/577/1980","A/Netherlands/209/1980","5120",1980,1980,"BK79","green"
"A/Rotterdam/577/1980","A/Netherlands/233/1982","2560",1980,1982,"BK79","green"
"A/Rotterdam/577/1980","A/Netherlands/241/1982","2560",1980,1982,"BK79","green"
"A/Rotterdam/577/1980","A/Netherlands/330/1985","1016",1980,1985,"BK79","green"
"A/Rotterdam/577/1980","A/Stockholm/10/1985","1280",1980,1985,"BK79","green"
"A/Rotterdam/577/1980","A/Victoria/2/1990","<10",1980,1990,"BK79","green"
"A/Rotterdam/577/1980","A/Lyon/1149/1991","<10",1980,1991,"BK79","green"
"A/Rotterdam/577/1980","A/Madrid/G252/1993","<10",1980,1993,"BK79","green"
"A/Rotterdam/577/1980","A/Netherlands/1/1995","<10",1980,1995,"BK79","green"
"A/Rotterdam/577/1980","A/Netherlands/218/1995","<10",1980,1995,"BK79","green"
"A/Rotterdam/577/1980","A/Netherlands/172/1996","<10",1980,1996,"BK79","green"
"A/Rotterdam/577/1980","A/Bangkok/1/1979","226",1980,1979,"BK79","green"
"A/Rotterdam/577/1980","A/Philipdarkgreens/2/1982","842",1980,1982,"BK79","green"
"A/Rotterdam/577/1980","A/Christchurch/4/1985","1120",1980,1985,"BK79","green"
"A/Rotterdam/577/1980","A/Wellington/4/1985","972",1980,1985,"BK79","green"
"A/Rotterdam/577/1980","A/Victoria/7/1987","28",1980,1987,"BK79","green"
"A/Rotterdam/577/1980","A/Sichuan/2/1987","80",1980,1987,"BK79","green"
"A/Rotterdam/577/1980","A/Texas/1/1977","2560",1980,1977,"BK79","green"
"A/Rotterdam/577/1980","A/Bangkok/2/1979","905",1980,1979,"BK79","green"
"A/Rotterdam/577/1980","A/England/496/1980","2032",1980,1980,"BK79","green"
"A/Rotterdam/577/1980","A/Caen/1/1984","179",1980,1984,"BK79","green"
"A/Rotterdam/577/1980","A/Colorado/2/1986","8095",1980,1986,"BK79","green"
"A/Rotterdam/577/1980","A/Beijing/353/1989","<20",1980,1989,"BK79","green"
"A/Rotterdam/577/1980","A/Victoria/3/1975","640",1980,1975,"BK79","green"
"A/Lyon/2380/1981","A/Netherlands/450/1988","2560",1981,1988,"BK79","green"
"A/Lyon/2380/1981","A/Bangkok/1/1979","1280",1981,1979,"BK79","green"
"A/Lyon/2380/1981","A/Philipdarkgreens/2/1982","2560",1981,1982,"BK79","green"
"A/Lyon/2380/1981","A/Wellington/4/1985","5120",1981,1985,"BK79","green"
"A/Lyon/2380/1981","A/Texas/1/1977","5120",1981,1977,"BK79","green"
"A/Lyon/2380/1981","A/Bangkok/2/1979","2560",1981,1979,"BK79","green"
"A/Lyon/2380/1981","A/England/496/1980","5120",1981,1980,"BK79","green"
"A/Bilthoven/4791/1981","A/Texas/1/1977","640",1981,1977,"BK79","green"
"A/Bilthoven/4791/1981","A/Netherlands/450/1988","1280",1981,1988,"BK79","green"
"A/Bilthoven/4791/1981","A/Bangkok/1/1979","453",1981,1979,"BK79","green"
"A/Bilthoven/4791/1981","A/Philipdarkgreens/2/1982","905",1981,1982,"BK79","green"
"A/Bilthoven/4791/1981","A/Wellington/4/1985","2560",1981,1985,"BK79","green"
"A/Bilthoven/4791/1981","A/Texas/1/1977","2560",1981,1977,"BK79","green"
"A/Bilthoven/4791/1981","A/Bangkok/2/1979","1280",1981,1979,"BK79","green"
"A/Bilthoven/4791/1981","A/England/496/1980","1810",1981,1980,"BK79","green"
"A/Netherlands/241/1982","A/Victoria/3/1975","40",1982,1975,"BK79","green"
"A/Netherlands/241/1982","A/Texas/1/1977","200",1982,1977,"BK79","green"
"A/Netherlands/241/1982","A/Bilthoven/21793/1972","<10",1982,1972,"BK79","green"
"A/Netherlands/241/1982","A/Bilthoven/5930/1974","<10",1982,1974,"BK79","green"
"A/Netherlands/241/1982","A/Amsterdam/1609/1977","172",1982,1977,"BK79","green"
"A/Netherlands/241/1982","A/Bilthoven/2461/1978","972",1982,1978,"BK79","green"
"A/Netherlands/241/1982","A/Rotterdam/577/1980","640",1982,1980,"BK79","green"
"A/Netherlands/241/1982","A/Netherlands/209/1980","2560",1982,1980,"BK79","green"
"A/Netherlands/241/1982","A/Netherlands/233/1982","1280",1982,1982,"BK79","green"
"A/Netherlands/241/1982","A/Netherlands/241/1982","2560",1982,1982,"BK79","green"
"A/Netherlands/241/1982","A/Netherlands/330/1985","1280",1982,1985,"BK79","green"
"A/Netherlands/241/1982","A/Stockholm/10/1985","1280",1982,1985,"BK79","green"
"A/Netherlands/241/1982","A/Netherlands/450/1988","80",1982,1988,"BK79","green"
"A/Netherlands/241/1982","A/Victoria/2/1990","<10",1982,1990,"BK79","green"
"A/Netherlands/241/1982","A/Lyon/1149/1991","<10",1982,1991,"BK79","green"
"A/Netherlands/241/1982","A/Madrid/G252/1993","<10",1982,1993,"BK79","green"
"A/Netherlands/241/1982","A/Netherlands/1/1995","<10",1982,1995,"BK79","green"
"A/Netherlands/241/1982","A/Netherlands/218/1995","<10",1982,1995,"BK79","green"
"A/Netherlands/241/1982","A/Netherlands/172/1996","<10",1982,1996,"BK79","green"
"A/Netherlands/241/1982","A/Wellington/4/1985","1280",1982,1985,"BK79","green"
"A/Netherlands/241/1982","A/Victoria/7/1987","40",1982,1987,"BK79","green"
"A/Netherlands/241/1982","A/Texas/1/1977","1280",1982,1977,"BK79","green"
"A/Netherlands/241/1982","A/Bangkok/2/1979","1120",1982,1979,"BK79","green"
"A/Netherlands/241/1982","A/England/496/1980","1280",1982,1980,"BK79","green"
"A/Netherlands/241/1982","A/Caen/1/1984","113",1982,1984,"BK79","green"
"A/Netherlands/241/1982","A/Colorado/2/1986","3620",1982,1986,"BK79","green"
"A/Netherlands/241/1982","A/Beijing/353/1989","35",1982,1989,"BK79","green"
"A/Netherlands/241/1982","A/Victoria/3/1975","320",1982,1975,"BK79","green"
"A/Auckland/4382/1982","A/Netherlands/450/1988","1280",1982,1988,"BK79","green"
"A/Auckland/4382/1982","A/Bangkok/1/1979","1280",1982,1979,"BK79","green"
"A/Auckland/4382/1982","A/Philipdarkgreens/2/1982","5120",1982,1982,"BK79","green"
"A/Auckland/4382/1982","A/Wellington/4/1985","5120",1982,1985,"BK79","green"
"A/Auckland/4382/1982","A/Texas/1/1977","10240",1982,1977,"BK79","green"
"A/Auckland/4382/1982","A/Bangkok/2/1979","2560",1982,1979,"BK79","green"
"A/Auckland/4382/1982","A/England/496/1980","5120",1982,1980,"BK79","green"
"A/Bilthoven/10684/1982","A/Texas/1/1977","1280",1982,1977,"BK79","green"
"A/Bilthoven/10684/1982","A/Netherlands/450/1988","640",1982,1988,"BK79","green"
"A/Bilthoven/10684/1982","A/Bangkok/1/1979","453",1982,1979,"BK79","green"
"A/Bilthoven/10684/1982","A/Philipdarkgreens/2/1982","1280",1982,1982,"BK79","green"
"A/Bilthoven/10684/1982","A/Wellington/4/1985","2560",1982,1985,"BK79","green"
"A/Bilthoven/10684/1982","A/Texas/1/1977","2560",1982,1977,"BK79","green"
"A/Bilthoven/10684/1982","A/Bangkok/2/1979","905",1982,1979,"BK79","green"
"A/Bilthoven/10684/1982","A/England/496/1980","3620",1982,1980,"BK79","green"
"A/Philipdarkgreens/2/1982","A/HongKong/1/1968","<10",1982,1968,"BK79","green"
"A/Philipdarkgreens/2/1982","A/England/42/1972","<10",1982,1972,"BK79","green"
"A/Philipdarkgreens/2/1982","A/PortChalmers/1/1973","<10",1982,1973,"BK79","green"
"A/Philipdarkgreens/2/1982","A/Scotland/840/1974","<10",1982,1974,"BK79","green"
"A/Philipdarkgreens/2/1982","A/Leningrad/360/1986","226",1982,1986,"BK79","green"
