"virusStrain","serumStrain","titer","virusYear","serumYear","cluster","color"
"A/Bilthoven/15793/1968","A/HongKong/1/1968","354",1968,1968,"HK68","purple"
"A/Bilthoven/15793/1968","A/England/42/1972","501",1968,1972,"HK68","purple"
"A/Bilthoven/15793/1968","A/PortChalmers/1/1973","109",1968,1973,"HK68","purple"
"A/Bilthoven/15793/1968","A/Victoria/3/1975","63",1968,1975,"HK68","purple"
"A/Bilthoven/15793/1968","A/Leningrad/360/1986","<10",1968,1986,"HK68","purple"
"A/Bilthoven/15793/1968","A/Texas/1/1977","<20",1968,1977,"HK68","purple"
"A/Bilthoven/15793/1968","A/Netherlands/330/1985","<10",1968,1985,"HK68","purple"
"A/Bilthoven/15793/1968","A/Bangkok/1/1979","<10",1968,1979,"HK68","purple"
"A/Bilthoven/15793/1968","A/Philipdarkgreens/2/1982","<10",1968,1982,"HK68","purple"
"A/Bilthoven/15793/1968","A/Wellington/4/1985","<10",1968,1985,"HK68","purple"
"A/Bilthoven/15793/1968","A/England/496/1980","<10",1968,1980,"HK68","purple"
"A/Bilthoven/16190/1968","A/HongKong/1/1968","640",1968,1968,"HK68","purple"
"A/Bilthoven/16190/1968","A/England/42/1972","320",1968,1972,"HK68","purple"
"A/Bilthoven/16190/1968","A/PortChalmers/1/1973","80",1968,1973,"HK68","purple"
"A/Bilthoven/16190/1968","A/Scotland/840/1974","40",1968,1974,"HK68","purple"
"A/Bilthoven/16190/1968","A/Victoria/3/1975","40",1968,1975,"HK68","purple"
"A/Bilthoven/16190/1968","A/Bilthoven/21793/1972","640",1968,1972,"HK68","purple"
"A/Bilthoven/16190/1968","A/Bilthoven/5930/1974","320",1968,1974,"HK68","purple"
"A/Bilthoven/16190/1968","A/Amsterdam/1609/1977","<10",1968,1977,"HK68","purple"
"A/Bilthoven/16190/1968","A/Bilthoven/2461/1978","<10",1968,1978,"HK68","purple"
"A/Bilthoven/16190/1968","A/Rotterdam/577/1980","<10",1968,1980,"HK68","purple"
"A/Bilthoven/16190/1968","A/Netherlands/209/1980","<10",1968,1980,"HK68","purple"
"A/Bilthoven/16190/1968","A/Netherlands/233/1982","<10",1968,1982,"HK68","purple"
"A/Bilthoven/16190/1968","A/Netherlands/241/1982","<10",1968,1982,"HK68","purple"
"A/Bilthoven/16190/1968","A/Netherlands/330/1985","<10",1968,1985,"HK68","purple"
"A/Bilthoven/16190/1968","A/Stockholm/10/1985","<10",1968,1985,"HK68","purple"
"A/Bilthoven/16190/1968","A/Victoria/2/1990","<10",1968,1990,"HK68","purple"
"A/Bilthoven/16190/1968","A/Lyon/1149/1991","<10",1968,1991,"HK68","purple"
"A/Bilthoven/16190/1968","A/Madrid/G252/1993","<10",1968,1993,"HK68","purple"
"A/Bilthoven/16190/1968","A/Netherlands/1/1995","<10",1968,1995,"HK68","purple"
"A/Bilthoven/16190/1968","A/Netherlands/218/1995","<10",1968,1995,"HK68","purple"
"A/Bilthoven/16190/1968","A/Netherlands/172/1996","<10",1968,1996,"HK68","purple"
"A/Bilthoven/16398/1968","A/HongKong/1/1968","1163",1968,1968,"HK68","purple"
"A/Bilthoven/16398/1968","A/England/42/1972","1163",1968,1972,"HK68","purple"
"A/Bilthoven/16398/1968","A/PortChalmers/1/1973","291",1968,1973,"HK68","purple"
"A/Bilthoven/16398/1968","A/Scotland/840/1974","73",1968,1974,"HK68","purple"
"A/Bilthoven/16398/1968","A/Victoria/3/1975","89",1968,1975,"HK68","purple"
"A/Bilthoven/16398/1968","A/Texas/1/1977","<20",1968,1977,"HK68","purple"
"A/Bilthoven/16398/1968","A/Amsterdam/1609/1977","<20",1968,1977,"HK68","purple"
"A/Bilthoven/16398/1968","A/Bilthoven/2461/1978","<20",1968,1978,"HK68","purple"
"A/Bilthoven/16398/1968","A/Victoria/7/1987","<20",1968,1987,"HK68","purple"
"A/Bilthoven/16398/1968","A/Texas/1/1977","35",1968,1977,"HK68","purple"
"A/Bilthoven/16398/1968","A/Bangkok/2/1979","<20",1968,1979,"HK68","purple"
"A/Bilthoven/16398/1968","A/England/496/1980","<20",1968,1980,"HK68","purple"
"A/Bilthoven/16398/1968","A/Caen/1/1984","<20",1968,1984,"HK68","purple"
"A/Bilthoven/16398/1968","A/Colorado/2/1986","<20",1968,1986,"HK68","purple"
"A/Bilthoven/16398/1968","A/Beijing/353/1989","<20",1968,1989,"HK68","purple"
"A/Bilthoven/16398/1968","A/Victoria/3/1975","<20",1968,1975,"HK68","purple"
"A/HongKong/1/1968","A/HongKong/1/1968","1280",1968,1968,"HK68","purple"
"A/HongKong/1/1968","A/England/42/1972","2560",1968,1972,"HK68","purple"
"A/HongKong/1/1968","A/PortChalmers/1/1973","53",1968,1973,"HK68","purple"
"A/HongKong/1/1968","A/Scotland/840/1974","<10",1968,1974,"HK68","purple"
"A/HongKong/1/1968","A/Leningrad/360/1986","<10",1968,1986,"HK68","purple"
"A/HongKong/1/1968","A/Netherlands/1/1995","<10",1968,1995,"HK68","purple"
"A/HongKong/1/1968","A/Netherlands/218/1995","<10",1968,1995,"HK68","purple"
"A/HongKong/1/1968","A/Netherlands/172/1996","<10",1968,1996,"HK68","purple"
"A/HongKong/1/1968","A/Bangkok/1/1979","<10",1968,1979,"HK68","purple"
"A/HongKong/1/1968","A/Texas/1/1977","<10",1968,1977,"HK68","purple"
"A/HongKong/1/1968","A/Shanghai/11/1987","<10",1968,1987,"HK68","purple"
"A/HongKong/1/1968","A/Guangdong/25/1993","<10",1968,1993,"HK68","purple"
"A/HongKong/1/1968","A/Johannesburg/33/1994","<10",1968,1994,"HK68","purple"
"A/HongKong/1/1968","A/Netherlands/47/1995","<10",1968,1995,"HK68","purple"
"A/HongKong/1/1968","A/Nanchang/933/1995","<10",1968,1995,"HK68","purple"
"A/HongKong/1/1968","A/Lyon/2279/1995","<10",1968,1995,"HK68","purple"
"A/HongKong/1/1968","A/Singapore/1/1996","<10",1968,1996,"HK68","purple"
"A/HongKong/1/1968","A/Auckland/10/1997","<10",1968,1997,"HK68","purple"
"A/HongKong/1/1968","A/Netherlands/5/1998","<10",1968,1998,"HK68","purple"
"A/HongKong/1/1968","A/Victoria/3/1975","<10",1968,1975,"HK68","purple"
"A/HongKong/1/1968","A/Netherlands/18/1994","<10",1968,1994,"HK68","purple"
"A/HongKong/1/1968","A/HongKong/107/1971","1280",1968,1971,"HK68","purple"
"A/HongKong/1/1968","A/Philipdarkgreens/2/1982","<10",1968,1982,"HK68","purple"
"A/HongKong/1/1968","A/Beijing/32/1992","<10",1968,1992,"HK68","purple"
"A/HongKong/1/1968","A/Netherlands/286/1997","<10",1968,1997,"HK68","purple"
"A/HongKong/1/1968","A/Sydney/5/1997","<10",1968,1997,"HK68","purple"
"A/Bilthoven/808/1969","A/HongKong/1/1968","320",1969,1968,"HK68","purple"
"A/Bilthoven/808/1969","A/England/42/1972","640",1969,1972,"HK68","purple"
"A/Bilthoven/808/1969","A/PortChalmers/1/1973","120",1969,1973,"HK68","purple"
"A/Bilthoven/808/1969","A/Scotland/840/1974","80",1969,1974,"HK68","purple"
"A/Bilthoven/808/1969","A/Victoria/3/1975","160",1969,1975,"HK68","purple"
"A/Bilthoven/808/1969","A/Leningrad/360/1986","<10",1969,1986,"HK68","purple"
"A/Bilthoven/908/1969","A/HongKong/1/1968","1280",1969,1968,"HK68","purple"
"A/Bilthoven/908/1969","A/England/42/1972","640",1969,1972,"HK68","purple"
"A/Bilthoven/908/1969","A/PortChalmers/1/1973","80",1969,1973,"HK68","purple"
"A/Bilthoven/908/1969","A/Scotland/840/1974","40",1969,1974,"HK68","purple"
"A/Bilthoven/908/1969","A/Victoria/3/1975","57",1969,1975,"HK68","purple"
"A/Bilthoven/908/1969","A/Leningrad/360/1986","<10",1969,1986,"HK68","purple"
"A/Bilthoven/908/1969","A/Texas/1/1977","<20",1969,1977,"HK68","purple"
"A/Bilthoven/908/1969","A/Amsterdam/1609/1977","<20",1969,1977,"HK68","purple"
"A/Bilthoven/908/1969","A/Bilthoven/2461/1978","<20",1969,1978,"HK68","purple"
"A/Bilthoven/908/1969","A/Victoria/7/1987","<20",1969,1987,"HK68","purple"
"A/Bilthoven/908/1969","A/Texas/1/1977","60",1969,1977,"HK68","purple"
"A/Bilthoven/908/1969","A/Bangkok/2/1979","<20",1969,1979,"HK68","purple"
"A/Bilthoven/908/1969","A/England/496/1980","<20",1969,1980,"HK68","purple"
"A/Bilthoven/908/1969","A/Caen/1/1984","<20",1969,1984,"HK68","purple"
"A/Bilthoven/908/1969","A/Colorado/2/1986","<20",1969,1986,"HK68","purple"
"A/Bilthoven/908/1969","A/Beijing/353/1989","<20",1969,1989,"HK68","purple"
"A/Bilthoven/908/1969","A/Victoria/3/1975","<20",1969,1975,"HK68","purple"
"A/Bilthoven/17938/1969","A/HongKong/1/1968","554",1969,1968,"HK68","purple"
"A/Bilthoven/17938/1969","A/England/42/1972","453",1969,1972,"HK68","purple"
"A/Bilthoven/17938/1969","A/PortChalmers/1/1973","113",1969,1973,"HK68","purple"
"A/Bilthoven/17938/1969","A/Scotland/840/1974","42",1969,1974,"HK68","purple"
"A/Bilthoven/17938/1969","A/Victoria/3/1975","46",1969,1975,"HK68","purple"
"A/Bilthoven/17938/1969","A/Leningrad/360/1986","<10",1969,1986,"HK68","purple"
"A/Bilthoven/17938/1969","A/Texas/1/1977","<20",1969,1977,"HK68","purple"
"A/Bilthoven/17938/1969","A/Amsterdam/1609/1977","<20",1969,1977,"HK68","purple"
"A/Bilthoven/17938/1969","A/Bilthoven/2461/1978","<20",1969,1978,"HK68","purple"
"A/Bilthoven/17938/1969","A/Netherlands/330/1985","<10",1969,1985,"HK68","purple"
"A/Bilthoven/17938/1969","A/Bangkok/1/1979","<10",1969,1979,"HK68","purple"
"A/Bilthoven/17938/1969","A/Philipdarkgreens/2/1982","<10",1969,1982,"HK68","purple"
"A/Bilthoven/17938/1969","A/Victoria/7/1987","<20",1969,1987,"HK68","purple"
"A/Bilthoven/17938/1969","A/Texas/1/1977","25",1969,1977,"HK68","purple"
"A/Bilthoven/17938/1969","A/Bangkok/2/1979","<20",1969,1979,"HK68","purple"
"A/Bilthoven/17938/1969","A/England/496/1980","<20",1969,1980,"HK68","purple"
"A/Bilthoven/17938/1969","A/Caen/1/1984","<20",1969,1984,"HK68","purple"
"A/Bilthoven/17938/1969","A/Colorado/2/1986","<20",1969,1986,"HK68","purple"
"A/Bilthoven/17938/1969","A/Beijing/353/1989","<20",1969,1989,"HK68","purple"
"A/Bilthoven/17938/1969","A/Victoria/3/1975","<20",1969,1975,"HK68","purple"
"A/Bilthoven/93/1970","A/HongKong/1/1968","1109",1970,1968,"HK68","purple"
"A/Bilthoven/93/1970","A/England/42/1972","640",1970,1972,"HK68","purple"
"A/Bilthoven/93/1970","A/Scotland/840/1974","57",1970,1974,"HK68","purple"
"A/Bilthoven/93/1970","A/Victoria/3/1975","46",1970,1975,"HK68","purple"
"A/Bilthoven/93/1970","A/Leningrad/360/1986","<10",1970,1986,"HK68","purple"
"A/Bilthoven/93/1970","A/Texas/1/1977","<20",1970,1977,"HK68","purple"
"A/Bilthoven/93/1970","A/Amsterdam/1609/1977","<20",1970,1977,"HK68","purple"
"A/Bilthoven/93/1970","A/Bilthoven/2461/1978","<20",1970,1978,"HK68","purple"
"A/Bilthoven/93/1970","A/Netherlands/330/1985","<10",1970,1985,"HK68","purple"
"A/Bilthoven/93/1970","A/Bangkok/1/1979","<10",1970,1979,"HK68","purple"
"A/Bilthoven/93/1970","A/Philipdarkgreens/2/1982","<10",1970,1982,"HK68","purple"
"A/Bilthoven/93/1970","A/Victoria/7/1987","<20",1970,1987,"HK68","purple"
"A/Bilthoven/93/1970","A/Texas/1/1977","<20",1970,1977,"HK68","purple"
"A/Bilthoven/93/1970","A/Bangkok/2/1979","<20",1970,1979,"HK68","purple"
"A/Bilthoven/93/1970","A/England/496/1980","<20",1970,1980,"HK68","purple"
"A/Bilthoven/93/1970","A/Caen/1/1984","<20",1970,1984,"HK68","purple"
"A/Bilthoven/93/1970","A/Colorado/2/1986","<20",1970,1986,"HK68","purple"
"A/Bilthoven/93/1970","A/Beijing/353/1989","<20",1970,1989,"HK68","purple"
"A/Bilthoven/93/1970","A/Victoria/3/1975","<20",1970,1975,"HK68","purple"
"A/Bilthoven/2668/1970","A/HongKong/1/1968","320",1970,1968,"HK68","purple"
"A/Bilthoven/2668/1970","A/England/42/1972","320",1970,1972,"HK68","purple"
"A/Bilthoven/2668/1970","A/PortChalmers/1/1973","80",1970,1973,"HK68","purple"
"A/Bilthoven/2668/1970","A/Scotland/840/1974","24",1970,1974,"HK68","purple"
"A/Bilthoven/2668/1970","A/Victoria/3/1975","46",1970,1975,"HK68","purple"
"A/Bilthoven/2668/1970","A/Leningrad/360/1986","<10",1970,1986,"HK68","purple"
"A/Bilthoven/2668/1970","A/Texas/1/1977","<20",1970,1977,"HK68","purple"
"A/Bilthoven/2668/1970","A/Amsterdam/1609/1977","<20",1970,1977,"HK68","purple"
"A/Bilthoven/2668/1970","A/Bilthoven/2461/1978","<20",1970,1978,"HK68","purple"
"A/Bilthoven/2668/1970","A/Netherlands/330/1985","<10",1970,1985,"HK68","purple"
"A/Bilthoven/2668/1970","A/Bangkok/1/1979","<10",1970,1979,"HK68","purple"
"A/Bilthoven/2668/1970","A/Philipdarkgreens/2/1982","<10",1970,1982,"HK68","purple"
"A/Bilthoven/2668/1970","A/Victoria/7/1987","<20",1970,1987,"HK68","purple"
"A/Bilthoven/2668/1970","A/Texas/1/1977","<20",1970,1977,"HK68","purple"
"A/Bilthoven/2668/1970","A/Bangkok/2/1979","<20",1970,1979,"HK68","purple"
"A/Bilthoven/2668/1970","A/England/496/1980","<20",1970,1980,"HK68","purple"
"A/Bilthoven/2668/1970","A/Caen/1/1984","<20",1970,1984,"HK68","purple"
"A/Bilthoven/2668/1970","A/Colorado/2/1986","<20",1970,1986,"HK68","purple"
"A/Bilthoven/2668/1970","A/Beijing/353/1989","<20",1970,1989,"HK68","purple"
"A/Bilthoven/2668/1970","A/Victoria/3/1975","<20",1970,1975,"HK68","purple"
"A/Bilthoven/6449/1971","A/HongKong/1/1968","165",1971,1968,"HK68","purple"
"A/Bilthoven/6449/1971","A/England/42/1972","392",1971,1972,"HK68","purple"
"A/Bilthoven/6449/1971","A/PortChalmers/1/1973","57",1971,1973,"HK68","purple"
"A/Bilthoven/6449/1971","A/Victoria/3/1975","35",1971,1975,"HK68","purple"
"A/Bilthoven/6449/1971","A/Leningrad/360/1986","<10",1971,1986,"HK68","purple"
"A/Bilthoven/6449/1971","A/Texas/1/1977","<20",1971,1977,"HK68","purple"
"A/Bilthoven/6449/1971","A/Amsterdam/1609/1977","<20",1971,1977,"HK68","purple"
"A/Bilthoven/6449/1971","A/Bilthoven/2461/1978","<20",1971,1978,"HK68","purple"
"A/Bilthoven/6449/1971","A/Netherlands/330/1985","<10",1971,1985,"HK68","purple"
"A/Bilthoven/6449/1971","A/Stockholm/10/1985","<20",1971,1985,"HK68","purple"
"A/Bilthoven/6449/1971","A/Bangkok/1/1979","<10",1971,1979,"HK68","purple"
"A/Bilthoven/6449/1971","A/Philipdarkgreens/2/1982","<10",1971,1982,"HK68","purple"
"A/Bilthoven/6449/1971","A/Wellington/4/1985","<20",1971,1985,"HK68","purple"
"A/Bilthoven/6449/1971","A/Victoria/7/1987","<20",1971,1987,"HK68","purple"
"A/Bilthoven/6449/1971","A/Texas/1/1977","<20",1971,1977,"HK68","purple"
"A/Bilthoven/6449/1971","A/Bangkok/2/1979","<20",1971,1979,"HK68","purple"
"A/Bilthoven/6449/1971","A/England/496/1980","<20",1971,1980,"HK68","purple"
"A/Bilthoven/6449/1971","A/Caen/1/1984","<20",1971,1984,"HK68","purple"
"A/Bilthoven/6449/1971","A/Colorado/2/1986","<20",1971,1986,"HK68","purple"
"A/Bilthoven/6449/1971","A/Beijing/353/1989","<20",1971,1989,"HK68","purple"
"A/Bilthoven/6449/1971","A/Victoria/3/1975","<20",1971,1975,"HK68","purple"
"A/Bilthoven/21438/1971","A/HongKong/1/1968","905",1971,1968,"HK68","purple"
"A/Bilthoven/21438/1971","A/England/42/1972","905",1971,1972,"HK68","purple"
"A/Bilthoven/21438/1971","A/PortChalmers/1/1973","139",1971,1973,"HK68","purple"
"A/Bilthoven/21438/1971","A/Scotland/840/1974","98",1971,1974,"HK68","purple"
"A/Bilthoven/21438/1971","A/Victoria/3/1975","89",1971,1975,"HK68","purple"
"A/Bilthoven/21438/1971","A/Leningrad/360/1986","<10",1971,1986,"HK68","purple"
"A/Bilthoven/21438/1971","A/Texas/1/1977","<40",1971,1977,"HK68","purple"
"A/Bilthoven/21438/1971","A/Amsterdam/1609/1977","<20",1971,1977,"HK68","purple"
"A/Bilthoven/21438/1971","A/Bilthoven/2461/1978","<20",1971,1978,"HK68","purple"
"A/Bilthoven/21438/1971","A/Netherlands/330/1985","<10",1971,1985,"HK68","purple"
"A/Bilthoven/21438/1971","A/Stockholm/10/1985","<20",1971,1985,"HK68","purple"
"A/Bilthoven/21438/1971","A/Bangkok/1/1979","<10",1971,1979,"HK68","purple"
"A/Bilthoven/21438/1971","A/Philipdarkgreens/2/1982","<10",1971,1982,"HK68","purple"
"A/Bilthoven/21438/1971","A/Victoria/7/1987","<20",1971,1987,"HK68","purple"
"A/Bilthoven/21438/1971","A/Texas/1/1977","40",1971,1977,"HK68","purple"
"A/Bilthoven/21438/1971","A/Bangkok/2/1979","<20",1971,1979,"HK68","purple"
"A/Bilthoven/21438/1971","A/England/496/1980","<20",1971,1980,"HK68","purple"
"A/Bilthoven/21438/1971","A/Caen/1/1984","<20",1971,1984,"HK68","purple"
"A/Bilthoven/21438/1971","A/Colorado/2/1986","<20",1971,1986,"HK68","purple"
"A/Bilthoven/21438/1971","A/Beijing/353/1989","<20",1971,1989,"HK68","purple"
"A/Bilthoven/21438/1971","A/Victoria/3/1975","<20",1971,1975,"HK68","purple"
"A/Bilthoven/21801/1971","A/HongKong/1/1968","905",1971,1968,"HK68","purple"
"A/Bilthoven/21801/1971","A/England/42/1972","905",1971,1972,"HK68","purple"
"A/Bilthoven/21801/1971","A/PortChalmers/1/1973","160",1971,1973,"HK68","purple"
"A/Bilthoven/21801/1971","A/Scotland/840/1974","98",1971,1974,"HK68","purple"
"A/Bilthoven/21801/1971","A/Victoria/3/1975","87",1971,1975,"HK68","purple"
"A/Bilthoven/21801/1971","A/Leningrad/360/1986","<10",1971,1986,"HK68","purple"
"A/Bilthoven/21801/1971","A/Texas/1/1977","<40",1971,1977,"HK68","purple"
"A/Bilthoven/21801/1971","A/Amsterdam/1609/1977","<20",1971,1977,"HK68","purple"
"A/Bilthoven/21801/1971","A/Bilthoven/2461/1978","<20",1971,1978,"HK68","purple"
"A/Bilthoven/21801/1971","A/Netherlands/330/1985","<10",1971,1985,"HK68","purple"
"A/Bilthoven/21801/1971","A/Stockholm/10/1985","<20",1971,1985,"HK68","purple"
"A/Bilthoven/21801/1971","A/Bangkok/1/1979","<10",1971,1979,"HK68","purple"
"A/Bilthoven/21801/1971","A/Philipdarkgreens/2/1982","<10",1971,1982,"HK68","purple"
"A/Bilthoven/21801/1971","A/Victoria/7/1987","<20",1971,1987,"HK68","purple"
"A/Bilthoven/21801/1971","A/Texas/1/1977","35",1971,1977,"HK68","purple"
"A/Bilthoven/21801/1971","A/Bangkok/2/1979","<20",1971,1979,"HK68","purple"
"A/Bilthoven/21801/1971","A/England/496/1980","<20",1971,1980,"HK68","purple"
"A/Bilthoven/21801/1971","A/Caen/1/1984","<20",1971,1984,"HK68","purple"
"A/Bilthoven/21801/1971","A/Colorado/2/1986","<20",1971,1986,"HK68","purple"
"A/Bilthoven/21801/1971","A/Beijing/353/1989","<20",1971,1989,"HK68","purple"
"A/Bilthoven/21801/1971","A/Victoria/3/1975","<20",1971,1975,"HK68","purple"
"A/HongKong/107/1971","A/England/42/1972","320",1971,1972,"HK68","purple"
"A/HongKong/107/1971","A/PortChalmers/1/1973","1280",1971,1973,"HK68","purple"
"A/HongKong/107/1971","A/Scotland/840/1974","320",1971,1974,"HK68","purple"
"A/HongKong/107/1971","A/Leningrad/360/1986","<10",1971,1986,"HK68","purple"
"A/HongKong/107/1971","A/Bangkok/1/1979","<10",1971,1979,"HK68","purple"
"A/HongKong/107/1971","A/Sichuan/2/1987","<10",1971,1987,"HK68","purple"
"A/HongKong/107/1971","A/Texas/1/1977","<10",1971,1977,"HK68","purple"
"A/HongKong/107/1971","A/Shanghai/11/1987","<10",1971,1987,"HK68","purple"
"A/HongKong/107/1971","A/Guizhou/54/1989","<10",1971,1989,"HK68","purple"
"A/HongKong/107/1971","A/Beijing/353/1989","<10",1971,1989,"HK68","purple"
"A/HongKong/107/1971","A/Johannesburg/33/1994","<10",1971,1994,"HK68","purple"
"A/HongKong/107/1971","A/Victoria/3/1975","<10",1971,1975,"HK68","purple"
"A/HongKong/107/1971","A/HongKong/107/1971","5120",1971,1971,"HK68","purple"
"A/HongKong/107/1971","A/Philipdarkgreens/2/1982","<10",1971,1982,"HK68","purple"
"A/HongKong/107/1971","A/Beijing/32/1992","<10",1971,1992,"HK68","purple"
"A/Bilthoven/6022/1972","A/HongKong/1/1968","453",1972,1968,"HK68","purple"
"A/Bilthoven/6022/1972","A/England/42/1972","905",1972,1972,"HK68","purple"
"A/Bilthoven/6022/1972","A/PortChalmers/1/1973","226",1972,1973,"HK68","purple"
"A/Bilthoven/6022/1972","A/Scotland/840/1974","226",1972,1974,"HK68","purple"
"A/Bilthoven/6022/1972","A/Victoria/3/1975","184",1972,1975,"HK68","purple"
"A/Bilthoven/6022/1972","A/Leningrad/360/1986","<10",1972,1986,"HK68","purple"
"A/Bilthoven/6022/1972","A/Texas/1/1977","<80",1972,1977,"HK68","purple"
"A/Bilthoven/6022/1972","A/Amsterdam/1609/1977","<20",1972,1977,"HK68","purple"
"A/Bilthoven/6022/1972","A/Bilthoven/2461/1978","<20",1972,1978,"HK68","purple"
"A/Bilthoven/6022/1972","A/Netherlands/330/1985","<10",1972,1985,"HK68","purple"
"A/Bilthoven/6022/1972","A/Stockholm/10/1985","<20",1972,1985,"HK68","purple"
"A/Bilthoven/6022/1972","A/Bangkok/1/1979","<10",1972,1979,"HK68","purple"
"A/Bilthoven/6022/1972","A/Philipdarkgreens/2/1982","<10",1972,1982,"HK68","purple"
"A/Bilthoven/6022/1972","A/Victoria/7/1987","<20",1972,1987,"HK68","purple"
"A/Bilthoven/6022/1972","A/Texas/1/1977","80",1972,1977,"HK68","purple"
"A/Bilthoven/6022/1972","A/Bangkok/2/1979","<20",1972,1979,"HK68","purple"
"A/Bilthoven/6022/1972","A/England/496/1980","<20",1972,1980,"HK68","purple"
"A/Bilthoven/6022/1972","A/Caen/1/1984","<20",1972,1984,"HK68","purple"
"A/Bilthoven/6022/1972","A/Colorado/2/1986","<20",1972,1986,"HK68","purple"
"A/Bilthoven/6022/1972","A/Beijing/353/1989","<20",1972,1989,"HK68","purple"
"A/Bilthoven/6022/1972","A/Victoria/3/1975","<20",1972,1975,"HK68","purple"
"A/Bilthoven/21793/1972","A/HongKong/1/1968","80",1972,1968,"EN72","darkturquoise"
"A/Bilthoven/21793/1972","A/England/42/1972","1280",1972,1972,"EN72","darkturquoise"
"A/Bilthoven/21793/1972","A/PortChalmers/1/1973","1280",1972,1973,"EN72","darkturquoise"
"A/Bilthoven/21793/1972","A/Scotland/840/1974","640",1972,1974,"EN72","darkturquoise"
"A/Bilthoven/21793/1972","A/Victoria/3/1975","160",1972,1975,"EN72","darkturquoise"
"A/Bilthoven/21793/1972","A/Texas/1/1977","40",1972,1977,"EN72","darkturquoise"
"A/Bilthoven/21793/1972","A/Bilthoven/21793/1972","1280",1972,1972,"EN72","darkturquoise"
"A/Bilthoven/21793/1972","A/Bilthoven/5930/1974","1280",1972,1974,"EN72","darkturquoise"
"A/Bilthoven/21793/1972","A/Amsterdam/1609/1977","<10",1972,1977,"EN72","darkturquoise"
"A/Bilthoven/21793/1972","A/Bilthoven/2461/1978","<10",1972,1978,"EN72","darkturquoise"
"A/Bilthoven/21793/1972","A/Rotterdam/577/1980","<10",1972,1980,"EN72","darkturquoise"
"A/Bilthoven/21793/1972","A/Netherlands/209/1980","<10",1972,1980,"EN72","darkturquoise"
"A/Bilthoven/21793/1972","A/Netherlands/233/1982","<10",1972,1982,"EN72","darkturquoise"
"A/Bilthoven/21793/1972","A/Netherlands/241/1982","<10",1972,1982,"EN72","darkturquoise"
"A/Bilthoven/21793/1972","A/Netherlands/330/1985","<10",1972,1985,"EN72","darkturquoise"
"A/Bilthoven/21793/1972","A/Stockholm/10/1985","<10",1972,1985,"EN72","darkturquoise"
"A/Bilthoven/21793/1972","A/Netherlands/450/1988","<10",1972,1988,"EN72","darkturquoise"
"A/Bilthoven/21793/1972","A/Victoria/2/1990","<10",1972,1990,"EN72","darkturquoise"
"A/Bilthoven/21793/1972","A/Lyon/1149/1991","<10",1972,1991,"EN72","darkturquoise"
"A/Bilthoven/21793/1972","A/Madrid/G252/1993","<10",1972,1993,"EN72","darkturquoise"
"A/Bilthoven/21793/1972","A/Netherlands/1/1995","<10",1972,1995,"EN72","darkturquoise"
"A/Bilthoven/21793/1972","A/Netherlands/218/1995","<10",1972,1995,"EN72","darkturquoise"
"A/Bilthoven/21793/1972","A/Netherlands/172/1996","<10",1972,1996,"EN72","darkturquoise"
"A/Bilthoven/21793/1972","A/Bangkok/1/1979","<10",1972,1979,"EN72","darkturquoise"
"A/Bilthoven/21793/1972","A/Philipdarkgreens/2/1982","<10",1972,1982,"EN72","darkturquoise"
"A/Bilthoven/21793/1972","A/Wellington/4/1985","<10",1972,1985,"EN72","darkturquoise"
"A/Bilthoven/21793/1972","A/England/496/1980","<10",1972,1980,"EN72","darkturquoise"
"A/Bilthoven/23290/1972","A/HongKong/1/1968","80",1972,1968,"EN72","darkturquoise"
"A/Bilthoven/23290/1972","A/England/42/1972","640",1972,1972,"EN72","darkturquoise"
"A/Bilthoven/23290/1972","A/PortChalmers/1/1973","640",1972,1973,"EN72","darkturquoise"
"A/Bilthoven/23290/1972","A/Scotland/840/1974","320",1972,1974,"EN72","darkturquoise"
"A/Bilthoven/23290/1972","A/Victoria/3/1975","226",1972,1975,"EN72","darkturquoise"
"A/Bilthoven/23290/1972","A/Amsterdam/1609/1977","<20",1972,1977,"EN72","darkturquoise"
"A/Bilthoven/23290/1972","A/Bilthoven/2461/1978","<20",1972,1978,"EN72","darkturquoise"
"A/Bilthoven/23290/1972","A/Stockholm/10/1985","<20",1972,1985,"EN72","darkturquoise"
"A/Bilthoven/23290/1972","A/Wellington/4/1985","<20",1972,1985,"EN72","darkturquoise"
"A/Bilthoven/23290/1972","A/Victoria/7/1987","<20",1972,1987,"EN72","darkturquoise"
"A/Bilthoven/23290/1972","A/Texas/1/1977","160",1972,1977,"EN72","darkturquoise"
"A/Bilthoven/23290/1972","A/Bangkok/2/1979","<20",1972,1979,"EN72","darkturquoise"
"A/Bilthoven/23290/1972","A/England/496/1980","<20",1972,1980,"EN72","darkturquoise"
"A/Bilthoven/23290/1972","A/Caen/1/1984","<20",1972,1984,"EN72","darkturquoise"
"A/Bilthoven/23290/1972","A/Colorado/2/1986","<20",1972,1986,"EN72","darkturquoise"
"A/Bilthoven/23290/1972","A/Beijing/353/1989","<20",1972,1989,"EN72","darkturquoise"
"A/Bilthoven/23290/1972","A/Victoria/3/1975","80",1972,1975,"EN72","darkturquoise"
"A/Bilthoven/23337/1972","A/HongKong/1/1968","80",1972,1968,"EN72","darkturquoise"
"A/Bilthoven/23337/1972","A/England/42/1972","640",1972,1972,"EN72","darkturquoise"
